"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.889933333E-2,-2.458188171E0,7.286697235E0,5.513634338E0
4.870233333E-2,-2.527643738E0,7.308252411E0,5.600304108E0
5.849833333E-2,-2.466870117E0,7.282805328E0,5.797893219E0
6.829433333E-2,-2.362836456E0,7.137158203E0,5.735323334E0
7.809033333E-2,-2.300116882E0,7.113956451E0,5.719755707E0
8.788733333E-2,-2.251617737E0,7.133116608E0,5.717510376E0
9.768333333E-2,-2.256707153E0,7.096592560E0,5.842949524E0
1.074783333E-1,-2.259251862E0,6.968758392E0,6.035149841E0
1.172763333E-1,-2.360591125E0,6.894213409E0,6.055058441E0
1.271013333E-1,-2.417622528E0,6.881938934E0,5.962999878E0
1.368973333E-1,-2.382745056E0,6.685397644E0,5.782774658E0
1.466943333E-1,-2.369871826E0,6.609206085E0,5.832022247E0
1.565023333E-1,-2.488125916E0,6.719826050E0,6.085295563E0
1.663053333E-1,-2.731968842E0,6.724466400E0,6.449188843E0
1.760833333E-1,-2.756218414E0,6.580465851E0,6.403683472E0
1.858793333E-1,-2.669698334E0,6.484964447E0,6.269412689E0
1.957053333E-1,-2.776276703E0,6.484066315E0,6.304140472E0
2.055013333E-1,-3.001258850E0,6.422993317E0,6.569987640E0
2.152983333E-1,-3.219505005E0,6.331234131E0,6.906787262E0
2.250883333E-1,-3.290607147E0,6.248905334E0,7.182962952E0
2.348893333E-1,-3.280128937E0,6.179599457E0,7.362290039E0
2.446853333E-1,-3.408861237E0,6.158643036E0,7.575746155E0
2.544833333E-1,-3.413651276E0,6.076763306E0,7.752678223E0
2.643083333E-1,-3.226240997E0,5.962700500E0,7.804320831E0
2.741083333E-1,-2.976560211E0,5.920488281E0,7.688461761E0
2.839073333E-1,-2.873274994E0,5.752537537E0,7.760462036E0
2.936983333E-1,-2.945275269E0,5.665269012E0,8.194259949E0
3.034933333E-1,-3.074306946E0,5.607938232E0,8.449179840E0
3.132893333E-1,-3.099604340E0,5.591622162E0,8.553213501E0
3.230853333E-1,-3.112776947E0,5.619314575E0,8.565188599E0
3.328813333E-1,-3.206182709E0,5.622607727E0,8.744815063E0
3.426893333E-1,-3.152444458E0,5.407804413E0,9.018895111E0
3.525043333E-1,-2.949316864E0,5.328469391E0,9.093290405E0
3.623013333E-1,-2.712060242E0,5.264252930E0,8.990603943E0
3.720963333E-1,-2.588716736E0,5.174589386E0,9.060358887E0
3.818933333E-1,-2.318678284E0,5.062173157E0,9.312285004E0
3.917033333E-1,-2.415227509E0,4.889582062E0,9.549841003E0
4.014833333E-1,-2.524350586E0,4.827910309E0,9.558073883E0
4.113113333E-1,-2.551444244E0,4.846920776E0,9.302704926E0
4.211083333E-1,-2.603535919E0,4.927004242E0,9.305848389E0
4.309043333E-1,-2.703677673E0,5.113516388E0,9.511520691E0
4.407003333E-1,-2.639461212E0,5.224136353E0,9.371412048E0
4.504963333E-1,-2.521805878E0,5.195096741E0,9.013805695E0
4.602963333E-1,-2.321372681E0,5.160668335E0,8.805438995E0
4.700883333E-1,-2.114802246E0,5.266498260E0,8.640781403E0
4.799163333E-1,-1.975142670E0,5.409151611E0,8.398734741E0
4.897113333E-1,-1.976340179E0,5.330714722E0,8.566086731E0
4.995073333E-1,-2.001038818E0,5.195545807E0,8.705147552E0
5.093033333E-1,-2.087109833E0,5.439089355E0,8.649463348E0
5.190953333E-1,-1.937720490E0,5.765710144E0,8.840466156E0
5.288963333E-1,-1.644031219E0,5.882766724E0,9.113947449E0
5.386923333E-1,-1.427431641E0,5.727389832E0,9.141340485E0
5.484883333E-1,-1.328038330E0,5.488935699E0,9.398206329E0
5.583153333E-1,-1.417103119E0,5.396428070E0,9.009464722E0
5.681113333E-1,-1.341809692E0,5.393434296E0,8.681945801E0
5.778893333E-1,-1.343456268E0,5.373226318E0,8.702453156E0
5.877033333E-1,-1.233285370E0,5.244793396E0,8.943451996E0
5.974993333E-1,-1.031205597E0,5.085973663E0,8.891510010E0
6.072953333E-1,-1.048270111E0,5.022655334E0,8.270451508E0
6.170923333E-1,-1.060694275E0,5.007387085E0,7.964637451E0
6.269183333E-1,-1.153650970E0,5.084776154E0,7.727081451E0
6.367143333E-1,-1.641187134E0,5.004692688E0,7.431446228E0
6.465103333E-1,-1.192570038E0,5.227878571E0,7.987539825E0
6.563083333E-1,-7.728428650E-1,5.045258331E0,8.510103149E0
6.661033333E-1,-7.185058594E-1,4.534819794E0,8.553961945E0
6.758993333E-1,-1.224453735E0,4.437073059E0,8.244255981E0
6.856953333E-1,-1.661095734E0,4.760550385E0,7.961943054E0
