"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.213000246E1,-2.574645996E0,5.395230560E0,7.889643402E0
5.213979946E1,-2.521805878E0,5.398673401E0,7.657476196E0
5.214956446E1,-2.491718445E0,5.341043243E0,7.577243042E0
5.215933046E1,-2.405048676E0,5.298980713E0,7.481292572E0
5.216909546E1,-2.404150543E0,5.231022034E0,7.495662689E0
5.217888646E1,-2.430346069E0,5.281167755E0,7.506589966E0
5.218865746E1,-2.524949341E0,5.346132660E0,7.356003113E0
5.219842346E1,-2.645897827E0,5.385650482E0,7.417974243E0
5.220818846E1,-2.694097595E0,5.479954376E0,7.491022339E0
5.221798546E1,-2.767445068E0,5.551954651E0,7.460336151E0
5.222775046E1,-2.811603241E0,5.623805237E0,7.461982727E0
5.223751646E1,-2.827769623E0,5.638774109E0,7.540569305E0
5.224728246E1,-2.779420166E0,5.756279755E0,7.588769073E0
5.225707846E1,-2.763553162E0,5.822741547E0,7.498955841E0
5.226684446E1,-2.710114288E0,5.865702209E0,7.450307007E0
5.227661046E1,-2.639760590E0,5.915847931E0,7.441325684E0
5.228637146E1,-2.619402924E0,6.033802643E0,7.491770782E0
5.229614146E1,-2.690355377E0,6.071973267E0,7.564669189E0
5.230593646E1,-2.719694366E0,6.115532684E0,7.691455536E0
5.231570246E1,-2.806813202E0,6.128555603E0,7.765102386E0
5.232546846E1,-2.847229156E0,6.160439301E0,7.855514374E0
5.233526046E1,-2.925216980E0,6.229745178E0,7.781568146E0
5.234502946E1,-2.938838654E0,6.322402496E0,7.730075226E0
5.235479546E1,-2.899171143E0,6.434519348E0,7.531587982E0
5.236456146E1,-2.902164917E0,6.433920593E0,7.300169220E0
5.237432646E1,-2.920277252E0,6.392905884E0,7.218588867E0
5.238412346E1,-2.933599548E0,6.392007751E0,7.090305634E0
5.239388846E1,-3.020269318E0,6.367009735E0,7.056925049E0
5.240366446E1,-3.248394928E0,6.418802032E0,6.495742035E0
5.241342046E1,-3.526067505E0,6.539301453E0,6.175408173E0
5.242321546E1,-3.385060730E0,6.433621216E0,6.371799774E0
5.243298246E1,-3.141367493E0,6.222260742E0,6.498586121E0
5.244274746E1,-2.990481262E0,6.121819611E0,6.813980255E0
5.245251246E1,-2.931952972E0,6.141428833E0,7.124284973E0
5.246230546E1,-3.095562744E0,6.132896576E0,7.158713379E0
