"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.448772917E-1,-1.632520866E1,-3.585861969E1,-2.364416122E0
2.555502917E-1,-1.632520866E1,-3.585861969E1,-2.364416122E0
2.662452917E-1,-1.644403458E1,-3.578744125E1,-2.606888771E0
2.769342917E-1,-1.713916588E1,-3.542316055E1,-3.064620018E0
2.876072917E-1,-1.770528603E1,-3.509269714E1,-3.601196289E0
2.982882917E-1,-1.770528603E1,-3.509269714E1,-3.601196289E0
3.089692917E-1,-1.827265549E1,-3.470835876E1,-4.402613640E0
3.196502917E-1,-1.878761482E1,-3.430358124E1,-5.313469887E0
3.303322917E-1,-1.923368835E1,-3.392272568E1,-6.103858948E0
3.409822917E-1,-1.962010765E1,-3.360127258E1,-6.629396439E0
3.516632917E-1,-1.993716621E1,-3.335290909E1,-6.930812836E0
3.623382917E-1,-2.031515121E1,-3.299341202E1,-7.528111458E0
3.730302917E-1,-2.033568764E1,-3.293072510E1,-7.744050980E0
3.837072917E-1,-2.033568764E1,-3.293072510E1,-7.744050980E0
3.943882917E-1,-2.027262497E1,-3.303904343E1,-7.442141533E0
4.050732917E-1,-2.018295288E1,-3.317317581E1,-7.080404282E0
4.157642917E-1,-2.024861526E1,-3.322736740E1,-6.624095917E0
4.264312917E-1,-2.024861526E1,-3.322736740E1,-6.624095917E0
4.371132917E-1,-2.046076393E1,-3.312057877E1,-6.505959511E0
4.477942917E-1,-2.071249008E1,-3.293916702E1,-6.629265785E0
4.584752917E-1,-2.096567535E1,-3.268947983E1,-7.055604935E0
4.691562917E-1,-2.120698166E1,-3.240441895E1,-7.626326561E0
4.798382917E-1,-2.143252563E1,-3.209101868E1,-8.291964531E0
4.905102917E-1,-2.163336182E1,-3.172595215E1,-9.132627487E0
5.011692917E-1,-2.180236244E1,-3.129080200E1,-1.017280197E1
5.118502917E-1,-2.194954872E1,-3.082891083E1,-1.121332550E1
5.225312917E-1,-2.206815338E1,-3.040077782E1,-1.211331940E1
5.332122917E-1,-2.210376549E1,-3.000852013E1,-1.299444962E1
5.438962917E-1,-2.179112434E1,-2.942481232E1,-1.474010563E1
5.545752917E-1,-2.150238228E1,-2.929203415E1,-1.541322327E1
5.652562917E-1,-2.150238228E1,-2.929203415E1,-1.541322327E1
5.759372917E-1,-2.122006416E1,-2.921235275E1,-1.594648361E1
5.866182917E-1,-2.097035408E1,-2.913138962E1,-1.641796494E1
5.972992917E-1,-2.067800522E1,-2.906000710E1,-1.690796661E1
6.079852917E-1,-1.980364799E1,-2.899331856E1,-1.803181458E1
6.186622917E-1,-1.932494926E1,-2.894345856E1,-1.862164688E1
6.293432917E-1,-1.932494926E1,-2.894345856E1,-1.862164688E1
6.400242917E-1,-1.889107704E1,-2.883551216E1,-1.922455788E1
6.506752917E-1,-1.850204849E1,-2.868017387E1,-1.982586479E1
6.613562917E-1,-1.817313957E1,-2.845825958E1,-2.044034386E1
6.720372917E-1,-1.788518906E1,-2.814134598E1,-2.112174225E1
6.827182917E-1,-1.757851028E1,-2.771033478E1,-2.193345451E1
6.933992917E-1,-1.730435181E1,-2.716935921E1,-2.281071091E1
7.040802917E-1,-1.700933838E1,-2.657725525E1,-2.371233749E1
7.147612917E-1,-1.670226479E1,-2.603232956E1,-2.452132225E1
7.254292917E-1,-1.626655197E1,-2.533877182E1,-2.552036667E1
7.361242917E-1,-1.625037384E1,-2.519275284E1,-2.567476845E1
7.468052917E-1,-1.625037384E1,-2.519275284E1,-2.567476845E1
7.574862917E-1,-1.614512634E1,-2.515885353E1,-2.577421570E1
7.681672917E-1,-1.583497238E1,-2.525643921E1,-2.587101364E1
7.788532917E-1,-1.541770077E1,-2.549010086E1,-2.589387321E1
7.895192917E-1,-1.450468445E1,-2.614075851E1,-2.577242661E1
8.002112917E-1,-1.450468445E1,-2.614075851E1,-2.577242661E1
8.108612917E-1,-1.382937813E1,-2.645713425E1,-2.582076073E1
8.215422917E-1,-1.295206165E1,-2.676119041E1,-2.596200752E1
8.322242917E-1,-1.195130634E1,-2.705585670E1,-2.613599014E1
8.429042917E-1,-9.746726990E0,-2.759594154E1,-2.648411942E1
8.535862917E-1,-9.746726990E0,-2.759594154E1,-2.648411942E1
8.642672917E-1,-8.535280228E0,-2.779192543E1,-2.669646454E1
8.749482917E-1,-7.305335999E0,-2.789893532E1,-2.694855499E1
