"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.212442458E0,2.948241234E0,-4.446937561E1,-9.819352150E0
3.223140458E0,2.948241234E0,-4.446937561E1,-9.819352150E0
3.233822458E0,3.084829330E0,-4.446014786E1,-9.819171906E0
3.244503458E0,3.143910408E0,-4.445447159E1,-9.826131821E0
3.255184458E0,3.211186409E0,-4.444738770E1,-9.836421967E0
3.265865458E0,3.296032906E0,-4.443996048E1,-9.841904640E0
3.276529458E0,3.408707619E0,-4.443008041E1,-9.848141670E0
3.287226458E0,3.553969383E0,-4.441634369E1,-9.858739853E0
3.297909458E0,3.729230881E0,-4.440092087E1,-9.863479614E0
3.308590458E0,3.941437721E0,-4.438310242E1,-9.861142159E0
3.319256458E0,4.201811790E0,-4.436210251E1,-9.848150253E0
3.329932458E0,4.512571335E0,-4.433927917E1,-9.813367844E0
3.340633458E0,4.512571335E0,-4.433927917E1,-9.813367844E0
3.351314458E0,5.260651588E0,-4.428142548E1,-9.701435089E0
3.361995458E0,5.699045181E0,-4.424652481E1,-9.612638474E0
3.372677458E0,6.185148239E0,-4.420491409E1,-9.502983093E0
3.383358458E0,6.718564987E0,-4.415480042E1,-9.372907639E0
3.394020458E0,7.281633377E0,-4.409793091E1,-9.218864441E0
3.404709458E0,7.281633377E0,-4.409793091E1,-9.218864441E0
3.415401458E0,8.471476555E0,-4.396204758E1,-8.843614578E0
3.426082458E0,9.120562553E0,-4.387589264E1,-8.623138428E0
3.436764458E0,9.807609558E0,-4.377157974E1,-8.396228790E0
3.447445458E0,1.052670956E1,-4.364929962E1,-8.158700943E0
3.458099458E0,1.125001907E1,-4.351256561E1,-7.920296192E0
3.468792458E0,1.195629025E1,-4.336679077E1,-7.681516647E0
3.479487458E0,1.195629025E1,-4.336679077E1,-7.681516647E0
3.490169458E0,1.336396980E1,-4.304270935E1,-7.167035103E0
3.500850458E0,1.405264664E1,-4.286576080E1,-6.905570984E0
3.511507458E0,1.474432564E1,-4.267622375E1,-6.631875992E0
3.522197458E0,1.474432564E1,-4.267622375E1,-6.631875992E0
3.532894458E0,1.622366714E1,-4.222948456E1,-6.008338928E0
3.543575458E0,1.698068810E1,-4.198066711E1,-5.649495125E0
3.554256458E0,1.772662544E1,-4.172173309E1,-5.263160706E0
3.564937458E0,1.844801331E1,-4.145749664E1,-4.856348991E0
3.575588458E0,1.910208130E1,-4.120775986E1,-4.434864998E0
3.586274458E0,1.969818687E1,-4.097206497E1,-3.988518715E0
3.596955458E0,2.027516556E1,-4.073305511E1,-3.517484665E0
3.607631458E0,2.027516556E1,-4.073305511E1,-3.517484665E0
3.618313458E0,2.134421539E1,-4.025390625E1,-2.585393906E0
3.628996458E0,2.184432411E1,-4.001250076E1,-2.112400055E0
3.639687458E0,2.184432411E1,-4.001250076E1,-2.112400055E0
3.650356458E0,2.274687195E1,-3.954799652E1,-1.082991600E0
3.661061458E0,2.314512634E1,-3.932713318E1,-5.627994537E-1
3.671717458E0,2.350295258E1,-3.911833191E1,-6.488513947E-2
3.682399458E0,2.383412552E1,-3.891505051E1,4.365177155E-1
3.693081458E0,2.415848923E1,-3.870450211E1,9.827928543E-1
3.703762458E0,2.448357010E1,-3.848048019E1,1.563403130E0
3.714454458E0,2.479754829E1,-3.824908066E1,2.174008369E0
3.725139458E0,2.511489105E1,-3.799972534E1,2.810786247E0
3.735805458E0,2.511489105E1,-3.799972534E1,2.810786247E0
3.746491458E0,2.584997559E1,-3.738274002E1,4.116648674E0
3.757181458E0,2.584997559E1,-3.738274002E1,4.116648674E0
3.767849458E0,2.681594849E1,-3.653727341E1,5.345046997E0
3.778530458E0,2.735228348E1,-3.604030991E1,5.965414047E0
3.789211458E0,2.786023140E1,-3.553020477E1,6.636961937E0
3.799892458E0,2.831794739E1,-3.502811813E1,7.332255840E0
3.810573458E0,2.874528885E1,-3.452722931E1,8.013469696E0
3.821254458E0,2.913592148E1,-3.403950500E1,8.662977219E0
3.831936458E0,2.946258163E1,-3.359626007E1,9.267390251E0
3.842617458E0,2.971220016E1,-3.322406387E1,9.797130585E0
3.853298458E0,2.989962196E1,-3.292393875E1,1.023053360E1
3.863996458E0,3.006229973E1,-3.266676712E1,1.057247734E1
3.874663458E0,3.022434235E1,-3.242166138E1,1.086102486E1
3.885341458E0,3.022434235E1,-3.242166138E1,1.086102486E1
3.896023458E0,3.057764053E1,-3.195737839E1,1.124148369E1
3.906704458E0,3.076686859E1,-3.175404358E1,1.130122757E1
3.917385458E0,3.094610977E1,-3.158035660E1,1.129851246E1
3.928066458E0,3.109054947E1,-3.145611000E1,1.124845982E1
3.938747458E0,3.119286537E1,-3.138468933E1,1.116438675E1
3.949428458E0,3.124983978E1,-3.136204910E1,1.106826210E1
3.960109458E0,3.124753571E1,-3.139357376E1,1.098509216E1
3.970791458E0,3.116092873E1,-3.150063324E1,1.092445278E1
3.981477458E0,3.097859764E1,-3.168787575E1,1.090147972E1
3.992146458E0,3.071659088E1,-3.193271637E1,1.092838955E1
4.002828458E0,3.071659088E1,-3.193271637E1,1.092838955E1
4.013510458E0,3.011019897E1,-3.247598648E1,1.101467228E1
4.024196458E0,3.011019897E1,-3.247598648E1,1.101467228E1
4.034878458E0,2.948863220E1,-3.301867294E1,1.108263206E1
4.045559458E0,2.917050934E1,-3.327994919E1,1.114285469E1
4.056240458E0,2.886585999E1,-3.351297379E1,1.123742485E1
4.066921458E0,2.861441422E1,-3.369652176E1,1.133123016E1
4.077602458E0,2.844313049E1,-3.382375717E1,1.138327122E1
4.088282458E0,2.835707855E1,-3.390024567E1,1.137042236E1
4.098969458E0,2.835293961E1,-3.392643738E1,1.130243015E1
4.109646458E0,2.835293961E1,-3.392643738E1,1.130243015E1
4.120315458E0,2.854213333E1,-3.385755539E1,1.102947617E1
4.131004458E0,2.871233368E1,-3.377101517E1,1.085159874E1
4.141689458E0,2.871233368E1,-3.377101517E1,1.085159874E1
4.152370458E0,2.913366318E1,-3.353034210E1,1.046818447E1
4.163051458E0,2.934397125E1,-3.340331650E1,1.028526688E1
4.173732458E0,2.952650833E1,-3.330761719E1,1.007098579E1
4.184414458E0,2.965684128E1,-3.327241135E1,9.800792694E0
4.195095458E0,2.972385597E1,-3.330520630E1,9.481170654E0
4.205775458E0,2.974219131E1,-3.338315582E1,9.143527985E0
4.216468458E0,2.972397614E1,-3.348324585E1,8.831470490E0
4.227138458E0,2.972397614E1,-3.348324585E1,8.831470490E0
4.237819458E0,2.959930038E1,-3.370664215E1,8.389303207E0
4.248515458E0,2.948444366E1,-3.384986115E1,8.215333939E0
4.259183458E0,2.931656456E1,-3.403624725E1,8.044221878E0
4.269863458E0,2.931656456E1,-3.403624725E1,8.044221878E0
4.280544458E0,2.880139542E1,-3.453775406E1,7.762758255E0
4.291225458E0,2.849017715E1,-3.482019806E1,7.648570061E0
4.301906458E0,2.815690422E1,-3.511761856E1,7.521894932E0
4.312587458E0,2.779336929E1,-3.543799973E1,7.369772434E0
4.323260458E0,2.739963913E1,-3.577293777E1,7.224544525E0
4.333953458E0,2.700526619E1,-3.609566116E1,7.103240013E0
4.344631458E0,2.663474274E1,-3.639236832E1,6.987374783E0
4.355312458E0,2.629230309E1,-3.666459656E1,6.859951973E0
4.365994458E0,2.597208214E1,-3.691839218E1,6.717144012E0
4.376684458E0,2.564859390E1,-3.717154312E1,6.562252998E0
4.387356458E0,2.564859390E1,-3.717154312E1,6.562252998E0
4.398037458E0,2.501880264E1,-3.766342163E1,6.177664757E0
4.408718458E0,2.475390816E1,-3.788362503E1,5.891696930E0
4.419399458E0,2.451525116E1,-3.809529495E1,5.512563705E0
4.430080458E0,2.431818962E1,-3.828216553E1,5.073324203E0
4.440744458E0,2.416625214E1,-3.843780518E1,4.600463867E0
4.451452458E0,2.405661011E1,-3.856130600E1,4.116121292E0
4.462124458E0,2.399618530E1,-3.864865494E1,3.619587898E0
4.472805458E0,2.395419121E1,-3.872070694E1,3.088808060E0
4.483485458E0,2.390517807E1,-3.879019165E1,2.549634933E0
4.494167458E0,2.382624626E1,-3.887123871E1,1.993556976E0
4.504837458E0,2.370608139E1,-3.896887207E1,1.444168091E0
4.515529458E0,2.370608139E1,-3.896887207E1,1.444168091E0
4.526210458E0,2.315769386E1,-3.932071686E1,4.891548157E-1
4.536892458E0,2.274667168E1,-3.956280518E1,1.020154953E-1
4.547573458E0,2.234467888E1,-3.979055023E1,-2.541141510E-1
4.558256458E0,2.198736954E1,-3.998579407E1,-5.734357834E-1
4.568916458E0,2.198736954E1,-3.998579407E1,-5.734357834E-1
4.579616458E0,2.134104538E1,-4.031929398E1,-1.245423317E0
4.590297458E0,2.092858696E1,-4.051547241E1,-1.768520355E0
4.600961458E0,2.040256882E1,-4.074612427E1,-2.474955559E0
4.611660458E0,1.980206680E1,-4.098608398E1,-3.264342308E0
4.622330458E0,1.917355728E1,-4.122204971E1,-3.969170570E0
4.633016458E0,1.855967712E1,-4.144935989E1,-4.486177444E0
4.643703458E0,1.855967712E1,-4.144935989E1,-4.486177444E0
4.654384458E0,1.742190361E1,-4.182140350E1,-5.484914780E0
4.665066458E0,1.685282135E1,-4.195800018E1,-6.176211357E0
