"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.485602458E0,2.026785278E0,9.283694458E0,3.396736450E0
3.495381458E0,1.745220795E0,8.580756226E0,3.390150146E0
3.505163458E0,1.403331757E0,7.959248657E0,3.521726532E0
3.514960458E0,9.830058289E-1,7.931406555E0,3.494632874E0
3.524756458E0,5.839356995E-1,8.176596680E0,3.387455750E0
3.534522458E0,4.457730103E-1,7.932154999E0,3.406316528E0
3.544318458E0,3.987707520E-1,7.946076050E0,3.491938477E0
3.554099458E0,4.328997803E-1,8.564739532E0,3.555256805E0
3.563879458E0,5.038522339E-1,8.547375641E0,3.489244080E0
3.573675458E0,5.319937134E-1,8.126750336E0,3.658542023E0
3.583441458E0,5.248086548E-1,7.927364960E0,3.851341095E0
3.593237458E0,4.502636719E-1,8.129594421E0,3.705693970E0
3.603021458E0,2.818638611E-1,8.266110535E0,3.456312561E0
3.612805458E0,1.526824951E-1,8.563092957E0,3.081791382E0
3.622564458E0,8.427474976E-2,8.966953125E0,2.857557678E0
3.632361458E0,-1.287322998E-2,8.850495300E0,2.961741028E0
3.642157458E0,-1.173559570E-1,8.459957428E0,2.951412506E0
3.651922458E0,-1.841171265E-1,7.825876007E0,2.702779541E0
3.661719458E0,-5.545967102E-1,7.508835297E0,2.300416260E0
3.671505458E0,-8.146060181E-1,7.543413391E0,2.220183105E0
3.681280458E0,-7.566764832E-1,7.347171478E0,2.329156494E0
3.691076458E0,-9.306147766E-1,7.212900696E0,2.420915680E0
3.700842458E0,-7.713459778E-1,6.882687378E0,2.574047241E0
3.710638458E0,-9.822573853E-1,6.866071930E0,2.811902618E0
3.720405458E0,-9.809101868E-1,6.969357147E0,2.896027679E0
3.730209458E0,-1.171164551E0,7.018455048E0,2.650687866E0
3.739966458E0,-1.540746002E0,6.701713715E0,2.616109772E0
3.749762458E0,-1.917512512E0,6.338269501E0,2.311642914E0
3.759558458E0,-2.175575867E0,6.029761047E0,2.172282715E0
3.769324458E0,-2.298919373E0,5.494923248E0,2.250569916E0
3.779120458E0,-2.441572723E0,5.720354462E0,2.208507385E0
