"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.232641667E-2,-6.176683903E-1,-3.779160082E-1,-1.070976332E-1
8.301341667E-2,-2.652104497E-1,-5.780672431E-1,-9.782797098E-2
9.369441667E-2,-3.506059200E-2,-4.904955328E-1,-2.479290590E-2
1.043754167E-1,1.530711306E-3,-4.097839296E-1,4.184497520E-2
1.150374167E-1,-9.817912430E-2,-3.829747140E-1,7.705558836E-2
1.257334167E-1,-2.105958760E-1,-3.112913966E-1,7.107570767E-2
1.364184167E-1,-3.000963628E-1,-1.818036586E-1,3.813450038E-2
1.471004167E-1,-4.097900689E-1,-7.858560234E-2,-2.504502796E-2
1.577814167E-1,-4.921416044E-1,3.127571940E-2,-7.756312191E-2
1.684624167E-1,-4.618424475E-1,7.457078993E-2,-9.245128930E-2
1.791244167E-1,-3.163830042E-1,1.438867766E-2,-9.655895084E-2
1.898244167E-1,-1.790456474E-1,-3.960984200E-2,-7.257478684E-2
2.005054167E-1,-1.153201982E-1,-9.232950956E-2,-4.534423351E-2
2.111874167E-1,-1.220220476E-1,-1.057113633E-1,-1.363983285E-2
2.218684167E-1,-1.493178457E-1,-9.749897569E-2,-2.374927979E-3
2.325274167E-1,-1.756632775E-1,-8.327117562E-2,-1.058828924E-2
2.432134167E-1,-1.984762996E-1,-6.900893152E-2,-1.638780534E-2
2.539114167E-1,-2.387940884E-1,-6.468416005E-2,-4.984179046E-3
2.645924167E-1,-2.874334455E-1,-6.050186232E-2,5.293729249E-3
2.752734167E-1,-3.397019207E-1,-4.654763266E-2,1.927476376E-2
2.859554167E-1,-3.965619802E-1,-4.118994996E-2,4.303563014E-2
2.966364167E-1,-4.266344011E-1,-9.913421422E-2,6.642404199E-2
3.073144167E-1,-4.294616282E-1,-1.430982053E-1,9.804935008E-2
3.179904167E-1,-4.257782400E-1,-1.355383247E-1,1.199268475E-1
3.286794167E-1,-4.188761115E-1,-9.112878889E-2,1.454644352E-1
3.393604167E-1,-3.976805508E-1,-4.027865455E-2,1.830240637E-1
3.500194167E-1,-3.664348423E-1,-3.578946739E-2,2.289379537E-1
3.607044167E-1,-3.243916929E-1,-3.351293132E-2,2.844677567E-1
3.714044167E-1,-2.942479253E-1,-2.521422692E-2,3.498560190E-1
3.820854167E-1,-2.876279056E-1,-7.548268884E-2,3.910227716E-1
3.927364167E-1,-3.400803804E-1,-6.290264428E-2,3.830950260E-1
4.034174167E-1,-4.417885840E-1,3.274486661E-1,3.457303345E-1
4.140984167E-1,-4.274386764E-1,6.944013238E-1,3.776560426E-1
4.247794167E-1,-3.326993883E-1,7.291004658E-1,3.876087964E-1
4.354604167E-1,-2.495072782E-1,3.194008470E-1,3.253459632E-1
4.461494167E-1,-2.240756899E-1,1.534494162E-1,1.921961457E-1
4.568254167E-1,-1.755052805E-1,3.216286302E-1,1.078647748E-1
4.675054167E-1,-3.091827407E-2,4.340505302E-1,7.110862434E-2
4.781924167E-1,2.149640322E-1,4.097074568E-1,5.011462048E-2
4.888664167E-1,3.796063066E-1,3.067467809E-1,1.774972863E-2
4.995474167E-1,4.124767482E-1,3.415836394E-1,1.499492675E-2
5.102274167E-1,3.564779162E-1,4.779800475E-1,1.943029463E-2
5.209094167E-1,2.840932608E-1,4.990691841E-1,4.946459830E-2
5.315914167E-1,1.997096837E-1,3.116692007E-1,9.277158976E-2
5.422724167E-1,1.064263433E-1,5.046502873E-2,1.190482005E-1
5.529534167E-1,-6.032535806E-2,2.555030165E-3,1.415191591E-1
5.636344167E-1,-2.493687868E-1,3.050706685E-1,1.962995827E-1
5.743084167E-1,-4.499863088E-1,5.965046883E-1,2.718862295E-1
5.850124167E-1,-6.195247769E-1,6.309930086E-1,3.419556618E-1
5.956784167E-1,-7.921249866E-1,6.809790134E-1,3.536530137E-1
6.063594167E-1,-9.551418424E-1,1.010139108E0,2.961985171E-1
6.170394167E-1,-8.854875565E-1,1.266107082E0,2.774788737E-1
6.277214167E-1,-5.000884533E-1,7.601376772E-1,3.006275594E-1
6.384024167E-1,4.075172171E-2,-1.223808527E-1,2.777978480E-1
6.490834167E-1,5.226195455E-1,-9.385142922E-1,2.435248345E-1
6.597644167E-1,7.637584209E-1,-1.099142075E0,2.005115896E-1
6.704464167E-1,8.693383336E-1,-7.296193838E-1,2.119610459E-1
6.811274167E-1,9.522508383E-1,-3.905420005E-1,3.088260889E-1
6.918084167E-1,1.061698318E0,-3.963772357E-1,4.548922181E-1
7.024754167E-1,1.157881021E0,-4.062874913E-1,5.743243694E-1
7.131634167E-1,1.215448976E0,-1.003925055E-1,7.201159000E-1
7.238514167E-1,1.176355720E0,4.311808944E-1,9.378367662E-1
7.345334167E-1,9.206052423E-1,1.321765542E0,1.109683871E0
7.452144167E-1,4.536162913E-1,1.923351526E0,1.102153420E0
7.558954167E-1,1.359574497E-1,1.990952492E0,9.827969074E-1
7.665764167E-1,-9.829073399E-2,1.904152632E0,8.513835073E-1
7.772574167E-1,-2.255038172E-1,1.458747983E0,7.256673574E-1
7.879384167E-1,-3.085244000E-1,1.135644436E0,6.349084377E-1
7.986194167E-1,-2.075453252E-1,1.306359172E0,4.380348325E-1
8.093014167E-1,1.598681062E-1,1.690300226E0,1.350216866E-1
8.199794167E-1,7.544520497E-1,1.733441949E0,1.046014205E-2
8.306664167E-1,1.522395134E0,9.322950244E-1,2.420507371E-1
8.413384167E-1,1.828862786E0,1.252301216E0,6.127302051E-1
8.520254167E-1,1.923436403E0,1.763082862E0,8.800758719E-1
8.627134167E-1,1.854760528E0,1.558848381E0,9.341443777E-1
8.733874167E-1,1.596468210E0,1.141488910E0,9.218850732E-1
8.840684167E-1,1.331884742E0,1.174393415E0,9.856962562E-1
8.947504167E-1,1.071842551E0,1.591509342E0,9.355007410E-1
9.054314167E-1,9.002095461E-1,1.602539659E0,6.160694957E-1
9.161124167E-1,8.255710006E-1,1.728852034E0,2.531064749E-1
9.267934167E-1,9.567913413E-1,1.995925426E0,9.496424347E-2
9.374574167E-1,1.199586272E0,1.976823688E0,1.324347407E-1
9.481474167E-1,1.332796931E0,1.931864262E0,2.355914563E-1
9.588364167E-1,1.334983945E0,1.880410671E0,4.192994535E-1
9.695184167E-1,1.313450813E0,1.949983716E0,6.119331121E-1
9.801824167E-1,1.319408417E0,1.962089777E0,7.591600418E-1
9.908804167E-1,1.222198248E0,1.749597430E0,9.315989017E-1
1.001561417E0,9.581605196E-1,1.730329275E0,1.259468913E0
1.012242417E0,9.172331095E-1,2.134706020E0,1.524528265E0
1.022923417E0,1.168557167E0,2.322348356E0,1.294372797E0
1.033605417E0,1.466832757E0,2.200353146E0,6.531435847E-1
1.044286417E0,1.372123361E0,1.860975623E0,1.705635786E-1
1.054950417E0,7.945594788E-1,1.708127856E0,3.459280729E-1
1.065622417E0,5.762612820E-2,1.592186213E0,9.308450222E-1
1.076329417E0,-4.767525196E-1,1.303083181E0,1.525497079E0
1.087011417E0,-7.082983255E-1,1.277417779E0,2.287533283E0
1.097686417E0,-5.815728307E-1,1.772186637E0,3.203259945E0
1.108368417E0,-1.513997763E-1,2.117994308E0,4.019311428E0
1.119036417E0,3.457472622E-1,2.191942930E0,4.711366653E0
1.129705417E0,4.229645431E-1,2.124227047E0,5.031770229E0
1.140402417E0,-1.817636378E-2,1.868878841E0,4.943818092E0
1.151067417E0,-8.954951167E-1,1.659251690E0,4.869243145E0
1.161761417E0,-1.834766150E0,1.679775000E0,4.901518345E0
1.172436417E0,-2.389693499E0,2.024389505E0,4.990807056E0
1.183107417E0,-2.377125263E0,2.764928579E0,4.985465527E0
1.193792417E0,-1.877130151E0,3.375502110E0,4.891833305E0
1.204473417E0,-1.092877984E0,3.919409752E0,4.770648956E0
1.215154417E0,-2.570578456E-1,4.464010239E0,4.443194866E0
1.225835417E0,4.702738822E-1,4.721229076E0,3.744137287E0
1.236516417E0,1.038141251E0,4.405167103E0,2.754030704E0
1.247219417E0,1.399898171E0,3.963496685E0,1.811079502E0
1.257878417E0,1.485065818E0,3.775512218E0,1.167249441E0
1.268560417E0,1.294384241E0,3.675041199E0,7.164400816E-1
1.279241417E0,8.709101677E-1,3.152745962E0,4.417475462E-1
1.289925417E0,3.468600214E-1,2.548607826E0,6.403287053E-1
1.300611417E0,-1.069298461E-1,2.152015686E0,1.095207572E0
1.311284417E0,-3.777918518E-1,1.776094437E0,1.447071195E0
1.321965417E0,-5.392293930E-1,1.439495444E0,1.730832338E0
1.332647417E0,-5.519107580E-1,1.675821781E0,1.908961058E0
1.343328417E0,-2.417597771E-1,1.959995747E0,1.858414650E0
1.354009417E0,2.620650232E-1,1.793791533E0,1.441264033E0
1.364683417E0,7.465117574E-1,1.696867704E0,7.980148196E-1
1.375371417E0,1.177659988E0,1.568300605E0,1.346226633E-1
1.386052417E0,1.616217971E0,1.250389218E0,-4.487430155E-1
1.396733417E0,2.043081999E0,8.491830230E-1,-9.566619396E-1
1.407400417E0,2.437665701E0,4.578245282E-1,-1.232903004E0
1.418085417E0,2.682224512E0,7.075403333E-1,-9.589994550E-1
1.428777417E0,2.679937601E0,1.367798567E0,-4.652318656E-1
1.439458417E0,2.410728455E0,1.558805823E0,-2.088677585E-1
1.450139417E0,2.034501553E0,1.196937919E0,-6.761558354E-2
1.460820417E0,1.593037844E0,1.028321266E0,1.695247889E-1
1.471495417E0,1.213838100E0,6.421399713E-1,3.485131860E-1
1.482177417E0,9.568592310E-1,3.298745155E-1,4.690366685E-1
1.492858417E0,8.260477185E-1,1.406487729E-2,4.859240353E-1
1.503539417E0,7.672038674E-1,-3.605571985E-1,5.153378844E-1
1.514235417E0,7.422462106E-1,-4.917291701E-1,7.588912249E-1
1.524895417E0,7.159257531E-1,-3.472803235E-1,1.163455248E0
1.535583417E0,7.032799721E-1,9.249973297E-2,1.706978440E0
1.546270417E0,6.879935861E-1,7.875302434E-1,2.115728140E0
1.556951417E0,6.392282248E-1,1.256187558E0,2.111954927E0
1.567632417E0,5.612651110E-1,1.171949983E0,1.799898863E0
1.578313417E0,4.387029409E-1,9.416379929E-1,1.381048679E0
1.588994417E0,1.885202527E-1,4.339366555E-1,8.500758410E-1
1.599674417E0,-1.962718964E-1,-3.728762567E-1,4.602040052E-1
1.610356417E0,-5.272935033E-1,-8.690897226E-1,1.954791099E-1
1.621038417E0,-7.924007773E-1,-9.918411970E-1,-1.060418487E-1
1.631708417E0,-1.052796721E0,-9.082909226E-1,-1.785400212E-1
1.642383417E0,-1.284252286E0,-7.720705271E-1,-1.429657191E-1
1.653079417E0,-1.451903462E0,-6.316979527E-1,-7.063312922E-3
1.663752417E0,-1.388072491E0,-4.567319155E-1,1.579780728E-1
1.674443417E0,-8.383745551E-1,-3.215168417E-1,1.642583460E-1
1.685125417E0,3.652159274E-1,-4.525958896E-1,-1.802218556E-1
1.695806417E0,1.833210707E0,-6.862342358E-1,-5.557304621E-1
1.706487417E0,3.259907722E0,-9.120617509E-1,-7.615877390E-1
1.717168417E0,4.489189148E0,-9.897701144E-1,-6.997507215E-1
1.727848417E0,5.320970535E0,-5.583596230E-1,-1.570150703E-1
1.738530417E0,4.434721947E0,3.814336956E-1,4.746220112E-1
1.749210417E0,1.743444562E0,8.319628239E-1,6.898022890E-1
1.759879417E0,-2.626141906E-1,4.541899264E-1,7.564758658E-1
1.770564417E0,-8.854987025E-1,-2.177412808E-1,5.860431194E-1
1.781245417E0,-5.655571222E-1,-5.941358805E-1,3.459399343E-1
1.791929417E0,5.242043361E-2,-8.779991865E-1,2.061252892E-1
1.802617417E0,4.108624458E-1,-9.525650740E-1,9.984705597E-2
1.813298417E0,3.668965995E-1,-9.270107150E-1,-5.532631651E-3
1.823980417E0,1.682807207E-1,-8.930673599E-1,-1.311086714E-1
1.834630417E0,-2.106203884E-2,-8.035633564E-1,-2.189881802E-1
1.845311417E0,-7.361818850E-2,-6.581981182E-1,-3.509083986E-1
1.855992417E0,-4.800949991E-2,-4.808369875E-1,-4.702622294E-1
1.866674417E0,-3.717137966E-3,-3.037615418E-1,-4.936653078E-1
1.877361417E0,2.575664595E-2,-1.375853270E-1,-4.609283507E-1
1.888042417E0,1.348054130E-2,6.111738086E-2,-4.118694663E-1
1.898724417E0,-3.243087977E-2,1.944071203E-1,-3.479121029E-1
1.909398417E0,-7.090263814E-2,1.794883609E-1,-2.854303718E-1
1.920079417E0,-8.565644175E-2,1.266462803E-1,-2.695076168E-1
1.930761417E0,-1.008076966E-1,1.105552018E-1,-2.559710443E-1
1.941442417E0,-8.645059913E-2,7.628723979E-2,-2.829477787E-1
1.952123417E0,-5.326148495E-2,4.220224172E-2,-3.283893168E-1
1.962804417E0,-4.573192820E-2,-2.653847076E-2,-3.614178300E-1
1.973485417E0,-1.012247503E-1,-7.907944173E-2,-3.852128983E-1
1.984166417E0,-1.769610494E-1,-9.370552003E-2,-3.722246587E-1
1.994858417E0,-2.350432575E-1,-8.963491768E-2,-3.557572365E-1
2.005535417E0,-2.572768331E-1,-1.206305847E-1,-3.543322086E-1
2.016210417E0,-2.686717212E-1,-1.266365349E-1,-3.079612255E-1
2.026895417E0,-2.891851366E-1,-3.211339936E-2,-2.370266467E-1
2.037572417E0,-2.921685874E-1,1.427650452E-1,-1.065477878E-1
2.048253417E0,-2.944232225E-1,3.593077362E-1,2.032121457E-2
2.058933417E0,-3.201224506E-1,4.534238577E-1,4.262545332E-2
2.069616417E0,-3.346896768E-1,3.661414087E-1,4.024751857E-2
2.080297417E0,-3.223067820E-1,1.946905553E-1,3.382104263E-2
2.090978417E0,-2.760055959E-1,7.281098515E-2,2.586298622E-2
2.101659417E0,-2.215910703E-1,-2.314749919E-2,2.514952607E-2
2.112338417E0,-1.902206540E-1,-5.561549589E-2,4.302286729E-2
2.123024417E0,-1.819920242E-1,-2.590207383E-2,6.731116027E-2
2.133702417E0,-1.831471920E-1,3.907876817E-5,1.002184674E-1
2.144384417E0,-1.973401755E-1,2.578578889E-2,1.357034594E-1
2.155071417E0,-2.185095698E-1,3.917809576E-2,1.736849099E-1
2.165744417E0,-2.183443457E-1,4.671334103E-2,2.004698664E-1
2.176427417E0,-1.922352463E-1,7.182854414E-2,2.269901633E-1
2.187107417E0,-1.533163339E-1,1.043761075E-1,2.339034528E-1
2.197789417E0,-1.222566888E-1,6.673285365E-2,2.116074711E-1
2.208471417E0,-1.136464179E-1,1.275138091E-2,1.834533364E-1
2.219152417E0,-1.300650835E-1,-3.429575637E-2,1.531486958E-1
2.229818417E0,-1.606182903E-1,-6.666740775E-2,1.522292048E-1
2.240527417E0,-1.965994537E-1,2.879973967E-3,1.916578412E-1
2.251195417E0,-2.116717696E-1,1.168854758E-1,2.296919972E-1
2.261876417E0,-1.862896234E-1,1.908471286E-1,2.221768647E-1
2.272561417E0,-1.402602792E-1,1.913886070E-1,1.912412792E-1
2.283238417E0,-1.034350470E-1,1.759431809E-1,1.749940962E-1
2.293920417E0,-8.558041602E-2,1.490945220E-1,1.492048353E-1
2.304600417E0,-9.241222590E-2,1.010329872E-1,1.273136586E-1
2.315282417E0,-1.176235750E-1,1.559963673E-1,1.593032777E-1
2.325963417E0,-1.396391243E-1,2.403818220E-1,1.839897186E-1
2.336644417E0,-1.637777537E-1,2.656365931E-1,1.696794927E-1
2.347327417E0,-1.866425425E-1,2.687650323E-1,1.394591779E-1
2.358007417E0,-1.990712583E-1,3.014990389E-1,1.152915210E-1
2.368688417E0,-2.032469809E-1,3.367937207E-1,8.738448471E-2
2.379369417E0,-2.033379972E-1,3.058486879E-1,4.231311753E-2
2.390050417E0,-1.949575096E-1,2.565136850E-1,1.535992790E-2
2.400731417E0,-1.961698979E-1,2.465918511E-1,1.971873920E-3
2.411410417E0,-1.987777352E-1,2.463971674E-1,-2.360775322E-2
2.422094417E0,-2.202584445E-1,2.385582179E-1,-4.407257959E-2
2.432775417E0,-2.617800534E-1,2.218554169E-1,-5.824139342E-2
2.443456417E0,-2.925456762E-1,1.843828559E-1,-8.837665617E-2
2.454136417E0,-3.181823194E-1,1.151630431E-1,-1.125203446E-1
2.464807417E0,-3.412370384E-1,5.478385836E-2,-1.038183123E-1
2.475499417E0,-3.714186549E-1,-3.242959734E-3,-9.260053933E-2
2.486180417E0,-3.939621449E-1,2.727397531E-2,-5.945773423E-2
2.496862417E0,-4.236736298E-1,5.888283253E-2,-2.622923814E-2
2.507543417E0,-4.628814459E-1,8.910445124E-2,5.884994287E-3
2.518224417E0,-5.200432539E-1,1.300439090E-1,3.455818444E-2
2.528905417E0,-5.957813859E-1,1.252968162E-1,5.851278827E-2
2.539576417E0,-6.860654950E-1,5.057410896E-2,1.020189822E-1
2.550267417E0,-7.590059638E-1,-6.656073779E-2,1.769301146E-1
2.560949417E0,-7.995635271E-1,-8.500472456E-2,2.674256563E-1
2.571630417E0,-8.110939264E-1,-3.769705817E-2,3.627197146E-1
2.582299417E0,-8.165221810E-1,-1.620857418E-2,4.456859827E-1
2.592992417E0,-8.064509034E-1,5.374216940E-3,5.332373977E-1
2.603672417E0,-7.903727293E-1,-2.967740595E-2,5.646805763E-1
