"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.112179167E-2,-2.198478241E0,6.842271423E0,6.347250824E0
3.071379167E-2,-2.288441162E0,6.889273682E0,6.616840210E0
4.051079167E-2,-2.225571899E0,6.929390259E0,6.819818115E0
5.033679167E-2,-2.097288666E0,6.905889130E0,7.016060028E0
6.013279167E-2,-2.008223877E0,6.927593994E0,7.200177155E0
6.992879167E-2,-1.982926483E0,6.849007416E0,7.267836456E0
7.972579167E-2,-1.974843292E0,6.841073914E0,7.374265137E0
8.952579167E-2,-2.028731232E0,6.864275665E0,7.289092255E0
9.933079167E-2,-2.082319794E0,6.830146637E0,7.169490967E0
1.091437917E-1,-1.972298584E0,6.577172699E0,7.217690735E0
1.189407917E-1,-1.826501770E0,6.594536591E0,7.367828522E0
1.287367917E-1,-1.913171539E0,6.798412628E0,7.421716461E0
1.385327917E-1,-1.865420837E0,6.897207184E0,7.591313782E0
1.483387917E-1,-1.887724457E0,6.878496094E0,7.480394440E0
1.581567917E-1,-2.027982788E0,7.011120300E0,7.566016388E0
1.679517917E-1,-2.200873260E0,7.132218475E0,7.500452728E0
1.777477917E-1,-2.260149994E0,7.215445404E0,7.754025421E0
1.875437917E-1,-2.304906921E0,7.254963226E0,7.953111420E0
1.973397917E-1,-2.299218750E0,7.227570190E0,8.130492554E0
2.071487917E-1,-2.152972870E0,7.237150269E0,8.376730499E0
2.169637917E-1,-1.920655975E0,7.076983337E0,8.327782288E0
2.267587917E-1,-1.788480835E0,6.824608154E0,8.631650391E0
2.365547917E-1,-1.425785065E0,6.595584412E0,8.507408752E0
2.463527917E-1,-1.382225647E0,6.674320679E0,8.411458282E0
2.561617917E-1,-1.534010010E0,7.180118866E0,8.320297852E0
2.659657917E-1,-1.904639282E0,7.152875519E0,8.501121826E0
2.757697917E-1,-1.980980530E0,7.111262054E0,8.812474365E0
2.855667917E-1,-2.218386841E0,7.225773926E0,8.911119232E0
2.953627917E-1,-2.051932983E0,7.215445404E0,8.942104797E0
3.051897917E-1,-1.863624573E0,7.009024658E0,9.161548462E0
3.149857917E-1,-1.675166473E0,6.586154022E0,9.146429901E0
3.247887917E-1,-1.509760437E0,6.098318481E0,8.903784485E0
3.345777917E-1,-1.520687714E0,6.121220856E0,8.492140503E0
3.443737917E-1,-1.188079376E0,5.762416992E0,8.547824707E0
3.542007917E-1,-1.088985443E0,5.200934601E0,8.811576233E0
3.639967917E-1,-1.178349609E0,4.697980499E0,8.866661682E0
3.737887917E-1,-1.568139038E0,4.245022430E0,9.296268311E0
3.835937917E-1,-1.856289825E0,4.943619690E0,8.763975220E0
3.933847917E-1,-2.200124817E0,5.635480957E0,8.146808624E0
4.032127917E-1,-1.974244537E0,5.876330109E0,6.071823578E0
4.130077917E-1,-1.580114136E0,6.489904175E0,5.786816254E0
4.228037917E-1,-1.685494995E-1,6.500831451E0,1.129551086E1
4.325997917E-1,3.363505554E-1,4.381538544E0,1.405277710E1
4.424237917E-1,1.036295013E0,3.741469574E0,1.177616135E1
4.522227917E-1,1.512903900E0,4.262985077E0,1.089120163E1
4.620187917E-1,2.013163605E0,4.885839844E0,9.364825745E0
4.718157917E-1,3.604803772E0,5.084626465E0,8.192613373E0
4.816117917E-1,4.125870209E0,5.807473297E0,7.125332794E0
4.914377917E-1,3.192561035E0,6.303392029E0,6.185886383E0
5.012387917E-1,2.496508484E0,6.499484253E0,5.790558472E0
5.110307917E-1,1.848955078E0,6.525679779E0,5.614075470E0
5.208267917E-1,1.169068909E0,6.407126312E0,5.880371704E0
5.306237917E-1,4.089495850E-1,6.383774872E0,6.380332031E0
5.404487917E-1,-3.047662354E-1,6.468498688E0,6.750811615E0
5.502457917E-1,-8.942404175E-1,6.461014252E0,6.977140961E0
5.600457917E-1,-1.335373077E0,6.672075348E0,7.134463806E0
5.698377917E-1,-1.411115570E0,7.019802246E0,7.182064819E0
5.796337917E-1,-1.011296997E0,7.253017273E0,7.157665558E0
5.894607917E-1,-6.330335999E-1,7.412136383E0,7.059918823E0
5.992567917E-1,-3.628454590E-1,7.564519501E0,6.944808197E0
6.090697917E-1,-1.487905884E-1,7.693700867E0,6.741680603E0
6.188487917E-1,-1.182540894E-1,7.754175110E0,6.447542267E0
6.286567917E-1,-9.175918579E-2,7.969876556E0,6.149512024E0
6.384667917E-1,-1.251397705E-1,8.187823334E0,5.871390381E0
6.482647917E-1,-2.152523804E-1,8.350834351E0,5.683680725E0
6.580657917E-1,-3.638932800E-1,8.374784546E0,5.540578308E0
6.678777917E-1,-5.396278381E-1,8.168513489E0,5.410349121E0
6.776647917E-1,-8.193960571E-1,8.030799866E0,5.355862427E0
6.874697917E-1,-1.284179535E0,8.214018860E0,5.389991455E0
6.972917917E-1,-1.661993866E0,8.465495911E0,5.546416168E0
7.070777917E-1,-1.719923401E0,8.606053619E0,5.801186371E0
