Timestamp,Milliseconds,Illuminance
2021-06-03 12:42:58,2,67.0
2021-06-03 12:42:58,102,69.0
2021-06-03 12:42:58,202,71.0
2021-06-03 12:42:58,302,72.0
2021-06-03 12:42:58,403,72.0
2021-06-03 12:42:58,502,72.0
2021-06-03 12:42:58,602,71.0
2021-06-03 12:42:58,702,70.0
2021-06-03 12:42:58,804,70.0
2021-06-03 12:42:59,902,70.0
2021-06-03 12:42:59,1003,69.0
2021-06-03 12:42:59,1102,72.0
2021-06-03 12:42:59,1203,69.0
2021-06-03 12:42:59,1302,68.0
2021-06-03 12:42:59,1403,66.0
2021-06-03 12:42:59,1502,65.0
2021-06-03 12:42:59,1603,61.0
2021-06-03 12:42:59,1702,61.0
2021-06-03 12:42:59,1803,59.0
2021-06-03 12:43:00,1902,57.0
2021-06-03 12:43:00,2002,54.0
2021-06-03 12:43:00,2102,54.0
2021-06-03 12:43:00,2203,31.0
2021-06-03 12:43:00,2302,3.0
2021-06-03 12:43:00,2402,2.0
2021-06-03 12:43:00,2502,0.0
2021-06-03 12:43:00,2602,0.0
2021-06-03 12:43:00,2703,0.0
2021-06-03 12:43:00,2802,0.0
2021-06-03 12:43:01,2902,0.0
2021-06-03 12:43:01,3003,0.0
2021-06-03 12:43:01,3102,0.0
2021-06-03 12:43:01,3202,0.0
2021-06-03 12:43:01,3303,0.0
2021-06-03 12:43:01,3402,0.0
2021-06-03 12:43:01,3502,0.0
2021-06-03 12:43:01,3602,0.0
2021-06-03 12:43:01,3702,0.0
2021-06-03 12:43:01,3803,0.0
2021-06-03 12:43:02,3902,0.0
2021-06-03 12:43:02,4002,0.0
2021-06-03 12:43:02,4102,0.0
2021-06-03 12:43:02,4203,0.0
2021-06-03 12:43:02,4302,0.0
2021-06-03 12:43:02,4403,0.0
2021-06-03 12:43:02,4503,0.0
2021-06-03 12:43:02,4603,0.0
2021-06-03 12:43:02,4703,0.0
2021-06-03 12:43:02,4803,0.0
2021-06-03 12:43:03,4902,0.0
2021-06-03 12:43:03,5003,0.0
2021-06-03 12:43:03,5102,0.0
2021-06-03 12:43:03,5202,0.0
2021-06-03 12:43:03,5302,0.0
2021-06-03 12:43:03,5403,0.0
2021-06-03 12:43:03,5502,0.0
2021-06-03 12:43:03,5602,0.0
2021-06-03 12:43:03,5703,0.0
2021-06-03 12:43:03,5802,0.0
2021-06-03 12:43:04,5902,0.0
2021-06-03 12:43:04,6002,0.0
2021-06-03 12:43:04,6103,0.0
2021-06-03 12:43:04,6203,0.0
2021-06-03 12:43:04,6302,0.0
2021-06-03 12:43:04,6403,0.0
2021-06-03 12:43:04,6502,0.0
2021-06-03 12:43:04,6603,0.0
2021-06-03 12:43:04,6702,0.0
2021-06-03 12:43:04,6803,0.0
2021-06-03 12:43:05,6902,0.0
2021-06-03 12:43:05,7003,0.0
2021-06-03 12:43:05,7102,0.0
2021-06-03 12:43:05,7203,0.0
2021-06-03 12:43:05,7302,0.0
2021-06-03 12:43:05,7403,0.0
2021-06-03 12:43:05,7503,0.0
2021-06-03 12:43:05,7602,0.0
2021-06-03 12:43:05,7703,0.0
2021-06-03 12:43:05,7803,0.0
2021-06-03 12:43:06,7902,0.0
2021-06-03 12:43:06,8002,0.0
2021-06-03 12:43:06,8103,0.0
2021-06-03 12:43:06,8202,0.0
2021-06-03 12:43:06,8302,0.0
2021-06-03 12:43:06,8405,0.0
2021-06-03 12:43:06,8507,0.0
2021-06-03 12:43:06,8602,0.0
2021-06-03 12:43:06,8702,0.0
2021-06-03 12:43:06,8802,0.0
2021-06-03 12:43:07,8903,0.0
2021-06-03 12:43:07,9002,0.0
2021-06-03 12:43:07,9103,0.0
2021-06-03 12:43:07,9202,0.0
2021-06-03 12:43:07,9302,0.0
2021-06-03 12:43:07,9403,0.0
2021-06-03 12:43:07,9503,0.0
2021-06-03 12:43:07,9602,0.0
2021-06-03 12:43:07,9703,0.0
2021-06-03 12:43:07,9802,0.0
2021-06-03 12:43:08,9902,0.0
2021-06-03 12:43:08,10002,0.0
2021-06-03 12:43:08,10103,0.0
2021-06-03 12:43:08,10202,0.0
2021-06-03 12:43:08,10302,0.0
2021-06-03 12:43:08,10403,0.0
2021-06-03 12:43:08,10502,0.0
2021-06-03 12:43:08,10603,0.0
2021-06-03 12:43:08,10703,0.0
2021-06-03 12:43:08,10802,0.0
2021-06-03 12:43:09,10903,0.0
2021-06-03 12:43:09,11003,0.0
2021-06-03 12:43:09,11102,0.0
2021-06-03 12:43:09,11202,0.0
2021-06-03 12:43:09,11303,0.0
2021-06-03 12:43:09,11403,0.0
2021-06-03 12:43:09,11502,0.0
2021-06-03 12:43:09,11602,0.0
2021-06-03 12:43:09,11702,0.0
2021-06-03 12:43:09,11803,0.0
2021-06-03 12:43:10,11902,0.0
2021-06-03 12:43:10,12002,0.0
2021-06-03 12:43:10,12102,0.0
2021-06-03 12:43:10,12203,0.0
2021-06-03 12:43:10,12302,0.0
2021-06-03 12:43:10,12402,0.0
2021-06-03 12:43:10,12503,0.0
2021-06-03 12:43:10,12603,0.0
2021-06-03 12:43:10,12702,0.0
2021-06-03 12:43:10,12803,0.0
2021-06-03 12:43:11,12903,0.0
2021-06-03 12:43:11,13003,0.0
2021-06-03 12:43:11,13103,0.0
2021-06-03 12:43:11,13203,0.0
2021-06-03 12:43:11,13303,0.0
2021-06-03 12:43:11,13402,0.0
2021-06-03 12:43:11,13503,0.0
2021-06-03 12:43:11,13603,0.0
2021-06-03 12:43:11,13702,0.0
2021-06-03 12:43:11,13802,0.0
2021-06-03 12:43:12,13903,0.0
2021-06-03 12:43:12,14002,0.0
2021-06-03 12:43:12,14103,0.0
2021-06-03 12:43:12,14202,0.0
2021-06-03 12:43:12,14302,0.0
2021-06-03 12:43:12,14402,0.0
2021-06-03 12:43:12,14502,0.0
2021-06-03 12:43:12,14603,0.0
2021-06-03 12:43:12,14702,0.0
2021-06-03 12:43:12,14802,0.0
2021-06-03 12:43:13,14902,0.0
2021-06-03 12:43:13,15003,0.0
2021-06-03 12:43:13,15102,0.0
