"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.387605417E-1,-3.314949036E0,4.839479923E-1,-2.206684113E0
6.494415417E-1,-3.322595119E0,-1.963050338E-3,-1.894364834E0
6.601225417E-1,-3.293593884E0,-1.846196800E-1,-1.782921672E0
6.708035417E-1,-3.263544321E0,-1.933854669E-1,-1.884288549E0
6.814845417E-1,-3.249899864E0,9.064198285E-2,-2.155530453E0
6.921665417E-1,-3.257572412E0,5.853928924E-1,-2.575999022E0
7.028475417E-1,-3.304963112E0,1.222725630E0,-3.025072813E0
7.135055417E-1,-3.350304842E0,1.853318930E0,-3.386540651E0
7.241955417E-1,-3.377743721E0,2.276947737E0,-3.578047514E0
7.348905417E-1,-3.416261196E0,2.336454153E0,-3.567815065E0
7.455605417E-1,-3.470656633E0,2.087300301E0,-3.298517227E0
7.562375417E-1,-3.504234314E0,1.692502975E0,-2.861652136E0
7.669345417E-1,-3.462093353E0,1.163399220E0,-2.345447063E0
7.776155417E-1,-3.298558712E0,6.578273177E-1,-1.904798388E0
7.882965417E-1,-3.079284191E0,1.547024250E-1,-1.601084113E0
7.989775417E-1,-2.869108438E0,-2.919834554E-1,-1.451783538E0
8.096585417E-1,-2.660733700E0,-4.988396764E-1,-1.361819029E0
8.203395417E-1,-2.389465094E0,-5.919560790E-1,-1.279714584E0
8.309965417E-1,-2.063892126E0,-5.333907604E-1,-1.193158746E0
8.416895417E-1,-1.776188135E0,-3.539549112E-1,-1.086567044E0
8.523835417E-1,-1.634048343E0,-5.883877724E-2,-9.246792197E-1
8.630645417E-1,-1.647282839E0,1.973520368E-1,-5.225605369E-1
8.737455417E-1,-1.306419730E0,4.737831354E-1,-3.373222947E-1
8.844255417E-1,-9.494142532E-1,7.488855720E-1,-2.070361972E-1
8.951025417E-1,-6.271252632E-1,9.664028287E-1,-1.725933403E-1
9.057895417E-1,-5.012935400E-1,8.516157866E-1,-4.509503767E-2
9.164705417E-1,-4.243002534E-1,5.042527318E-1,6.562348455E-2
9.271515417E-1,-2.891448438E-1,5.347014666E-1,7.512617856E-2
9.378315417E-1,-1.752124131E-1,8.636332750E-1,4.505136609E-2
9.485125417E-1,-8.905598521E-2,1.357622504E0,1.913039759E-2
9.591945417E-1,-7.933811098E-2,1.996132731E0,-2.281705104E-2
9.698755417E-1,-1.739212573E-1,2.603803873E0,-2.084966898E-1
9.805575417E-1,-2.671552896E-1,3.120222807E0,-4.795021117E-1
9.912385417E-1,1.514201760E-1,3.930120707E0,-8.154348731E-1
1.001919542E0,7.267511487E-1,4.439279556E0,-1.228916764E0
1.012584542E0,1.246374249E0,4.559609890E0,-1.544874430E0
1.023266542E0,1.684767008E0,4.698542118E0,-1.629869580E0
1.033962542E0,2.047358751E0,4.351341248E0,-1.454133749E0
1.044644542E0,2.279105663E0,3.644365549E0,-1.052208424E0
1.055325542E0,2.354861736E0,3.555071115E0,-6.551326513E-1
1.066003542E0,2.351194620E0,3.636447191E0,-5.746619105E-1
1.076687542E0,2.188184261E0,3.179928541E0,-9.945534468E-1
1.087368542E0,1.573270798E0,2.495715618E0,-1.742029309E0
1.098049542E0,6.269575953E-1,2.488327026E0,-2.388892889E0
1.108730542E0,-3.256694674E-1,2.586771250E0,-2.957661867E0
1.119412542E0,-9.109688997E-1,2.569748878E0,-3.352905273E0
1.130093542E0,-1.096426845E0,2.492109776E0,-3.331480980E0
1.140754542E0,-9.885052443E-1,2.307604313E0,-2.768119812E0
1.151455542E0,-8.000625968E-1,1.864334702E0,-1.866361976E0
1.162136542E0,-6.663082838E-1,1.329610825E0,-9.434187412E-1
1.172817542E0,-6.424170732E-1,9.888488054E-1,-2.624697685E-1
1.183498542E0,-6.822618246E-1,7.673256993E-1,7.121077180E-2
1.194179542E0,-7.169569731E-1,6.624682546E-1,5.564459413E-2
1.204861542E0,-7.745333910E-1,4.866038859E-1,-7.538590580E-2
1.215542542E0,-9.119369984E-1,3.586432934E-1,-1.811368614E-1
1.226223542E0,-1.051928639E0,3.839856982E-1,-2.684190869E-1
1.236904542E0,-1.139756203E0,5.487978458E-1,-3.390690088E-1
1.247585542E0,-1.238374949E0,7.615242004E-1,-3.669419289E-1
1.258249542E0,-1.408086777E0,9.432090521E-1,-2.808717489E-1
1.268929542E0,-1.731287241E0,8.959615827E-1,3.909599781E-2
1.279629542E0,-2.179121733E0,8.096687794E-1,3.214400411E-1
1.290310542E0,-2.577642918E0,7.380635738E-1,2.953133583E-1
1.300981542E0,-2.737958431E0,6.837627292E-1,1.107111275E-1
1.311672542E0,-2.707148314E0,6.953328252E-1,1.164715439E-1
1.322353542E0,-2.606072426E0,7.029026747E-1,2.711659968E-1
1.333035542E0,-1.309587836E0,1.073020816E0,7.855856419E-1
1.343716542E0,3.125359714E-1,1.591034174E0,1.363540530E0
1.354895167E0,9.604070187E-1,1.700557113E0,1.691260576E0
1.365586167E0,7.500183582E-1,1.619333029E0,1.972213387E0
1.376267167E0,1.896959096E-1,1.263961077E0,2.249389410E0
1.386948167E0,-2.653605640E-1,7.598404288E-1,2.573916435E0
1.397637167E0,-4.212271273E-1,1.629874259E-1,2.785492897E0
1.408312167E0,-2.020678967E-1,-2.267651707E-1,2.810610533E0
1.418973167E0,5.651124194E-2,-3.812084794E-1,2.733331680E0
1.429673167E0,1.782023162E-1,-5.891195536E-1,2.691577435E0
1.440354167E0,1.581566930E-1,-7.008527517E-1,2.712356806E0
1.451035167E0,2.150943875E-2,-7.714291215E-1,2.755161047E0
1.461716167E0,-9.368927777E-2,-9.021186233E-1,2.738016129E0
1.472398167E0,-1.654343009E-1,-9.308264256E-1,2.651135445E0
1.483079167E0,-1.583220512E-1,-7.542729378E-1,2.455302238E0
1.493760167E0,-9.126286954E-2,-4.134570658E-1,2.114161015E0
1.504441167E0,-2.328141965E-2,8.350715041E-2,1.657563806E0
1.515122167E0,3.126571327E-2,6.417297125E-1,1.229182601E0
1.525798167E0,7.776480168E-2,1.023569703E0,1.024639964E0
1.536466167E0,4.978354275E-2,1.105366945E0,1.043303132E0
1.547165167E0,5.433438346E-3,9.813550711E-1,1.120325685E0
1.557846167E0,-1.682388224E-2,7.417832017E-1,1.277300954E0
1.568522167E0,-3.553093970E-2,4.129800797E-1,1.463342905E0
1.579209167E0,-7.373979688E-2,1.032483503E-1,1.615541577E0
1.589890167E0,-1.258711666E-1,-9.213046730E-2,1.670655608E0
1.600571167E0,-1.623434275E-1,-1.381706595E-1,1.656396270E0
1.611253167E0,-1.739859730E-1,-9.954550862E-2,1.594494581E0
1.621934167E0,-1.885939389E-1,-1.817874610E-2,1.515635967E0
1.632615167E0,-2.430955321E-1,1.250023842E-1,1.428770065E0
1.643292167E0,-2.893881500E-1,2.880017161E-1,1.352791667E0
1.653984167E0,-3.064070642E-1,3.890633583E-1,1.292240739E0
1.664665167E0,-3.142172694E-1,3.485508859E-1,1.302015901E0
1.675340167E0,-2.587781549E-1,2.685442865E-1,1.301310062E0
1.686021167E0,-1.636380553E-1,2.553794682E-1,1.301463962E0
1.696702167E0,-6.892061234E-2,3.459959328E-1,1.240887403E0
1.707383167E0,1.274202764E-2,4.379966855E-1,1.051435709E0
1.718064167E0,1.039598212E-1,5.503115654E-1,7.596604228E-1
1.728745167E0,1.526613235E-1,6.238190532E-1,4.500492513E-1
1.739426167E0,1.486018598E-1,5.829850435E-1,2.175648808E-1
1.750108167E0,1.224730536E-1,4.380550086E-1,5.336128548E-2
1.760790167E0,8.378144354E-2,3.368731141E-1,-1.374299377E-1
1.771481167E0,2.077264525E-2,2.159924805E-1,-2.817240059E-1
1.782151167E0,-1.281959470E-2,1.225624830E-1,-4.250921309E-1
1.792817167E0,-3.546547145E-2,4.801536910E-3,-5.673925877E-1
1.803524167E0,-5.355758220E-2,-1.615538150E-1,-6.550282240E-1
1.814195167E0,-4.079544917E-2,-2.829593420E-1,-6.942629814E-1
1.824876167E0,-2.587348968E-2,-3.736125231E-1,-7.225303054E-1
1.835557167E0,-2.147234976E-2,-3.750338554E-1,-7.627472281E-1
1.846238167E0,-5.503768567E-3,-3.517929912E-1,-8.091480136E-1
1.856919167E0,1.979492977E-2,-4.066903293E-1,-8.314011097E-1
1.867600167E0,4.501239955E-2,-4.579439163E-1,-8.585177064E-1
1.878286167E0,5.859166756E-2,-3.977010250E-1,-8.646814823E-1
1.888946167E0,1.068428159E-1,-3.552449346E-1,-8.651621938E-1
1.899643167E0,1.575127393E-1,-3.300076723E-1,-8.802962303E-1
1.910324167E0,2.096154541E-1,-2.214581817E-1,-9.050887227E-1
1.921006167E0,2.527661622E-1,-1.048849225E-1,-9.918443561E-1
1.931687167E0,2.944206595E-1,6.983948499E-2,-1.178322673E0
1.942353167E0,3.382750452E-1,2.444702536E-1,-1.384300113E0
1.953050167E0,3.793066442E-1,4.866514802E-1,-1.563388109E0
1.963731167E0,3.829818070E-1,6.628850698E-1,-1.614339948E0
1.974412167E0,3.497186601E-1,7.203800678E-1,-1.550612092E0
1.985093167E0,2.056528330E-1,8.100220561E-1,-1.359039783E0
1.995761167E0,-8.980625868E-2,8.293586969E-1,-1.047818303E0
2.006454167E0,-2.343919426E-1,7.696884871E-1,-8.199029565E-1
2.017136167E0,-1.805472821E-1,6.865281463E-1,-7.378270626E-1
2.027818167E0,-1.126914844E-1,6.083598733E-1,-6.765913963E-1
2.038498167E0,-1.103997827E-1,6.132758856E-1,-6.802623272E-1
2.049180167E0,-1.333194822E-1,6.784519553E-1,-7.773063183E-1
2.059868167E0,-1.477514207E-1,7.167250514E-1,-8.854303956E-1
2.070544167E0,-1.740073562E-1,6.532122493E-1,-9.716364741E-1
2.081223167E0,-1.924918294E-1,6.125354171E-1,-9.605268240E-1
2.091903167E0,-1.557007879E-1,6.349941492E-1,-8.063239455E-1
2.102586167E0,-9.684439003E-2,6.274472475E-1,-6.097986102E-1
2.113257167E0,1.543894992E-3,6.096847057E-1,-3.869430423E-1
2.123948167E0,1.309466213E-1,5.974714160E-1,-1.425130665E-1
2.134629167E0,1.909240037E-1,4.533249736E-1,1.548626423E-1
2.145309167E0,1.740342826E-1,1.834213436E-1,3.458234966E-1
2.155991167E0,1.062414423E-1,-2.755582146E-2,4.899452329E-1
2.166673167E0,1.779600605E-2,-1.326430887E-1,5.711274743E-1
2.177367167E0,-4.515846074E-2,-2.501340210E-1,5.680291057E-1
2.188035167E0,-1.104752496E-1,-2.956646085E-1,5.163554549E-1
2.198709167E0,-1.205915287E-1,-2.740546465E-1,4.726742804E-1
2.209391167E0,-4.734927043E-2,-2.262109667E-1,4.840965569E-1
2.220072167E0,6.833272986E-3,-1.799574494E-1,4.872066081E-1
2.230771167E0,-4.838238284E-2,-1.541240662E-1,4.513299763E-1
2.241441167E0,-1.477368772E-1,-1.180443168E-1,4.049970806E-1
2.252122167E0,-1.981798112E-1,-1.665758938E-1,4.188835919E-1
2.262803167E0,-1.880823821E-1,-2.885957658E-1,4.782685637E-1
2.273484167E0,-1.296477765E-1,-3.755047619E-1,5.383803248E-1
2.284165167E0,-6.150946394E-2,-3.542988002E-1,6.119030118E-1
2.294846167E0,-3.808000125E-3,-1.522562504E-1,7.100724578E-1
2.305525167E0,8.112659305E-2,1.244840026E-1,8.287501335E-1
2.316199167E0,1.447039396E-1,3.350747526E-1,1.006008506E0
2.326890167E0,1.417843103E-1,5.618735552E-1,1.202275991E0
2.337570167E0,6.320188195E-2,8.238604069E-1,1.344645619E0
2.348247167E0,-2.265508473E-2,9.271749258E-1,1.422395945E0
2.358933167E0,-9.763985127E-2,8.723604083E-1,1.473060489E0
2.369613167E0,-1.823874116E-1,7.550831437E-1,1.555404544E0
2.380296167E0,-2.643432021E-1,6.669224501E-1,1.585414052E0
2.390977167E0,-3.241537511E-1,4.870640635E-1,1.596812963E0
2.401658167E0,-3.487267494E-1,1.598097533E-1,1.661203861E0
2.412339167E0,-3.618947566E-1,-1.914287060E-1,1.777779222E0
2.423020167E0,-3.732001483E-1,-4.849684536E-1,1.902923107E0
2.433701167E0,-3.579396904E-1,-7.378704548E-1,1.991307497E0
2.444383167E0,-3.340884149E-1,-9.147318006E-1,2.065081835E0
2.455080167E0,-2.951534688E-1,-1.048381925E0,2.148478985E0
2.465750167E0,-2.179377526E-1,-1.261478186E0,2.172935486E0
2.476426167E0,-1.080114618E-1,-1.468264580E0,2.144700766E0
2.487106167E0,2.529146709E-2,-1.570845008E0,2.061559916E0
2.497788167E0,1.256431788E-1,-1.606692672E0,1.955735326E0
2.508469167E0,1.273417920E-1,-1.484538794E0,1.887700319E0
2.519151167E0,1.091223061E-1,-1.569477081E0,1.878062367E0
2.529832167E0,4.200505838E-2,-1.619552255E0,1.884827614E0
2.540513167E0,-4.559003934E-2,-1.512968302E0,1.905393839E0
2.551194167E0,-2.490137368E-1,-1.234249592E0,1.918920279E0
2.561874167E0,-4.791707695E-1,-8.699635267E-1,1.962055326E0
2.572571167E0,-6.893005371E-1,-3.964281678E-1,1.979538918E0
2.583251167E0,-8.811115026E-1,1.188937873E-1,1.968875885E0
2.593915167E0,-1.054082870E0,5.389489532E-1,1.963977814E0
2.604600167E0,-1.210547924E0,8.316189051E-1,1.933185577E0
2.615281167E0,-1.279551625E0,1.067362309E0,1.791816711E0
2.625962167E0,-1.260424256E0,1.324850202E0,1.571604133E0
2.636643167E0,-1.267723441E0,1.369777203E0,1.340474725E0
2.647324167E0,-1.304466844E0,1.324245214E0,1.034096956E0
2.658006167E0,-1.262046099E0,1.287120223E0,6.927766800E-1
2.668687167E0,-1.101229310E0,1.139797330E0,4.498297870E-1
2.679368167E0,-9.008256793E-1,9.218639731E-1,2.805283666E-1
2.690053167E0,-6.776304245E-1,6.784795523E-1,1.097233295E-1
2.700744167E0,-4.555816650E-1,3.877933919E-1,-9.025024623E-2
2.711411167E0,-2.576658726E-1,7.273268700E-2,-2.352564484E-1
2.722092167E0,-6.559373438E-2,-3.094991446E-1,-3.096505404E-1
2.732774167E0,1.479363292E-1,-7.024424076E-1,-3.867251277E-1
2.743455167E0,2.818958461E-1,-9.502456188E-1,-5.625576377E-1
2.754136167E0,3.761966825E-1,-1.069011211E0,-7.755314112E-1
2.764817167E0,4.488674700E-1,-1.157444358E0,-9.821446538E-1
2.775498167E0,5.059170127E-1,-1.228979588E0,-1.189782500E0
2.786179167E0,5.380190611E-1,-1.281169891E0,-1.376430154E0
2.796861167E0,5.320190787E-1,-1.210196495E0,-1.566162825E0
2.807545167E0,4.858780205E-1,-9.985590577E-1,-1.701726556E0
2.818236167E0,4.698026180E-1,-4.096262753E-1,-1.762923837E0
2.828904167E0,5.248260498E-1,-4.133740962E-1,-1.723367333E0
2.839594167E0,5.919533372E-1,-5.718514919E-1,-1.570940614E0
2.850270167E0,6.535727978E-1,-7.918514609E-1,-1.440426230E0
2.860947167E0,6.670031548E-1,-7.740695477E-1,-1.379694223E0
2.871629167E0,6.537725329E-1,-6.875995994E-1,-1.431784034E0
2.882310167E0,5.267701149E-1,-5.465266109E-1,-1.659046531E0
2.892991167E0,2.263333499E-1,5.130294338E-2,-1.900895596E0
2.903671167E0,-1.192956865E-1,8.821266294E-1,-2.017817736E0
2.914353167E0,-2.631830871E-1,1.277152181E0,-1.986550689E0
2.925031167E0,-1.710024923E-1,1.114587665E0,-1.957330108E0
2.935729167E0,5.103431270E-2,8.531770706E-1,-1.994167209E0
2.946397167E0,2.492121756E-1,5.530101061E-1,-2.086777925E0
2.957078167E0,3.390803337E-1,2.916499376E-1,-2.162326574E0
2.967759167E0,2.785760164E-1,2.561244667E-1,-2.195783615E0
2.978457167E0,1.099343523E-1,3.426410556E-1,-2.230338812E0
2.989120167E0,-6.080271676E-2,3.317612708E-1,-2.344103575E0
2.999802167E0,-1.052532718E-1,1.861556172E-1,-2.565313339E0
3.010484167E0,-8.165633678E-2,7.280268520E-2,-2.710551977E0
3.021165167E0,-2.875529975E-2,8.526282012E-2,-2.624700308E0
3.031846167E0,-2.271631546E-2,2.422878444E-1,-2.435917616E0
3.042524167E0,-5.372778326E-2,4.454643726E-1,-2.221111536E0
3.053208167E0,-6.516446173E-2,5.202270150E-1,-1.825314641E0
3.063889167E0,-4.536272213E-2,4.731416106E-1,-1.395925999E0
3.074570167E0,-7.178522646E-2,5.412967205E-1,-1.220280647E0
3.085252167E0,-1.346544176E-1,6.555378437E-1,-1.214583755E0
3.095954167E0,-1.641826779E-1,6.078854799E-1,-1.119375706E0
3.106628167E0,-1.652577519E-1,3.956877589E-1,-9.528637528E-1
3.117295167E0,-2.434841096E-1,3.299423158E-1,-8.790501952E-1
3.127975167E0,-3.589132428E-1,3.908679783E-1,-8.363227248E-1
3.138657167E0,-4.759967327E-1,4.189534187E-1,-7.510150075E-1
3.149339167E0,-5.044856071E-1,4.654287696E-1,-6.970902681E-1
3.160023167E0,-2.571504116E-1,3.742564619E-1,-6.329777837E-1
3.170701167E0,1.328631341E-1,2.599195577E-2,-3.151356280E-1
3.181382167E0,2.398666143E-1,-2.818342447E-1,1.385428756E-1
3.192063167E0,1.064265892E-1,-2.949302793E-1,3.383960426E-1
3.202744167E0,7.289740606E-4,-1.082213521E-1,2.862265408E-1
3.213424167E0,5.890199915E-2,5.819733255E-3,1.506154686E-1
3.224107167E0,8.893339336E-2,-8.395116776E-2,2.183396518E-1
3.234788167E0,-7.202912122E-2,-2.366903722E-1,4.998802543E-1
3.245469167E0,-2.162446082E-1,-3.680702448E-1,8.189942837E-1
3.256149167E0,6.887000054E-3,-2.521279156E-1,9.359587431E-1
3.266862167E0,2.066579014E-1,-7.963178307E-2,7.659944296E-1
3.277526167E0,1.331171021E-2,-2.016039938E-2,5.953551531E-1
3.288224167E0,-2.880931199E-1,1.709363163E-1,5.745580196E-1
3.298905167E0,-4.177700877E-1,2.237147838E-1,6.734808683E-1
3.309586167E0,-3.740454614E-1,1.766256243E-1,8.591711521E-1
3.320268167E0,-2.484206408E-1,1.456656307E-1,1.058584929E0
3.330949167E0,-1.087996289E-1,2.599602342E-1,1.131431460E0
3.341630167E0,-4.068635404E-2,4.461221099E-1,1.126034498E0
3.352312167E0,-5.885204300E-2,4.937314689E-1,1.140897393E0
3.362986167E0,-8.489087969E-2,4.176757634E-1,1.195866108E0
3.373673167E0,-7.324486971E-2,3.679377735E-1,1.245582819E0
3.384330167E0,-2.049743012E-2,3.555808067E-1,1.286371231E0
3.395027167E0,9.446648508E-2,3.025921881E-1,1.332512140E0
3.405716167E0,2.119982243E-1,1.456873119E-1,1.413798928E0
3.416397167E0,3.090949953E-1,-1.430059671E-1,1.450118184E0
3.427079167E0,3.514071107E-1,-3.199649751E-1,1.464047670E0
3.437760167E0,3.617716134E-1,-3.981995285E-1,1.471143365E0
3.448441167E0,4.103178382E-1,-5.213736892E-1,1.447335720E0
3.459123167E0,4.712325931E-1,-6.983231902E-1,1.417242050E0
3.469804167E0,4.583783150E-1,-6.798530817E-1,1.461223841E0
3.480485167E0,3.722892404E-1,-4.343266487E-1,1.542797804E0
3.491157167E0,2.383112013E-1,-1.849290878E-1,1.585954070E0
3.501829167E0,1.285607964E-1,-5.458276346E-2,1.547150850E0
3.512512167E0,7.098069414E-3,-1.446592342E-2,1.424384117E0
3.523202167E0,-7.945168763E-2,-1.158151403E-1,1.325407982E0
3.533891167E0,-1.497761756E-1,-3.352383077E-1,1.311314821E0
3.544572167E0,-2.325106710E-1,-5.247399807E-1,1.403288007E0
3.555253167E0,-3.185928166E-1,-4.639440179E-1,1.539414763E0
3.565934167E0,-3.922856748E-1,-3.157553375E-1,1.699852586E0
3.576615167E0,-4.826459289E-1,-1.406988502E-1,1.886066675E0
3.587296167E0,-6.071900129E-1,1.022719964E-1,2.045960426E0
3.597977167E0,-7.210918069E-1,1.622389257E-1,2.125185013E0
3.608659167E0,-8.432943821E-1,1.553863436E-1,2.130173922E0
3.619328167E0,-1.011676669E0,1.852868050E-1,2.060250044E0
3.629999167E0,-1.151987910E0,2.042122930E-1,1.930362582E0
3.640699167E0,-1.162416339E0,2.358232886E-1,1.732115507E0
3.651383167E0,-1.002323508E0,2.562763989E-1,1.467467308E0
3.662063167E0,-7.308416367E-1,1.409250945E-1,1.153961062E0
3.672746167E0,-4.513295591E-1,1.438046899E-2,7.965347171E-1
3.683427167E0,-3.204570413E-1,7.740737498E-2,3.691575229E-1
3.694108167E0,-3.387447000E-1,1.000580937E-1,-5.175666139E-2
3.704789167E0,-3.654801548E-1,-1.556067020E-1,-2.769442499E-1
3.715470167E0,-3.460766375E-1,-5.451022387E-1,-2.788390815E-1
3.726151167E0,-2.754176557E-1,-9.870826006E-1,-1.876383275E-1
3.736827167E0,-1.101510748E-1,-1.354585171E0,-1.874617189E-1
3.747497167E0,1.149113327E-1,-1.531125069E0,-1.877157837E-1
3.758186167E0,2.181680501E-1,-1.520836353E0,-1.827546358E-1
3.768867167E0,2.074203789E-1,-1.408310056E0,-1.934568435E-1
3.779557167E0,2.078100443E-1,-1.285032272E0,-2.736478448E-1
3.790238167E0,2.406534702E-1,-1.176634669E0,-4.588909447E-1
3.800919167E0,2.594653070E-1,-1.034717679E0,-7.023676038E-1
3.811601167E0,2.300888300E-1,-7.977167964E-1,-9.184195399E-1
3.822282167E0,1.684108973E-1,-4.909993112E-1,-1.084127545E0
3.832962167E0,1.354851574E-1,-2.951247990E-1,-1.217420578E0
3.843644167E0,1.282648444E-1,-2.480529100E-1,-1.303704739E0
3.854326167E0,1.108232662E-1,-2.477499247E-1,-1.389937401E0
3.865006167E0,1.244237646E-1,-2.241860181E-1,-1.566549540E0
3.875687167E0,1.444853246E-1,-1.939713061E-1,-1.676284552E0
3.886372167E0,1.588284522E-1,-2.505039275E-1,-1.727636456E0
3.897050167E0,1.735415012E-1,-4.775446653E-1,-1.799885750E0
3.907731167E0,1.429207474E-1,-6.659404039E-1,-1.853328824E0
3.918412167E0,-3.031190112E-2,-3.814257979E-1,-1.776837230E0
3.929093167E0,-2.486313432E-1,3.196637034E-1,-1.619019747E0
3.939773167E0,-3.997566700E-1,7.351180911E-1,-1.445243001E0
3.950456167E0,-3.930771947E-1,7.579979300E-1,-1.336965799E0
3.961137167E0,-2.952078283E-1,3.858963251E-1,-1.309280396E0
3.971805167E0,-2.188192308E-1,8.906978369E-2,-1.339687467E0
3.982499167E0,-1.556221545E-1,-1.348429471E-1,-1.433155417E0
3.993180167E0,-1.188784465E-1,-1.327027529E-1,-1.569881082E0
4.003861167E0,-9.547107667E-2,4.598608613E-2,-1.668517113E0
4.014547167E0,-8.122897148E-2,2.071257532E-1,-1.618577838E0
4.025214167E0,-6.957755983E-2,2.936039865E-1,-1.545572758E0
4.035905167E0,-7.952287048E-2,2.791701853E-1,-1.479752898E0
4.046586167E0,-8.365689963E-2,2.684429586E-1,-1.423730135E0
4.057267167E0,-3.704199195E-2,2.978333533E-1,-1.357263803E0
4.067948167E0,6.574963033E-2,3.074138165E-1,-1.273181915E0
4.078641167E0,1.335979253E-1,2.687614858E-1,-1.168080807E0
4.089316167E0,1.441965401E-1,2.462812364E-1,-1.072067618E0
4.099992167E0,4.594986886E-2,2.708480954E-1,-1.008880615E0
4.110673167E0,-1.622703671E-1,3.647184670E-1,-9.468346238E-1
4.121354167E0,-4.113344550E-1,5.230333209E-1,-8.635700941E-1
4.132037167E0,-6.415492296E-1,7.272410989E-1,-7.451604009E-1
4.142729167E0,-7.715673447E-1,1.015283942E0,-6.143651605E-1
4.153397167E0,-8.089613318E-1,1.379296780E0,-5.295346975E-1
4.164079167E0,-7.304260731E-1,1.650650740E0,-4.680002034E-1
4.174760167E0,-5.699327588E-1,1.722565651E0,-3.674390018E-1
4.185441167E0,-3.502969146E-1,1.568473935E0,-2.812232971E-1
4.196123167E0,-8.224405348E-2,1.208014131E0,-1.970039755E-1
4.206792167E0,1.226278394E-1,7.394375205E-1,2.230189741E-3
4.217483167E0,1.286563575E-1,2.545239627E-1,2.559751868E-1
4.228164167E0,-3.706139326E-2,-1.645754874E-1,5.019536614E-1
4.238846167E0,-2.511843443E-1,-3.028258681E-1,7.025474310E-1
4.249528167E0,-3.924045861E-1,-1.886335909E-1,7.139768600E-1
4.260209167E0,-2.761792541E-1,2.224797755E-1,5.074844360E-1
4.270892167E0,-8.322390914E-2,6.344801784E-1,2.538949549E-1
4.281573167E0,-4.083826765E-2,8.656778336E-1,8.208114654E-2
4.292252167E0,-1.670531929E-1,9.588226676E-1,1.907155477E-2
4.302934167E0,-3.468122482E-1,8.868890405E-1,5.288559198E-2
4.313613167E0,-4.353797138E-1,5.771955252E-1,1.532966346E-1
4.324307167E0,-3.697794080E-1,1.073766425E-1,3.102473617E-1
4.334977167E0,-1.973513067E-1,-3.385111094E-1,4.891753495E-1
4.345658167E0,-1.025987789E-2,-5.719465017E-1,6.913222075E-1
4.356339167E0,1.688899249E-1,-6.155605912E-1,8.864800930E-1
4.367020167E0,2.738945782E-1,-5.529627800E-1,1.013202190E0
4.377702167E0,3.605871201E-1,-4.774416685E-1,1.098757029E0
4.388383167E0,4.466218650E-1,-4.731723666E-1,1.162325144E0
4.399058167E0,5.320302248E-1,-5.475413799E-1,1.199028492E0
4.409745167E0,5.856072307E-1,-6.432545781E-1,1.237274051E0
4.420426167E0,5.720067024E-1,-7.680926919E-1,1.299350977E0
