"Time (s)","X (µT)","Y (µT)","Z (µT)"
4.998765417E-1,-3.026740265E1,-1.778387260E1,2.553172684E1
5.105865417E-1,-3.038576126E1,-1.866684341E1,2.474884415E1
5.212665417E-1,-3.048634720E1,-1.956827927E1,2.391476440E1
5.319485417E-1,-3.056469727E1,-2.043333054E1,2.307659531E1
5.426295417E-1,-3.067281342E1,-2.122426987E1,2.220269585E1
5.533115417E-1,-3.080940628E1,-2.193932343E1,2.130017853E1
5.639925417E-1,-3.087182808E1,-2.267406082E1,2.042224693E1
5.746735417E-1,-3.075795364E1,-2.359537125E1,1.953095245E1
5.853545417E-1,-3.050093651E1,-2.470298767E1,1.853930283E1
5.960265417E-1,-3.013358116E1,-2.594872284E1,1.740350151E1
6.067045417E-1,-2.963831329E1,-2.728166962E1,1.617195511E1
6.173825417E-1,-2.963831329E1,-2.728166962E1,1.617195511E1
6.280735417E-1,-2.838265038E1,-2.997286224E1,1.342770958E1
6.387605417E-1,-2.769161224E1,-3.119738770E1,1.200618076E1
6.494415417E-1,-2.699732971E1,-3.226591492E1,1.069137859E1
6.601225417E-1,-2.631935883E1,-3.318450165E1,9.504281998E0
6.708035417E-1,-2.566121292E1,-3.399726868E1,8.362958908E0
6.814845417E-1,-2.496607590E1,-3.476872253E1,7.216783524E0
6.921665417E-1,-2.418503761E1,-3.554403305E1,5.996343613E0
7.028475417E-1,-2.326421928E1,-3.635317993E1,4.633935928E0
7.135055417E-1,-2.216169930E1,-3.719664001E1,3.085487366E0
7.241955417E-1,-2.216169930E1,-3.719664001E1,3.085487366E0
7.348905417E-1,-1.943042374E1,-3.881312561E1,-5.009727478E-1
7.455605417E-1,-1.789485168E1,-3.947529221E1,-2.392944336E0
7.562375417E-1,-1.638309479E1,-3.997154236E1,-4.256853104E0
7.669345417E-1,-1.638309479E1,-3.997154236E1,-4.256853104E0
7.776155417E-1,-1.384594917E1,-4.040257263E1,-7.757091522E0
7.882965417E-1,-1.291016579E1,-4.038406754E1,-9.311572075E0
7.989775417E-1,-1.216207314E1,-4.027205658E1,-1.070028210E1
8.096585417E-1,-1.154926300E1,-4.010636520E1,-1.193083763E1
8.203395417E-1,-1.101886368E1,-3.991144562E1,-1.303502178E1
8.309965417E-1,-1.054990768E1,-3.970533752E1,-1.401558018E1
8.416895417E-1,-1.054990768E1,-3.970533752E1,-1.401558018E1
8.523835417E-1,-9.717856407E0,-3.932728958E1,-1.559418106E1
8.630645417E-1,-9.334431648E0,-3.914467239E1,-1.627310562E1
8.737455417E-1,-9.044633865E0,-3.891238785E1,-1.697855759E1
8.844255417E-1,-8.816251755E0,-3.868975067E1,-1.759623718E1
8.951025417E-1,-8.590797424E0,-3.851388168E1,-1.808673096E1
9.057895417E-1,-8.590797424E0,-3.851388168E1,-1.808673096E1
9.164705417E-1,-8.120059967E0,-3.829764557E1,-1.875115585E1
9.271515417E-1,-8.022275925E0,-3.820331192E1,-1.898422623E1
9.378315417E-1,-7.951951027E0,-3.813111877E1,-1.915815544E1
9.485125417E-1,-7.815634727E0,-3.808499527E1,-1.930543900E1
9.591945417E-1,-7.815634727E0,-3.808499527E1,-1.930543900E1
9.698755417E-1,-7.188646317E0,-3.804555130E1,-1.962422562E1
9.805575417E-1,-6.605157852E0,-3.802651978E1,-1.986470604E1
9.912385417E-1,-5.802284241E0,-3.799878311E1,-2.016623306E1
1.001919542E0,-4.706343174E0,-3.804224014E1,-2.036882210E1
1.012584542E0,-3.299267530E0,-3.821727371E1,-2.031761551E1
1.023266542E0,-1.720728278E0,-3.849758911E1,-1.998062897E1
1.033962542E0,-1.720728278E0,-3.849758911E1,-1.998062897E1
1.044644542E0,1.472880840E0,-3.923138809E1,-1.851970673E1
1.055325542E0,2.695852757E0,-3.963482285E1,-1.749469185E1
1.066003542E0,3.650983810E0,-4.003387833E1,-1.637710571E1
1.076687542E0,3.650983810E0,-4.003387833E1,-1.637710571E1
1.087368542E0,5.400687218E0,-4.071254730E1,-1.405602741E1
1.098049542E0,6.458357811E0,-4.086879349E1,-1.312562752E1
1.108730542E0,7.769593239E0,-4.081893158E1,-1.255783081E1
1.119412542E0,9.336795807E0,-4.054807281E1,-1.236644554E1
1.130093542E0,1.108749485E1,-4.008633041E1,-1.242595482E1
1.140754542E0,1.285458946E1,-3.951216125E1,-1.256183243E1
1.151455542E0,1.440533066E1,-3.894631577E1,-1.264601707E1
1.162136542E0,1.554371071E1,-3.849586487E1,-1.267723656E1
1.172817542E0,1.621828270E1,-3.820408249E1,-1.271479988E1
1.183498542E0,1.653098297E1,-3.804481506E1,-1.278943062E1
1.194179542E0,1.653098297E1,-3.804481506E1,-1.278943062E1
1.204861542E0,1.670270920E1,-3.787010193E1,-1.308150291E1
1.215542542E0,1.679314423E1,-3.775698471E1,-1.329102707E1
1.226223542E0,1.691180611E1,-3.760304642E1,-1.357395935E1
1.236904542E0,1.706477737E1,-3.740851593E1,-1.391571617E1
1.247585542E0,1.726935005E1,-3.718051910E1,-1.426987648E1
1.258249542E0,1.752250671E1,-3.692593384E1,-1.461807060E1
1.268929542E0,1.778934860E1,-3.665210724E1,-1.498042488E1
1.279629542E0,1.796004486E1,-3.637532425E1,-1.544421291E1
1.290310542E0,1.796004486E1,-3.637532425E1,-1.544421291E1
1.300981542E0,1.800574303E1,-3.570294189E1,-1.689212608E1
1.311672542E0,1.800574303E1,-3.570294189E1,-1.689212608E1
1.322353542E0,1.817341423E1,-3.471968842E1,-1.866871834E1
1.333035542E0,1.823195648E1,-3.422481918E1,-1.950662041E1
1.343716542E0,1.820671844E1,-3.397283173E1,-1.996529388E1
1.354895167E0,1.807531738E1,-3.420324326E1,-1.968938446E1
1.365586167E0,1.807531738E1,-3.420324326E1,-1.968938446E1
1.376267167E0,1.744912720E1,-3.521884918E1,-1.842312050E1
1.386948167E0,1.689139175E1,-3.568371582E1,-1.804450798E1
1.397637167E0,1.610499954E1,-3.609053421E1,-1.795419884E1
1.408312167E0,1.510514450E1,-3.646949387E1,-1.805716705E1
1.418973167E0,1.397061253E1,-3.685416031E1,-1.818910980E1
1.429673167E0,1.281563377E1,-3.724789810E1,-1.823744774E1
1.440354167E0,1.281563377E1,-3.724789810E1,-1.823744774E1
1.451035167E0,1.040790367E1,-3.798268890E1,-1.825491714E1
1.461716167E0,9.142203331E0,-3.828059387E1,-1.831030273E1
1.472398167E0,7.846623421E0,-3.851703644E1,-1.841519165E1
1.483079167E0,6.556838036E0,-3.869303131E1,-1.855014229E1
1.493760167E0,5.356315136E0,-3.881997681E1,-1.867002678E1
1.504441167E0,4.339585304E0,-3.891228867E1,-1.874174118E1
1.515122167E0,3.590126038E0,-3.897986603E1,-1.875984764E1
1.525798167E0,3.139299393E0,-3.903054810E1,-1.873531342E1
1.536466167E0,2.887095451E0,-3.907860565E1,-1.867560196E1
1.547165167E0,2.676486969E0,-3.912123871E1,-1.861762047E1
1.557846167E0,2.420410156E0,-3.915423584E1,-1.858328438E1
1.568522167E0,2.065710068E0,-3.918119812E1,-1.856925964E1
1.579209167E0,1.571244240E0,-3.920303726E1,-1.857159424E1
1.589890167E0,9.433460236E-1,-3.921173477E1,-1.859571075E1
