"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
6.129154167E-2,2.746937714E0,-1.982926483E0,-9.757309570E0
7.108254167E-2,2.696043549E0,-1.969753876E0,-9.589957581E0
8.087854167E-2,2.294428711E0,-1.650318146E0,-9.352251892E0
9.064554167E-2,2.291734314E0,-1.420995026E0,-9.278155975E0
1.004405417E-1,2.063009949E0,-1.365310822E0,-9.734407196E0
1.102055417E-1,2.822680206E0,-1.092428284E0,-1.005863297E1
1.200015417E-1,3.093766479E0,-1.056502991E0,-1.016925293E1
1.297985417E-1,2.757415924E0,-1.212628326E0,-1.043839325E1
1.395635417E-1,2.821183319E0,-1.453627167E0,-1.011476624E1
1.493595417E-1,3.150648193E0,-1.523082733E0,-1.005893234E1
1.591555417E-1,3.591780853E0,-1.293160858E0,-1.017568954E1
1.689215417E-1,3.545976105E0,-5.915698242E-1,-1.049033524E1
1.787175417E-1,2.959196320E0,-5.269042969E-2,-1.061427750E1
1.884835417E-1,3.160976715E0,-3.074606323E-1,-1.058793228E1
1.982795417E-1,3.644920349E0,-2.721340942E-1,-1.040156982E1
2.080455417E-1,3.489094391E0,3.113525391E-2,-1.041264679E1
2.178425417E-1,3.140619049E0,5.553451538E-2,-1.014664993E1
2.276385417E-1,3.119512939E0,8.652008057E-2,-9.815688171E0
2.374035417E-1,2.994971924E0,8.577163696E-2,-9.694140930E0
2.471995417E-1,3.135379944E0,1.907034302E-1,-1.026565247E1
2.569645417E-1,2.813399506E0,1.669029236E-1,-1.013886612E1
2.667605417E-1,2.937641144E0,3.412902832E-2,-9.259893951E0
2.765575417E-1,3.541485443E0,-2.574645996E-1,-9.004974060E0
2.863355417E-1,4.467609558E0,-1.333127747E0,-8.821156311E0
2.961185417E-1,4.742737427E0,-1.851200409E0,-8.235124969E0
3.059155417E-1,3.100053406E0,-1.185684357E0,-8.123606873E0
3.156805417E-1,2.178569641E0,-5.803431702E-1,-9.172176361E0
3.254765417E-1,2.921474762E0,-3.150947571E-1,-9.840536499E0
3.352565417E-1,3.540886688E0,-1.866618347E-1,-1.049153275E1
3.450385417E-1,3.306623840E0,1.028361511E-1,-1.017299515E1
3.548465417E-1,3.093766479E0,-3.906875610E-2,-1.036624329E1
3.646115417E-1,3.318449249E0,1.907034302E-1,-9.558522949E0
3.743925417E-1,3.789070587E0,6.903643799E-1,-8.839568024E0
3.841815417E-1,3.906426544E0,6.420149231E-1,-8.526868286E0
3.939655417E-1,3.899241486E0,2.412982178E-1,-8.602610779E0
4.037705417E-1,4.004622345E0,-5.224136353E-2,-8.204738159E0
4.135345417E-1,4.118984528E0,-2.634521484E-2,-6.971901855E0
4.233225417E-1,3.889062653E0,1.627116394E-1,-6.494694214E0
4.331045417E-1,3.074306946E0,5.182223511E-1,-8.171656952E0
4.428935417E-1,2.132166138E0,9.163943481E-1,-1.029918274E1
4.526745417E-1,1.573078766E0,2.618055725E-1,-1.093655731E1
4.624705417E-1,1.546733551E0,5.987548828E-2,-1.088222031E1
4.722665417E-1,2.606529694E0,5.755531311E-1,-1.029948212E1
4.820325417E-1,2.885399780E0,1.316063232E0,-8.976682892E0
4.918285417E-1,2.905458069E0,1.132844238E0,-6.867119751E0
5.016245417E-1,2.706821136E0,1.606159973E-1,-6.746770020E0
5.113895417E-1,2.041604462E0,3.580554199E-1,-7.163802795E0
5.211855417E-1,1.496737518E0,1.415755920E0,-6.673871613E0
5.309515417E-1,1.802102509E0,1.947150879E0,-5.947432251E0
5.407475417E-1,3.127745819E0,1.625918884E0,-5.592819672E0
5.505435417E-1,6.417604523E0,1.158890076E0,-5.583838348E0
5.603095417E-1,8.401728516E0,1.614243164E0,-5.458399200E0
5.701055417E-1,7.287894745E0,2.624192963E0,-5.573060760E0
5.798855417E-1,6.519991608E0,2.995420990E0,-5.530549164E0
5.896675417E-1,5.865552521E0,2.802023163E0,-5.308560791E0
5.994645417E-1,4.764891357E0,2.434537354E0,-5.070406036E0
6.092295417E-1,3.638184357E0,2.406844940E0,-4.748874664E0
6.190255417E-1,2.849923553E0,2.503543854E0,-4.730462952E0
6.288215417E-1,2.174228668E0,2.885100403E0,-4.177063751E0
6.386005417E-1,1.659598846E0,3.012186127E0,-3.817062378E0
6.483835417E-1,1.497485962E0,3.392245789E0,-3.228785706E0
6.581485417E-1,1.619781647E0,3.357068939E0,-2.346520386E0
6.679455417E-1,1.504970398E0,3.256627808E0,-1.495390320E0
6.777415417E-1,9.128018188E-1,3.587739258E0,-9.684860229E-1
6.875065417E-1,2.194436646E-1,4.104315033E0,-4.210743713E-1
6.973135417E-1,-7.114704895E-1,4.631069641E0,8.083190918E-2
7.070995417E-1,-1.864672394E0,5.236859894E0,7.376660156E-1
7.168645417E-1,-2.913391571E0,5.712720337E0,1.598376160E0
7.266605417E-1,-3.703149261E0,5.952671356E0,2.528990936E0
7.364265417E-1,-4.661306763E0,6.473887482E0,3.461551666E0
7.462225417E-1,-5.805976410E0,7.177125092E0,4.436923370E0
7.560105417E-1,-6.594835968E0,8.178842010E0,5.714965668E0
7.657845417E-1,-6.537505188E0,8.878636780E0,7.243437195E0
7.755805417E-1,-5.681136017E0,9.220076752E0,8.585097198E0
7.853475417E-1,-4.698878632E0,9.704918518E0,9.491462402E0
7.951425417E-1,-4.176764374E0,1.011117371E1,1.018541931E1
8.049295417E-1,-4.274062042E0,1.104852448E1,1.064571213E1
8.147155417E-1,-4.359085236E0,1.175924652E1,1.078522202E1
8.245005417E-1,-4.391118622E0,1.206790466E1,1.053164932E1
8.342665417E-1,-4.947062531E0,1.255693771E1,9.900711365E0
8.440615417E-1,-5.776787109E0,1.275916718E1,9.206155701E0
8.538275417E-1,-6.183491364E0,1.222103622E1,7.983498230E0
8.636235417E-1,-7.046895905E0,1.301947586E1,6.530320129E0
8.734095417E-1,-6.511010284E0,1.422402100E1,6.222111053E0
8.831855417E-1,-5.199288025E0,1.365011444E1,5.606441345E0
8.929825417E-1,-4.750521240E0,1.388093445E1,4.771178284E0
9.027475417E-1,-4.252506866E0,1.442789703E1,4.118685150E0
9.125435417E-1,-3.768413544E0,1.408735519E1,3.602109375E0
9.223355417E-1,-3.740272064E0,1.348381027E1,2.956651611E0
9.321175417E-1,-3.618874512E0,1.274015671E1,2.609972534E0
9.419015417E-1,-3.766168213E0,1.204590042E1,2.541864166E0
9.516975417E-1,-4.070635071E0,1.134161499E1,2.033521271E0
9.614645417E-1,-4.414619751E0,1.049302963E1,2.066602478E0
9.712595417E-1,-4.372407532E0,9.726922760E0,1.647024994E0
9.810245417E-1,-4.125421143E0,8.496331787E0,1.101110229E0
9.908145417E-1,-4.484823761E0,7.505392456E0,3.124003601E0
1.000586542E0,-5.605692902E0,7.368576965E0,5.217400360E0
1.010382542E0,-6.407874756E0,7.837252350E0,5.165308685E0
1.020178542E0,-6.856791229E0,8.531358948E0,5.605692902E0
1.029945542E0,-6.532715149E0,8.771908722E0,6.288872223E0
1.039738542E0,-6.515950012E0,8.847351837E0,5.165009308E0
1.049521542E0,-6.526577911E0,8.654702454E0,3.431464233E0
1.059302542E0,-6.383774872E0,7.916737061E0,3.594325562E0
1.069098542E0,-6.065386963E0,6.939269714E0,3.783083038E0
1.078864542E0,-6.252048798E0,5.665718079E0,1.485959930E0
