,acc_phone_x,acc_phone_y,acc_phone_z,acc_watch_x,acc_watch_y,acc_watch_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,gyr_watch_x,gyr_watch_y,gyr_watch_z,hr_watch_rate,labelOnTable,labelSitting,labelWashingHands,labelWalking,labelStanding,labelDriving,labelEating,labelRunning,light_phone_lux,mag_phone_x,mag_phone_y,mag_phone_z,mag_watch_x,mag_watch_y,mag_watch_z,press_phone_pressure
2016-02-08 18:30:55.656222395,-0.1982528963919232,0.1822893081761006,9.616521350546176,9.550842835708927,0.19711252813203298,1.5103960990247562,-0.00864316451506124,0.019037735849056603,0.0005905329361138696,0.0018330832708177045,0.0075825206301575404,-0.016792573143285826,153.66666666666666,1,0,0,0,0,0,0,0,25.285714285714285,-40.36530938123752,-140.19984031936127,-36.96634730538921,-6.406428571428571,59.35357142857143,-23.435,1029.2821142857144
2016-02-08 18:31:10.656222395,-0.19909397749834548,0.18068828590337524,9.621454665784249,9.550808933933935,0.19713738738738737,1.50877515015015,-0.008725347452018532,0.019111515552614162,0.0006601588352084713,0.0017916666666666669,0.007616741741741743,-0.016831831831831838,164.29032258064515,1,0,0,0,0,0,0,0,891.4507042253521,-39.7178073089701,-139.41145514950165,-36.978378737541526,-6.4503925767309065,59.31620271234832,-23.319057815845824,1029.2613380281693
2016-02-08 18:31:25.656222395,-0.19723420443268277,0.1814042342044327,9.620445253059874,9.551901577761083,0.1947257700976709,1.5103241923365889,-0.008664902414819717,0.019226265299371485,0.000584849487264307,0.0018474830954169801,0.0076814425244177325,-0.016805033809166047,143.88571428571427,1,0,0,0,0,0,0,0,1083.986111111111,-39.83142287234043,-139.6152925531915,-36.958962765957445,-6.415482954545454,59.28835227272727,-23.485795454545453,1029.2522638888888
2016-02-08 18:31:40.656222395,-0.19651272727272728,0.18103140495867764,9.617411900826447,9.551886441321686,0.19671515381693885,1.5088192176224837,-0.00858790482485129,0.019179775280898877,0.00046926635822868476,0.0018207368021268516,0.007715533611849603,-0.016820357007216107,146.68421052631578,1,0,0,0,0,0,0,0,1084.3239436619717,-40.07573705179283,-139.8793625498008,-37.063187250996016,-6.404795486600846,59.301128349788435,-23.317348377997178,1029.2501971830986
2016-02-08 18:31:55.656222395,-0.19665718067504964,0.18143481138318995,9.617755790866976,9.551752438109526,0.19783908477119283,1.5109977494373592,-0.008624958622972526,0.019252565375703405,0.0003929162528963919,0.001791072768192048,0.007739684921230309,-0.01685446361590398,162.42307692307693,1,0,0,0,0,0,0,0,1084.7323943661972,-39.79056478405316,-139.3347508305648,-37.38916943521595,-6.479528105482304,59.290770298403885,-23.516308119361554,1029.2705774647886
2016-02-08 18:32:10.656222395,-0.19438425925925926,0.1826818783068783,9.614790013227513,9.551674182638106,0.1982202179631717,1.51232506576475,-0.008710221634138274,0.01945782335428382,0.0006678795898114456,0.0018027057497181512,0.007732431416760618,-0.016833897031191286,161.08,1,0,0,0,0,0,0,0,1084.5,-40.40820478723404,-140.09816489361702,-37.35853723404255,-6.543340380549683,59.41719520789288,-23.315010570824523,1029.283138888889
2016-02-08 18:32:25.656222395,-0.19492859504132232,0.18176363636363638,9.62130611570248,9.55113059984814,0.1988906605922551,1.5139677296886864,-0.008766203703703705,0.019344576719576716,0.0005155423280423281,0.0018261199696279426,0.007671222475322704,-0.016888003037205775,164.3684210526316,1,0,0,0,0,0,0,0,982.6197183098592,-40.155747508305645,-139.81901661129567,-37.37170764119601,-6.437677053824363,59.35269121813031,-23.427053824362606,1029.253633802817
2016-02-08 18:32:40.656222395,-0.9703242885506288,0.46635307743216414,9.262859033752482,9.551076574877406,0.20038174273858922,1.5115790267823463,-0.013657624875951048,0.03478895137280846,0.007439298709890835,0.0017898906073179936,0.007608072425499813,-0.01681478687287816,166.95833333333334,1,0,0,0,0,0,0,0,835.4788732394367,-32.44615691489361,-117.22823138297873,-30.576303191489362,-6.562234794908062,59.35502121640736,-23.294200848656295,1029.2232253521124
2016-02-08 18:32:55.656222395,-0.5087699437272426,0.9317957629923866,9.461753392916252,9.549925953910087,0.1976924820551568,1.5118806195693237,0.001496524329692157,0.01687785501489573,0.02983184376034426,0.0017585946354363431,0.007693237627502835,-0.01681412920287118,159.41379310344828,0,0,0,0,0,0,0,0,96.25714285714285,-68.01781914893617,-46.929813829787236,4.8898803191489355,-6.479122434536447,59.283085633404106,-23.46496815286624,1029.240857142857
2016-02-08 18:33:10.656222395,0.790581072137657,0.6089500330906684,9.06148014559894,9.551666792310591,0.19811119487372789,1.5134888805126272,-0.0193898080741231,0.018712772998014566,0.01976538716082065,0.001703731624575952,0.007657745947983416,-0.016821334338484737,155.60714285714286,1,0,0,0,0,0,0,0,667.0277777777778,-22.333803191489363,-38.90497340425532,-27.10148936170213,-6.427659574468085,59.35744680851064,-23.285106382978725,1029.2354166666664
2016-02-08 18:33:25.656222395,-0.13904565001653987,0.06603572609990076,9.619583195501157,9.551288628636192,0.196478277295051,1.5145409897997733,-0.008674387822634019,0.01890105890138981,0.001112839179351423,0.00168681526256139,0.007759727993955423,-0.016842085379675107,145.89361702127658,1,0,0,0,0,0,0,0,756.1549295774648,-5.927401993355482,-29.118976744186046,-30.276438538205987,-6.471643933955492,59.33381191672649,-23.370423546302945,1029.245577464789
2016-02-08 18:33:40.656222395,-0.13726770350761083,0.06495102581072137,9.622758107213766,9.552157518796992,0.19873721804511282,1.5143466165413535,-0.008639973527465258,0.01901786896095301,0.001116810059563203,0.0017087561067267946,0.007714768883878243,-0.016925591882750852,157.75,1,0,0,0,0,0,0,0,755.887323943662,-6.326728723404257,-29.276210106382976,-30.268005319148937,-6.480741797432239,59.3509272467903,-23.275320970042795,1029.2082253521128
2016-02-08 18:33:55.656222395,-0.13863600264725348,0.06475479814692257,9.621033090668432,9.550934195511603,0.1981437809052872,1.511554963864587,-0.008572468563864993,0.019205162144275312,0.0009907346128391794,0.0016529680365296804,0.007772070015220702,-0.016897260273972606,162.8148148148148,1,0,0,0,0,0,0,0,755.9166666666666,-5.539455149501662,-28.549036544850495,-30.231946843853827,-6.520877565463553,59.35810332625619,-23.422505307855626,1029.1937083333332
2016-02-08 18:34:10.656222395,-0.1386035737921906,0.06504301786896095,9.624921244209133,9.552617981790592,0.19699924127465857,1.5147484825493172,-0.008613500992720053,0.018850099272005292,0.0009781601588352087,0.001642640364188164,0.007796282245827013,-0.016924127465857364,177.56410256410257,1,0,0,0,0,0,0,0,755.9154929577464,-6.540079787234043,-28.67816489361702,-30.185625000000005,-6.4375,59.42626404494382,-23.221910112359552,1029.2202112676057
2016-02-08 18:34:25.656222395,-0.13781177638107842,0.06368607343698314,9.6317763810784,9.551735890815198,0.1968376982663224,1.5151899668019182,-0.008384717168375787,0.019257360238174,0.000876943433675157,0.0017015861305791223,0.007668019181113981,-0.016844337882700115,176.1764705882353,1,0,0,0,0,0,0,0,755.8169014084507,-6.386710963455149,-28.573833887043186,-30.119720930232557,-6.363636363636363,59.10201249132547,-23.73560027758501,1029.2537887323945
2016-02-08 18:34:40.656222395,-0.14015354070152217,0.06642322964923891,9.623442753143614,9.551296535972591,0.19552607537114577,1.5134084507042254,-0.008467240238252814,0.018863335539377895,0.0010036399735274654,0.0017327750285496767,0.00769889607917777,-0.01682984392843548,171.5,1,0,0,0,0,0,0,0,755.8611111111111,-6.2443484042553195,-28.123125,-30.096981382978722,-6.460215053763441,59.32974910394265,-23.164874551971327,1029.2737083333332
2016-02-08 18:34:55.656222395,-0.13571608206485772,0.06558173395102582,9.619380873593647,9.550227016885554,0.1958994371482176,1.5128086303939963,-0.008685761589403975,0.018602649006622514,0.0010337748344370862,0.0016412757973733585,0.007735459662288933,-0.01680712945590995,158.17391304347825,1,0,0,0,0,0,0,0,755.9285714285714,-6.72251329787234,-28.89087765957447,-30.05908244680851,-6.3872340425531915,59.319148936170215,-23.34113475177305,1029.2648428571429
2016-02-08 18:35:10.656222395,-0.1383611111111111,0.06760747354497354,9.629580026455027,9.550256690539012,0.1953765548435733,1.5140309084055787,-0.008557870370370372,0.018728174603174604,0.0010241402116402119,0.0015959291368262344,0.007761779117979648,-0.016895589898228425,142.78571428571428,1,0,0,0,0,0,0,0,755.8450704225352,-5.942473404255319,-28.13058510638298,-30.205412234042555,-6.396011396011396,59.292735042735046,-23.245726495726494,1029.3152816901409
2016-02-08 18:35:25.656222395,-0.13903441429516877,0.06742753143613502,9.626890138980807,9.550739391663537,0.1946657904618851,1.5164953060458128,-0.00831336863004633,0.01894540039708802,0.0009980145598941098,0.0015820503191888847,0.007755163349605708,-0.016812241832519722,162.46341463414635,1,0,0,0,0,0,0,0,755.7222222222222,-6.258976744186047,-28.2991096345515,-30.121674418604652,-6.485835694050992,59.29745042492918,-23.473087818696882,1029.3081944444446
2016-02-08 18:35:40.656222395,-0.13798013902681233,0.06642237669645813,9.61833896060907,9.551433358433735,0.19441340361445783,1.5129853162650602,-0.00834976836532098,0.018922236929185966,0.0011796823295830577,0.0015749246987951807,0.007812500000000002,-0.016788027108433738,169.11111111111111,1,0,0,0,0,0,0,0,755.9014084507043,-6.74968085106383,-28.618204787234042,-30.072486702127662,-6.351428571428571,59.364285714285714,-23.232857142857142,1029.332084507042
2016-02-08 18:35:55.656222395,-0.1379900760833609,0.0678623883559378,9.618209063843864,9.551129699248118,0.19620338345864663,1.515089097744361,-0.008381204500330908,0.018615155526141628,0.0010473196558570485,0.0015992481203007517,0.007779323308270678,-0.016866541353383464,170.0909090909091,1,0,0,0,0,0,0,0,755.9014084507043,-6.058285714285715,-27.911561461794022,-30.16293687707641,-6.339031339031339,59.35968660968661,-23.376780626780626,1029.3351971830987
2016-02-08 18:36:10.656222395,-0.1398531260337413,0.0592474363215349,9.63360602050943,9.550949086669256,0.1961251457442674,1.5143167508744655,-0.008729077075752566,0.019313595765795565,-0.0006897122064174662,0.0016354450058297708,0.007846482705013605,-0.01688767975126312,162.04545454545453,1,0,0,0,0,0,0,0,755.8285714285714,-5.237541528239203,-27.29860465116279,-30.12586046511628,-6.426334519572953,59.39430604982206,-23.219217081850534,1029.2039014084507
2016-02-08 18:36:25.656222395,-0.13810978835978835,0.09420105820105819,9.63385482804233,9.550925787106447,0.19575599700149923,1.5129456521739129,0.0029980152166721786,0.011970559047304001,0.015650347337082367,0.00166904047976012,0.007787481259370317,-0.01683770614692654,160.51724137931035,0,0,0,0,0,0,0,0,755.8472222222222,-5.62440159574468,-28.536023936170217,-29.84433510638298,-6.375971731448764,59.308833922261485,-23.428268551236748,1029.2978194444445
2016-02-08 18:36:40.656222395,0.2155929847782925,0.40569920582395763,9.49179980145599,9.550945529676934,0.1960420736288505,1.5144188580015026,-0.005202514890800798,0.03852978160158835,0.04762409000661813,0.001608564988730278,0.007882419233658905,-0.01682043576258453,167.16666666666666,1,0,0,0,0,0,0,0,772.169014084507,67.07322259136214,-106.45861794019932,-39.934684385382056,-6.418155825589707,59.32094353109364,-23.19228020014296,1029.3078450704222
2016-02-08 18:36:55.656222395,-0.17214167494207214,0.17717345249917246,9.61654750082754,9.550315887850466,0.1956598130841121,1.5127102803738317,-0.00851291390728477,0.01906887417218543,0.0007903973509933777,0.0016089719626168225,0.007860560747663553,-0.016837383177570095,168.77777777777777,1,0,0,0,0,0,0,0,805.8285714285714,81.03013972055888,-123.20303393213572,-42.72734530938124,-6.387943262411348,59.324113475177306,-23.360992907801418,1029.2978857142857
2016-02-08 18:37:10.656222395,-0.16990072799470549,0.1770747849106552,9.620780277961615,9.549252651515152,0.19582424242424243,1.5131806818181819,-0.008517207147584383,0.01911813368630046,0.0009381204500330906,0.0015823551684967815,0.007918970087088225,-0.01690079515335101,158.30555555555554,1,0,0,0,0,0,0,0,805.8888888888889,81.65760797342193,-122.48758803986712,-42.720000000000006,-6.439198855507868,59.351931330472105,-23.25035765379113,1029.3451805555555
2016-02-08 18:37:25.656222395,-0.17019986763732628,0.17729483785572464,9.618226009265387,9.549710308502634,0.1939130925507901,1.5166993980436416,-0.008440767703507613,0.01917008603573792,0.0010658504301786897,0.0015355664283025969,0.00787429431689876,-0.016827625141136626,157.14285714285714,1,0,0,0,0,0,0,0,805.8591549295775,81.48514627659574,-122.63732712765957,-42.72251329787234,-6.392142857142857,59.29857142857143,-23.350714285714286,1029.3301690140845
2016-02-08 18:37:40.656222395,-0.16956599404565,0.1780482963943103,9.614757856434005,9.549782461422657,0.1938630033872789,1.5134768535942793,-0.008565994045650017,0.019040357260999004,0.0011524975190208401,0.0015686864885208884,0.007867519759126836,-0.016900639819345132,164.3448275862069,1,0,0,0,0,0,0,0,805.7746478873239,81.2570631229236,-122.94765448504984,-42.67817940199336,-6.480230050323509,59.3177570093458,-23.27606038820992,1029.3376619718313
2016-02-08 18:37:55.656222395,-0.16897849818061528,0.17778233542838237,9.617354283824017,9.550138847305389,0.19613023952095807,1.513244011976048,-0.008443121693121695,0.019217261904761904,0.0011160714285714287,0.0014704341317365271,0.007956961077844313,-0.016876497005988027,167.57692307692307,1,0,0,0,0,0,0,0,805.6666666666666,81.89884308510638,-122.27162234042554,-42.70121010638297,-6.510608203677511,59.3041018387553,-23.342291371994342,1029.352972222222
2016-02-08 18:38:10.656222395,-0.16835837193911316,0.17822964923891463,9.61906055592323,9.551601960045232,0.1991066716924237,1.512365623822088,-0.00833322303110523,0.01913368630046327,0.0014060225016545337,0.0015299660761402187,0.007834150018846589,-0.016798718431963816,166.65217391304347,1,0,0,0,0,0,0,0,805.7285714285714,81.29505647840533,-122.91731561461793,-42.631734219269106,-6.38944365192582,59.36947218259629,-23.255349500713265,1029.3485774647886
2016-02-08 18:38:25.656222395,-0.16896889477167437,0.17860555923229648,9.617228987425547,9.550379023097312,0.19882544490723209,1.5162332449829612,-0.008514228987425548,0.019303110522832557,0.0012064857710125745,0.001517606967057933,0.007861037485800835,-0.016811813706929194,153.6764705882353,1,0,0,0,0,0,0,0,805.7042253521126,81.59632978723404,-122.595,-42.68445478723404,-6.386428571428572,59.35142857142857,-23.36357142857143,1029.3221549295774
2016-02-08 18:38:40.656222395,-0.16900132406487917,0.17771996027805362,9.6180936775902,9.551068224651338,0.19548888051262725,1.514679984922729,-0.008393909301555778,0.019170473353194304,0.0012035749751737835,0.0015292122125895214,0.007894082171127028,-0.016828496042216364,153.88372093023256,1,0,0,0,0,0,0,0,805.7777777777778,81.91283720930232,-122.18435880398671,-42.66665780730897,-6.387279151943463,59.29752650176678,-23.239575971731448,1029.3344305555556
2016-02-08 18:38:55.656222395,-0.17000198544010592,0.17699437458636663,9.616941098610193,9.551191657271703,0.19552874859075536,1.514534385569335,-0.008479152878888155,0.019197551290536068,0.0011661151555261416,0.0014426907177752725,0.007912814731304023,-0.016862457722660658,154.06666666666666,1,0,0,0,0,0,0,0,805.7857142857143,81.22734530938125,-123.05165668662676,-42.71500998003992,-6.509206798866855,59.36473087818697,-23.407932011331443,1029.2878714285716
2016-02-08 18:39:10.656222395,-0.1687742469381,0.17729824561403507,9.617462760675274,9.550555388093443,0.19664694800301435,1.5163112283345892,-0.008564857710125747,0.01931436135009927,0.0011796823295830577,0.0014698568198944987,0.008004144687264509,-0.016851544837980407,137.97435897435898,1,0,0,0,0,0,0,0,805.8450704225352,81.80324252491695,-122.37827242524916,-42.70855813953489,-6.429698708751793,59.36728837876614,-23.269727403156384,1029.3235492957745
2016-02-08 18:39:25.656222395,-0.16926265299371482,0.17745650016539863,9.617521336420774,9.550304969879518,0.19674359939759034,1.518250376506024,-0.008436983129341715,0.019278200463116107,0.0012229573271584518,0.0015632530120481929,0.007943524096385544,-0.016810993975903618,130.75,1,0,0,0,0,0,0,0,805.8169014084507,81.66179521276597,-122.43367021276597,-42.694906914893615,-6.419885550786838,59.31258941344778,-23.357653791130186,1029.3264225352107
2016-02-08 18:39:40.656222395,-0.16896296296296295,0.17662599206349205,9.619704695767195,9.549694391453643,0.19450019076688285,1.5154559328500574,-0.00860085978835979,0.019166335978835977,0.0011478174603174603,0.001502861503243037,0.00800686760778329,-0.01685158336512782,132.4,1,0,0,0,0,0,0,0,805.887323943662,81.30686170212765,-122.8117420212766,-42.958444148936174,-6.433988764044944,59.298455056179776,-23.235252808988765,1029.3445555555554
2016-02-08 18:39:55.656222395,-0.1693636664460622,0.17837160820648576,9.624486101919258,9.551624196597352,0.19477391304347821,1.5161107750472589,-0.008715420251489081,0.01894209133024487,0.0017554599602911981,0.0014423440453686202,0.007951984877126657,-0.016888090737240083,144.90625,1,0,0,0,0,0,0,0,805.8591549295775,81.78099667774086,-122.3108970099668,-43.037940199335544,-6.398009950248756,59.339729921819476,-23.316986496090973,1029.3291408450702
2016-02-08 18:40:10.656222395,-1.1069986768111146,3.542631161098247,8.251147535560701,9.551996615268898,0.195534787514103,1.5134234674689733,0.023142242805160442,-0.03425074429374794,-0.04377009593119419,0.001467845054531779,0.007792779240315909,-0.016869875893192936,138.34285714285716,1,0,0,0,0,0,0,0,448.71830985915494,45.33123670212766,-44.11787234042553,9.305226063829785,-6.352062588904694,59.30156472261736,-23.24964438122333,1029.2212112676057
2016-02-08 18:40:25.656222395,0.022633024487094637,0.0984030443414957,9.620170086035737,2.865773591675637,2.3893064226767136,-0.7964431288123434,-0.017085704831237593,0.03065618795499669,0.008597617471872931,-0.23557732328668818,-0.03431467527807678,-0.24256189451022606,143.1,0,0,0,0,0,0,0,0,1091.6666666666667,69.50557180851064,-45.237486702127654,195.81418882978727,-5.508403361344538,5.170168067226891,4.658963585434174,1029.2777916666664
2016-02-08 18:40:40.656222395,-0.014363516192994051,0.1081510244547257,9.616029742233971,1.454933826391592,-6.0620513818606465,-4.7632140910860254,-0.008409781890284206,0.019373760740251156,0.0008030403172504957,0.1042074737251849,-0.03359205916699105,0.0041689373297002785,137.94117647058823,0,0,0,0,0,0,0,0,1093.6901408450703,68.10737541528239,-45.58397342192691,197.55779401993354,-24.156558533145276,27.765162200282088,-3.806064880112835,1029.336394366197
2016-02-08 18:40:55.656222395,-0.046999338624338624,0.14247685185185183,9.628369047619048,1.5947356010823348,-7.085114418245071,-0.28129261693080815,0.018847883597883596,0.026338955026455026,0.00039252645502645513,-0.03679126401236953,0.06674874371859296,-0.052927715500579814,137.37037037037038,0,0,0,0,0,0,0,0,1089.5714285714287,67.74403193612774,-45.956886227544906,196.90375249500997,-21.46056338028169,19.237323943661973,-11.506338028169013,1029.3584714285714
2016-02-08 18:41:10.656222395,-1.6317050264550264,4.223882275132275,8.46951521164021,0.8076200466200467,-9.404200854700855,1.6541285936285937,-0.004763558201058201,0.005684854497354496,-0.027683531746031748,0.10024514374514372,-0.021903263403263405,0.004561771561771564,129.20689655172413,0,0,0,0,0,0,0,0,180.59722222222223,7.994312292358805,-22.07521594684385,66.34237873754152,-20.432825484764543,26.083102493074794,-23.63781163434903,1029.3426944444445
2016-02-08 18:41:25.656222395,2.582113132649686,3.2014485610320875,4.6239963612305655,-2.454556464174455,-4.916974688473521,7.306493769470405,0.010236520013231902,-0.1276523321204102,0.06843863711544823,0.03545989096573209,0.06495716510903425,-0.054999610591900304,114.93103448275862,0,1,0,0,0,0,0,0,163.57746478873239,23.594680851063824,-15.812393617021277,45.08297872340426,-5.799305555555556,-6.340972222222222,-20.398611111111112,1029.2607605633802
2016-02-08 18:41:40.656222395,7.581389035667107,-2.588663474240423,-4.9843190224570675,-2.762245792563601,-5.102631311154599,5.153765166340509,-0.018291611624834878,0.03357826948480845,-0.009107001321003958,-0.015692367906066543,0.029723287671232876,-0.038389432485322894,100.86666666666666,0,1,0,0,0,0,0,0,0.0,-61.51714285714286,-59.60543521594684,77.45557475083056,-18.113351877607787,-2.6404728789986094,-0.5639777468706537,1029.4281549295774
2016-02-08 18:41:55.656222395,8.542660383597884,-1.761928902116402,-4.528156746031746,-1.297806625577812,-2.0480057781201846,8.76888906009245,-0.006869708994708995,0.008936838624338625,0.007101190476190475,-0.0007426810477658062,-0.1285431432973806,0.04290023112480738,102.3125,0,1,0,0,0,0,0,0,0.0,-73.56087765957447,-47.59440159574468,43.03787234042553,-9.814892136395269,-2.0918580375782883,-33.849686847599166,1029.388014084507
2016-02-08 18:42:10.656222395,8.5959272967614,-1.7970674157303372,-4.454770654329147,-0.26411691633175016,-3.53153343076361,8.442290829375228,-0.008410773298083278,0.020350958360872445,0.001047587574355585,0.007901717208622573,0.028341980270369015,0.007110339788089148,113.0,0,1,0,0,0,0,0,0,0.0,-76.2272292358804,-48.8432292358804,40.86490365448505,-14.00207039337474,-2.9206349206349205,-43.37819185645272,1029.3859166666668
2016-02-08 18:42:25.656222395,8.365030743801654,-1.9162697520661158,-4.885150082644628,-0.17623868471953577,-0.9412711798839459,9.789809671179883,-0.008649917355371902,0.02010280991735537,0.0007454545454545455,-0.004236363636363637,0.005866924564796906,-0.015587234042553194,115.75,0,1,0,0,0,0,0,0,0.0,-76.13716755319149,-48.705797872340426,45.65984042553191,-27.73562412342216,3.7847124824684433,-40.953015427769984,1029.3801971830987
2016-02-08 18:42:40.656222395,8.362032023770222,-1.9561690326840544,-4.872833608451634,0.19813805104408352,-1.6414976798143854,9.532022428460944,-0.008266754704522946,0.02039220864971938,0.0012581710135358205,-0.02021345707656613,0.02828267594740913,-0.0572969837587007,141.25714285714287,0,1,0,0,0,0,0,0,0.0,-76.67932180851064,-49.08929521276596,45.77098404255319,-28.160416666666666,-4.523611111111111,-23.593055555555555,1029.398352112676
2016-02-08 18:42:55.656222395,8.343106622516556,-2.0184039735099337,-4.87811523178808,-0.0133635321100917,-2.173568042813456,9.124632645259938,-0.008378476821192055,0.020774172185430463,0.00020562913907284765,-0.035466360856269113,-0.008639908256880732,0.013322629969418956,149.53571428571428,0,1,0,0,0,0,0,0,0.0,-77.03329787234043,-49.57878989361702,46.13034574468086,-31.037062937062938,-16.20769230769231,15.157342657342657,1029.3785774647888
2016-02-08 18:43:10.656222395,8.370543140495867,-1.9945844628099174,-4.838265454545454,0.8497979094076656,-4.625407278358498,8.440294231513743,-0.007961652892561984,0.020570578512396694,0.0006935537190082645,0.003737127371273708,0.01743670150987224,-0.018301587301587305,146.06666666666666,0,1,0,0,0,0,0,0,0.0,-77.37873670212765,-49.79860372340426,46.15428191489362,-4.3,-18.07777777777778,-18.939583333333335,1029.3791690140845
2016-02-08 18:43:25.656222395,8.355069421487602,-2.0422505785123963,-4.8474155371900824,0.7894380038387715,-3.983726679462572,8.834734357005757,-0.007953042328042328,0.02057738095238095,0.0011101190476190477,0.010510940499040307,0.011290211132437621,-0.015791554702495204,134.10344827586206,0,1,0,0,0,0,0,0,0.0,-77.8731827242525,-49.969714285714296,46.72074418604651,-17.58939929328622,-37.719434628975264,-34.21625441696113,1029.3981690140843
