,acc_phone_X,acc_phone_Y,acc_phone_Z,gyr_phone_X,gyr_phone_Y,gyr_phone_Z,light_phone_Illuminance,press_phone_Millibars,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,label
34,1.3992106072087276e+166,1.920266180784618e+168,9.647641970998449e+167,-3.4398332591051695e+165,5.69766016170458e+165,-5.467422303091716e+165,1.2,1022.0231719999996,-0.2068631886828643,0.5423970549837235,-0.0664374760021427,-0.006537112397702,-0.0002455208416688,9.670365158752604e-05,1.1658198710823298e-05,Walking
35,1.3399847164347367e+166,1.836813560030043e+168,9.23414125403716e+167,-3.2939551660159818e+165,5.459917033343945e+165,-5.2342939382642e+165,0.8,1022.030488,-0.2146067573280491,0.5185053505344672,-0.0642518110445943,-0.0065429040286572,-0.0001960545448901,0.0001048498333201,1.266295877433432e-05,Walking
36,1.2832476872871148e+166,1.7569814432091766e+168,8.838465428535321e+167,-3.154253568774683e+165,5.23209141069265e+165,-5.011103814373704e+165,0.9,1021.999513,-0.1786804772782105,0.4967797757867991,-0.0618605017993301,-0.0065422415276308,-0.0001460866466337,0.0001118727178425,1.3576034213591548e-05,Walking
37,1.2288955059929795e+166,1.6806137883534038e+168,8.459845376544705e+167,-3.020467013623348e+165,5.013768035224824e+165,-4.7974271514011176e+165,0.6,1022.063813,-0.2514933305892938,0.4732685192066959,-0.0591243628245913,-0.0065172449657032,-9.82711817113228e-05,0.0001181779029829,1.4241617098370574e-05,Walking
38,1.1768285003513767e+166,1.6075612118755328e+168,8.09754497824795e+167,-2.892345137241807e+165,4.804549188833943e+165,-4.592857420679145e+165,0.9,1022.030348,-0.2127723695599344,0.4535294562056186,-0.0566788064354415,-0.0064936619171035,-4.920292870139659e-05,0.0001231860729923,1.4867591775546972e-05,Walking
39,1.1269511578760182e+166,1.5376807074079452e+168,7.75085971216936e+167,-2.7696481935177256e+165,4.60405394358294e+165,-4.3970055588709665e+165,1.1,1022.035491,-0.2181274787352094,0.4335693158283108,-0.0540576234503331,-0.0064550873438089,-1.5885639892847577e-06,0.0001273352067777,1.529961133935054e-05,Walking
40,1.0791719516061268e+166,1.4708353763914817e+168,7.419115314096942e+167,-2.652146600751269e+165,4.411917443850789e+165,-4.209499215482026e+165,0.8,1022.020963,-0.2010644476531627,0.4149218023666664,-0.0524905567416588,-0.0064035375775676,4.5634653652229874e-05,0.0001304378920514,1.5596881710946975e-05,Walking
41,1.033403173258007e+166,1.4068941699338433e+168,7.101666492264363e+167,-2.5396205083948438e+165,4.227790219488024e+165,-4.0299820324991904e+165,0.6,1022.036251,-0.2180417612705271,0.3962610627666019,-0.0505396206494501,-0.0063413411229111,9.12552175084062e-05,0.0001327163768191,1.570826116908952e-05,Walking
42,9.895607734043155e+165,1.3457316414748517e+168,6.797895696443052e+167,-2.4318593824687214e+165,4.051337528650744e+165,-3.858112954811638e+165,0.9,1022.0623159999996,-0.2473306823395826,0.3781560658222972,-0.0478171487280775,-0.0062745050202054,0.0001354538579387,0.0001341603457951,1.5657310178232575e-05,Walking
43,9.475642083816908e+165,1.2872277098138505e+168,6.507211938692572e+167,-2.3286616088318792e+165,3.882238729037557e+165,-3.693565570124931e+165,1.0,1022.028297,-0.2080838836322017,0.3624480482646637,-0.0461366108462197,-0.00620319007634,0.0001796407582086,0.000134538777402,1.552000857234226e-05,Walking
44,9.073362936405162e+165,1.23126743207187e+168,6.229049663611237e+167,-2.229834113524185e+165,3.720186676306664e+165,-3.536027477134313e+165,1.1,1022.037352,-0.2180034922524929,0.3462382222648621,-0.0440634170260377,-0.0061216063800905,0.0002216714427915,0.000134243238198,1.5189587275962755e-05,Walking
45,8.688030632631106e+165,1.177740786177909e+168,5.962867666019054e+167,-2.1351919994312883e+165,3.5648871485009738e+165,-3.3851996807754645e+165,0.8,1022.0145649999996,-0.191612397777777,0.3315355051063097,-0.0430111024375354,-0.0060328792126564,0.000263006462773,0.0001330487702139,1.4750289174705888e-05,Walking
46,8.318936353886237e+165,1.1265424624847964e+168,5.708148054091557e+167,-2.0445581985572016e+165,3.416058295357749e+165,-3.240796013420573e+165,0.9,1022.055251,-0.2376577388469577,0.3157661086815718,-0.0407419461853282,-0.0059372186060321,0.0003015690410054,0.0001313536879317,1.410885009678342e-05,Walking
47,7.965400832943494e+165,1.0775716641357077e+168,5.464395256046092e+167,-1.9577631392218013e+165,3.273430111426062e+165,-3.102542580934867e+165,0.8,1022.013641,-0.1898200632217397,0.3029002005965878,-0.0397455050378796,-0.0058415850409229,0.0003402645840168,0.0001286918417189,1.342726014177259e-05,Walking
48,7.626773118941001e+165,1.0307319158174537e+168,5.231135068561899e+167,-1.874644427531219e+165,3.1367439319601984e+165,-2.9701772325537397e+165,1.0,1022.010308,-0.1856693936628543,0.2896051346191804,-0.0379514078065401,-0.0057413422460935,0.0003765982828696,0.0001255332919163,1.258537942977478e-05,Walking
49,7.302429394247003e+165,9.859308805512537e+167,5.007913745191508e+167,-1.795046542498459e+165,3.005751950600197e+165,-2.8434490535834803e+165,1.1,1022.083032,-0.2683167167406907,0.2747251630681848,-0.0355344118572383,-0.0056303416996344,0.000409868740442,0.000122031343743,1.154920681808308e-05,Walking
50,6.991771841015818e+165,9.430801841857353e+167,4.794297123094325e+167,-1.7188205442195425e+165,2.8802167578921087e+165,-2.7221178799695306e+165,0.8,1022.056678,-0.2379325498856838,0.2631106235862541,-0.0348625592404036,-0.0055205366744835,0.000443528794906,0.0001176385077031,1.0516049542080852e-05,Walking
51,6.694227555339192e+165,9.020952472704792e+167,4.589869786493402e+167,-1.645823794537143e+165,2.759910899740312e+165,-2.605953833815128e+165,1.0,1022.070431,-0.2533195511459623,0.2509765258608011,-0.0330680501552761,-0.0054093149369927,0.0004746723599346,0.0001129062511029,9.34931593385424e-06,Walking
52,6.409247506987755e+165,8.628951240015299e+167,4.3942342653233914e+167,-1.5759196896490913e+165,2.6446164549225464e+165,-2.49473687897045e+165,1.1,1022.006646,-0.1802483496706452,0.2415074705909487,-0.0323317750178433,-0.0053011887428812,0.0005056982927234,0.0001074628574735,8.183665746633317e-06,Walking
53,6.136305542823542e+165,8.254023479429531e+167,4.207010267602028e+167,-1.5089774041433389e+165,2.534124630835274e+165,-2.38825639584782e+165,1.6,1022.041782,-0.2200559382904479,0.2298042342378179,-0.0299693693928511,-0.0051868352893338,0.0005330589893131,0.000101963252431,6.8410488482870124e-06,Walking
54,5.874897432046834e+165,7.895427842407012e+167,4.0278339441188723e+167,-1.4448716459640473e+165,2.428235376672621e+165,-2.286310774652401e+165,1.4,1022.031454,-0.2080072720826945,0.2197204706555845,-0.0291973962831499,-0.0050683304916796,0.0005597808610364,9.59217413725892e-05,5.483226065174096e-06,Walking
55,5.624539951519073e+165,7.552454880567642e+167,3.8563571840938615e+167,-1.3834824218354874e+165,2.3267570132765123e+165,-2.188707026250115e+165,2.3,1022.023769,-0.1989745241089088,0.2101890846237761,-0.0268155502571622,-0.0049584904592694,0.0005846001509862,8.96277718114309e-05,4.077171042338179e-06,Walking
56,5.3847700094783615e+165,7.224425689628676e+167,3.692246940514649e+167,-1.3246948126914753e+165,2.2295058789286467e+165,-2.095260409925432e+165,2.6,1022.035455,-0.2120613177065013,0.2004324668562219,-0.0251584961421827,-0.0048408519481514,0.0006075132591717,8.309880199073754e-05,2.6077747154670816e-06,Walking
57,5.155143806035244e+165,6.910690610437959e+167,3.535184583915656e+167,-1.2683987586780945e+165,2.13630599038678e+165,-2.0057940773113564e+165,2.6,1022.036074,-0.2125339049168516,0.1913396464497778,-0.0241140782398209,-0.0047209110476504,0.000629077259416,7.62898232016041e-05,1.1200067193753438e-06,Walking
58,4.935236028904296e+165,6.610627984708764e+167,3.384865283413479e+167,-1.2144888533165562e+165,2.0469887184982697e+165,-1.9201387318023684e+165,2.0,1022.027989,-0.2030910981558973,0.1827761121705016,-0.0240991923802422,-0.0045960364821111,0.0006493219610008,6.923445053679036e-05,-3.795328877564952e-07,Walking
59,4.724639082891616e+165,6.323642963161561e+167,3.240997413862894e+167,-1.1628641464312632e+165,1.9613924777531083e+165,-1.838132302788404e+165,2.3,1022.0625300000004,-0.2422856787236769,0.1735363373852984,-0.0223232846198742,-0.0044759634694371,0.0006669935899335,6.221273201444607e-05,-1.9291797666576294e-06,Walking
60,4.522962351719916e+165,6.049166363874224e+167,3.103301988045385e+167,-1.1134279554655248e+165,1.8793624291666507e+165,-1.7596196340742226e+165,2.8,1022.03785,-0.2139152302462449,0.1663501801345285,-0.0209425382664245,-0.0043628166828393,0.000684240563508,5.489045260711627e-05,-3.41198524124453e-06,Walking
61,4.329831490831816e+165,5.786653578734128e+167,2.971512112847913e+167,-1.066087684823976e+165,1.8007501959089898e+165,-1.684452185873801e+165,2.7,1022.048637,-0.2260280033815871,0.1584038307049694,-0.0201001830263162,-0.0042418902499466,0.0006993891456052,4.7578321601453175e-05,-4.924324347267695e-06,Walking
62,4.144887749868148e+165,5.535583525973825e+167,2.84537246843363e+167,-1.020754652896649e+165,1.7254135911234513e+165,-1.6124877497937505e+165,3.7,1022.051507,-0.2291045913038696,0.1511914471743787,-0.0177509105436327,-0.0041323407942725,0.0007130104939978,4.024662820227828e-05,-6.402216115170001e-06,Walking
63,3.967787323571733e+165,5.295457646856475e+167,2.7246388094485094e+167,-9.77343926434858e+164,1.653216357401097e+165,-1.5435901762433128e+165,3.6,1021.979529,-0.1467975149109072,0.1462083196047828,-0.0178913486677005,-0.0040197864528698,0.0007268532632009,3.259995569975095e-05,-7.774500324533862e-06,Walking
64,3.798200729918478e+165,5.065798944658089e+167,2.6090774873485004e+167,-9.357741619636032e+164,1.584027917401549e+165,-1.4776291137312946e+165,2.7,1021.980999,-0.148311554870186,0.1393214388323381,-0.0184443262141845,-0.0038951228691446,0.0007380010172095,2.51735178968186e-05,-9.191782734049858e-06,Walking
65,3.6358122143268795e+165,4.84615106417117e+167,2.4984649929706467e+167,-8.959674539290953e+164,1.5177231351328804e+165,-1.4144797595323657e+165,3.0,1022.008138,-0.1791095505012193,0.1322012300361369,-0.0169682279052008,-0.0037805374762659,0.0007470622073384,1.7931665063585666e-05,-1.0585363247654632e-05,Walking
66,3.4803191788440987e+165,4.636077410028453e+167,2.3925875185087364e+167,-8.57849189293268e+164,1.4541820874248533e+165,-1.354022621226529e+165,1.7,1022.001743,-0.1716679051335412,0.1260255229878886,-0.0182645682273317,-0.0036555258271659,0.0007557497248403,1.057032516328351e-05,-1.1896683744648529e-05,Walking
