,acc_phone_X,acc_phone_Y,acc_phone_Z,gyr_phone_X,gyr_phone_Y,gyr_phone_Z,light_phone_Illuminance,press_phone_Millibars,labelCycling,labelOnTable,labelScreenTime,labelSitting,labelWalking,labelYardwork,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7
2021-06-04 19:15:35,3.936236259899508e+166,5.566205157348296e+168,2.7669328888217183e+168,-9.72669651099123e+165,1.5858725422145714e+166,-1.5565324664337347e+166,195.7,1022.0100960000003,0,0,0,0,1,0,-0.21625170320836024,1.596202308729679,0.10529034549592227,0.0003229921104120903,-0.00047046117230332415,-0.0001626368677278645,-7.248844935969778e-06
2021-06-04 19:15:36,3.7706497502231675e+166,5.325374526419752e+168,2.6479756471730384e+168,-9.314471899027065e+165,1.5195632484398678e+166,-1.490088351138601e+166,195.7,1021.982215,0,0,0,0,1,0,-0.18271392270342807,1.5299861982886362,0.11263317265428575,-0.000558700565797543,-0.0005598309876289758,-0.00017015972798966873,-8.410932656022219e-06
2021-06-04 19:15:37,3.611998817580729e+166,5.094901831112939e+168,2.534133572348838e+168,-8.919726685215349e+165,1.4560373553148128e+166,-1.4264856680162647e+166,195.7,1021.999017,0,0,0,0,1,0,-0.20023349867916632,1.4653613777786338,0.1201424028772737,-0.0013713408900996593,-0.000634703546785657,-0.0001727865008873247,-9.357333907389354e-06
2021-06-04 19:15:38,3.4599932378813415e+166,4.874345687400725e+168,2.4251877707766877e+168,-8.541717380621613e+165,1.3951771827425588e+166,-1.3656026105289744e+166,195.7,1022.028376,0,0,0,0,1,0,-0.2321510257107829,1.4031103449391091,0.12747854960647417,-0.002120913490235965,-0.0006957138870919165,-0.0001712936832781898,-1.0045124222368695e-05
2021-06-04 19:15:39,3.314354974095268e+166,4.663283298763872e+168,2.3209286336779133e+168,-8.179732335172786e+165,1.3368700658493388e+166,-1.3073225962732107e+166,195.7,1022.058323,0,0,0,0,1,0,-0.26480669632746084,1.3434538405786105,0.13452320781392463,-0.0028116385100401264,-0.0007438165469765314,-0.00016633027696813694,-1.0460025279879215e-05
2021-06-04 19:15:40,3.174817660353436e+166,4.461309685652348e+168,2.2211554471875146e+168,-7.833090360066722e+165,1.2810081405963488e+166,-1.2515340435596444e+166,0.0,1022.064145,0,0,0,0,1,0,-0.2719779354372332,1.2537712495330564,-0.149166608811666,-0.0016709696111542605,-0.0007437879098208856,-0.0001678536967687606,-1.1475579237585354e-05
2021-06-04 19:15:41,3.04112610817886e+166,4.26803694614073e+168,2.1256760186998053e+168,-7.5011394103508e+165,1.2274881384791259e+166,-1.1981301575337596e+166,0.3,1022.068932,0,0,0,0,1,0,-0.27604860686287963,1.199767230698114,-0.14251227234332647,-0.002258094366747898,-0.0007688993476357142,-0.00015762881219908063,-1.1333676477320864e-05
2021-06-04 19:15:42,2.913035833880095e+166,4.0830935465522964e+168,2.034306318769974e+168,-7.183255325054459e+165,1.1762111899370126e+166,-1.147008725427034e+166,0.6,1022.0637390000003,0,0,0,0,1,0,-0.2687909506510653,1.1483360336883586,-0.13622925975177208,-0.00279621627624721,-0.0007840480732931338,-0.0001454743108752609,-1.093558751774637e-05
2021-06-04 19:15:43,2.7903126061808976e+166,3.906123640874616e+168,1.9468701379292313e+168,-6.878840622369802e+165,1.127082636110694e+166,-1.0980719205462605e+166,0.8,1022.103956,0,0,0,0,1,0,-0.31340436284397716,1.0978054924947827,-0.12984561143524093,-0.003282698360172309,-0.0007912222425576539,-0.00013161866846833666,-1.035905381316371e-05
2021-06-04 19:15:44,2.6727320132021757e+166,3.7367864178354632e+168,1.8631987577975103e+168,-6.5873233474793735e+165,1.0800118486005415e+166,-1.0512261146255172e+166,1.1,1022.0448050000001,0,0,0,0,1,0,-0.2446903622893749,1.05218802434322,-0.12464626214476117,-0.003733709424994014,-0.0007884917965226682,-0.00011689798514796408,-9.466787242867758e-06
2021-06-04 19:15:45,2.5600790479521476e+166,3.5747554745518987e+168,1.7831306359029268e+168,-6.308155970731183e+165,1.0349120568926041e+166,-1.0063816981815169e+166,1.4,1022.0193529999999,0,0,0,0,1,0,-0.21447927692345056,1.0076349692359459,-0.11930595679219451,-0.0041400992293093575,-0.000779249738840742,-0.00010120316671556659,-8.425477744877785e-06
2021-06-04 19:15:46,2.4521477115186165e+166,3.4197182157074072e+168,1.7065111036413838e+168,-6.040814333957974e+165,9.917001831326402e+165,-9.634529085285992e+165,1.3,1022.096951,0,0,0,0,1,0,-0.3019035701781045,0.9620425149447028,-0.1136454025140657,-0.0044950391449616045,-0.0007655351212117957,-8.46150282675308e-05,-7.3358581370308595e-06
2021-06-04 19:15:47,2.3487406331934562e+166,3.2713752772521326e+168,1.6331920768329502e+168,-5.784796642831021e+165,9.502966839415985e+165,-9.22357665124477e+165,1.3,1022.041367,0,0,0,0,1,0,-0.23741151671631397,0.9220574315016556,-0.10951171988317925,-0.004824496462853323,-0.000743525474808374,-6.81515802116899e-05,-5.965135251834175e-06
2021-06-04 19:15:48,2.249668706793908e+166,3.1294399736597714e+168,1.5630317783539186e+168,-5.539622503228392e+165,9.106253989784478e+165,-8.830174119320653e+165,0.9,1022.0599179999999,0,0,0,0,1,0,-0.25755822910412135,0.8816858834237246,-0.10535748513661106,-0.005109363283125973,-0.0007178417466585804,-5.137786692266637e-05,-4.5652845294119615e-06
2021-06-04 19:15:49,2.154750742478155e+166,2.9936377678115834e+168,1.4958944723448284e+168,-5.304831999683727e+165,8.72613405968252e+165,-8.45356966496317e+165,0.3,1022.069076,0,0,0,0,1,0,-0.26703294331180605,0.8432358882842361,-0.10179613852876128,-0.0053603250802056746,-0.0006874999610896067,-3.476170923729444e-05,-3.0706981062611494e-06
2021-06-04 19:15:50,2.063813133384002e+166,2.863705762613404e+168,1.4316502095152569e+168,-5.0799848140643104e+165,8.361908819248878e+165,-8.09304375448025e+165,0.3,1022.053113,0,0,0,0,1,0,-0.24787981768563666,0.8072136428438413,-0.0978062028812893,-0.005587936065739041,-0.0006529091476793171,-1.8491854206249262e-05,-1.4860845832243008e-06
2021-06-04 19:15:51,1.976689536449384e+166,2.739392213485487e+168,1.3701745830858357e+168,-4.864659382706544e+165,8.012909703088526e+165,-7.747907761590368e+165,0.8,1022.0889960000001,0,0,0,0,1,0,-0.28791869293540195,0.7713687311769668,-0.092681695322581,-0.005786982589738504,-0.0006160856225120736,-2.4689791826435283e-06,8.007989799052595e-08
2021-06-04 19:15:52,1.8932205668019285e+166,2.620456060897678e+168,1.3113484949267996e+168,-4.6584520903130955e+165,7.678496538711797e+165,-7.417502642853324e+165,1.1,1022.038613,0,0,0,0,1,0,-0.22956690481359374,0.7394007608559734,-0.08897188577432347,-0.005964114746260768,-0.0005746910952624349,1.2686460882039467e-05,1.7500281800642004e-06
2021-06-04 19:15:53,1.8132535051319974e+166,2.5066664821538305e+168,1.2550579314704503e+168,-4.460976498989146e+165,7.358056329446179e+165,-7.101197669459345e+165,0.9,1022.042658,0,0,0,0,1,0,-0.23336000900883644,0.7072388425583684,-0.08556719380162114,-0.006106970700737846,-0.0005318767051862955,2.7317181115932767e-05,3.3474610105777014e-06
2021-06-04 19:15:54,1.736642017489477e+166,2.3978024616595207e+168,1.2011937489922214e+168,-4.271862610865475e+165,7.0510020895297865e+165,-6.798389212966991e+165,0.9,1022.0743980000001,0,0,0,0,1,0,-0.2687865853637234,0.6756931721959089,-0.08171675219879818,-0.006225736593175268,-0.0004876681224342907,4.1276793167166314e-05,4.88303822204772e-06
2021-06-04 19:15:55,1.6632458869692228e+166,2.2936523789360174e+168,1.1496514678716875e+168,-4.090756162823926e+165,6.756771729189151e+165,-6.5084995826865684e+165,0.9,1022.0394060000001,0,0,0,0,1,0,-0.2281044198217813,0.6473276411947526,-0.07874894206100219,-0.006327820769353398,-0.000440569757421548,5.416830678592276e-05,6.438006673034624e-06
2021-06-04 19:15:56,1.5929307567734773e+166,2.1940136136713085e+168,1.100331075460862e+168,-3.917317951905969e+165,6.474826987593884e+165,-6.230975912507771e+165,0.8,1022.058615,0,0,0,0,1,0,-0.24929962166112146,0.6186687618470982,-0.07547581527002184,-0.0064040371830429155,-0.00039328539141600714,6.63285492593484e-05,7.862830568389212e-06
2021-06-04 19:15:57,1.5255678841619534e+166,2.0986921671257718e+168,1.0531368372024692e+168,-3.751223190047645e+165,6.2046524116670795e+165,-5.9652890950678745e+165,0.8,1022.0312419999997,0,0,0,0,1,0,-0.217373757732933,0.5925318630754066,-0.07270307936099446,-0.006465790715795561,-0.00034420881693699194,7.73874989106605e-05,9.250845191294266e-06
2021-06-04 19:15:58,1.461033904821632e+166,2.0075022992359263e+168,1.0079771156555547e+168,-3.592160886844195e+165,5.945754378813191e+165,-5.710932761250186e+165,0.9,1022.034951,0,0,0,0,1,0,-0.2209414107136175,0.5666819333807898,-0.06957086414944821,-0.006508159184577256,-0.00029515972725853223,8.756962561028221e-05,1.0503323022187372e-05
2021-06-04 19:15:59,1.3992106072087276e+166,1.920266180784618e+168,9.647641970998449e+167,-3.4398332591051695e+165,5.69766016170458e+165,-5.467422303091716e+165,1.2,1022.0231719999997,0,0,0,0,1,0,-0.20686318868286435,0.5423970549837235,-0.0664374760021427,-0.006537112397702022,-0.00024552084166889375,9.670365158752603e-05,1.1658198710823298e-05
2021-06-04 19:16:00,1.3399847164347369e+166,1.836813560030043e+168,9.234141254037159e+167,-3.2939551660159818e+165,5.459917033343945e+165,-5.2342939382642e+165,0.8,1022.030488,0,0,0,0,1,0,-0.21460675732804918,0.5185053505344672,-0.06425181104459436,-0.006542904028657259,-0.00019605454489015625,0.00010484983332018019,1.266295877433432e-05
2021-06-04 19:16:01,1.2832476872871147e+166,1.7569814432091766e+168,8.838465428535321e+167,-3.154253568774683e+165,5.23209141069265e+165,-5.0111038143737036e+165,0.9,1021.999513,0,0,0,0,1,0,-0.1786804772782105,0.4967797757867991,-0.0618605017993301,-0.006542241527630888,-0.00014608664663377888,0.00011187271784257147,1.3576034213591548e-05
2021-06-04 19:16:02,1.2288955059929797e+166,1.6806137883534038e+168,8.459845376544705e+167,-3.0204670136233475e+165,5.0137680352248234e+165,-4.797427151401118e+165,0.6,1022.063813,0,0,0,0,1,0,-0.25149333058929385,0.47326851920669594,-0.059124362824591326,-0.006517244965703273,-9.82711817113228e-05,0.00011817790298295023,1.4241617098370574e-05
2021-06-04 19:16:03,1.1768285003513767e+166,1.6075612118755326e+168,8.09754497824795e+167,-2.8923451372418067e+165,4.8045491888339426e+165,-4.5928574206791446e+165,0.9,1022.030348,0,0,0,0,1,0,-0.21277236955993442,0.4535294562056186,-0.05667880643544159,-0.006493661917103544,-4.920292870139659e-05,0.0001231860729923404,1.4867591775546973e-05
2021-06-04 19:16:04,1.1269511578760182e+166,1.5376807074079452e+168,7.750859712169359e+167,-2.7696481935177256e+165,4.60405394358294e+165,-4.397005558870967e+165,1.1,1022.035491,0,0,0,0,1,0,-0.21812747873520943,0.4335693158283108,-0.05405762345033316,-0.006455087343808952,-1.5885639892847577e-06,0.00012733520677777146,1.529961133935054e-05
2021-06-04 19:16:05,1.0791719516061267e+166,1.4708353763914817e+168,7.419115314096942e+167,-2.652146600751269e+165,4.411917443850789e+165,-4.209499215482026e+165,0.8,1022.020963,0,0,0,0,1,0,-0.20106444765316278,0.4149218023666664,-0.05249055674165887,-0.006403537577567661,4.5634653652229874e-05,0.00013043789205149895,1.5596881710946975e-05
2021-06-04 19:16:06,1.033403173258007e+166,1.4068941699338431e+168,7.101666492264363e+167,-2.5396205083948433e+165,4.227790219488024e+165,-4.02998203249919e+165,0.6,1022.036251,0,0,0,0,1,0,-0.2180417612705271,0.3962610627666019,-0.05053962064945012,-0.006341341122911168,9.12552175084062e-05,0.0001327163768191539,1.570826116908952e-05
2021-06-04 19:16:07,9.895607734043155e+165,1.3457316414748517e+168,6.797895696443052e+167,-2.4318593824687214e+165,4.051337528650744e+165,-3.858112954811638e+165,0.9,1022.0623159999997,0,0,0,0,1,0,-0.24733068233958264,0.3781560658222972,-0.04781714872807751,-0.00627450502020549,0.00013545385793870568,0.00013416034579513783,1.5657310178232575e-05
2021-06-04 19:16:08,9.475642083816908e+165,1.2872277098138503e+168,6.507211938692571e+167,-2.3286616088318792e+165,3.8822387290375565e+165,-3.693565570124931e+165,1.0,1022.0282970000001,0,0,0,0,1,0,-0.20808388363220173,0.3624480482646637,-0.04613661084621974,-0.006203190076340043,0.0001796407582086558,0.00013453877740203448,1.552000857234226e-05
2021-06-04 19:16:09,9.073362936405162e+165,1.23126743207187e+168,6.229049663611236e+167,-2.2298341135241855e+165,3.720186676306664e+165,-3.536027477134313e+165,1.1,1022.0373519999999,0,0,0,0,1,0,-0.21800349225249296,0.3462382222648621,-0.04406341702603775,-0.006121606380090572,0.00022167144279150978,0.0001342432381980272,1.5189587275962757e-05
2021-06-04 19:16:10,8.688030632631106e+165,1.1777407861779087e+168,5.962867666019054e+167,-2.1351919994312883e+165,3.5648871485009738e+165,-3.3851996807754645e+165,0.8,1022.0145649999997,0,0,0,0,1,0,-0.191612397777777,0.3315355051063097,-0.04301110243753545,-0.006032879212656425,0.0002630064627730217,0.00013304877021396512,1.4750289174705888e-05
2021-06-04 19:16:11,8.318936353886237e+165,1.1265424624847964e+168,5.708148054091556e+167,-2.0445581985572016e+165,3.416058295357749e+165,-3.2407960134205726e+165,0.9,1022.055251,0,0,0,0,1,0,-0.2376577388469577,0.31576610868157184,-0.0407419461853282,-0.005937218606032135,0.0003015690410054102,0.00013135368793178818,1.410885009678342e-05
2021-06-04 19:16:12,7.965400832943494e+165,1.0775716641357077e+168,5.464395256046092e+167,-1.9577631392218013e+165,3.273430111426062e+165,-3.102542580934867e+165,0.8,1022.013641,0,0,0,0,1,0,-0.1898200632217397,0.30290020059658784,-0.03974550503787969,-0.005841585040922928,0.0003402645840168183,0.00012869184171892907,1.342726014177259e-05
2021-06-04 19:16:13,7.626773118941001e+165,1.0307319158174537e+168,5.231135068561899e+167,-1.874644427531219e+165,3.1367439319601984e+165,-2.9701772325537393e+165,1.0,1022.010308,0,0,0,0,1,0,-0.18566939366285432,0.2896051346191804,-0.03795140780654015,-0.005741342246093531,0.00037659828286969974,0.00012553329191637803,1.2585379429774779e-05
2021-06-04 19:16:14,7.302429394247003e+165,9.859308805512535e+167,5.007913745191507e+167,-1.7950465424984587e+165,3.0057519506001972e+165,-2.8434490535834803e+165,1.1,1022.083032,0,0,0,0,1,0,-0.2683167167406907,0.27472516306818484,-0.035534411857238365,-0.005630341699634486,0.0004098687404420211,0.0001220313437430348,1.154920681808308e-05
2021-06-04 19:16:15,6.991771841015818e+165,9.430801841857353e+167,4.794297123094325e+167,-1.7188205442195423e+165,2.8802167578921087e+165,-2.7221178799695302e+165,0.8,1022.0566779999999,0,0,0,0,1,0,-0.23793254988568383,0.26311062358625414,-0.03486255924040368,-0.005520536674483559,0.0004435287949060697,0.00011763850770310883,1.0516049542080852e-05
2021-06-04 19:16:16,6.694227555339192e+165,9.020952472704792e+167,4.589869786493402e+167,-1.645823794537143e+165,2.7599108997403117e+165,-2.605953833815128e+165,1.0,1022.0704310000001,0,0,0,0,1,0,-0.2533195511459623,0.2509765258608011,-0.03306805015527611,-0.005409314936992732,0.000474672359934635,0.00011290625110293407,9.349315933854241e-06
2021-06-04 19:16:17,6.409247506987755e+165,8.628951240015298e+167,4.394234265323391e+167,-1.5759196896490911e+165,2.6446164549225464e+165,-2.49473687897045e+165,1.1,1022.006646,0,0,0,0,1,0,-0.1802483496706452,0.24150747059094874,-0.032331775017843324,-0.00530118874288122,0.0005056982927234485,0.00010746285747356719,8.183665746633317e-06
2021-06-04 19:16:18,6.136305542823542e+165,8.254023479429531e+167,4.207010267602028e+167,-1.5089774041433389e+165,2.534124630835274e+165,-2.3882563958478195e+165,1.6,1022.041782,0,0,0,0,1,0,-0.22005593829044792,0.22980423423781798,-0.02996936939285113,-0.005186835289333877,0.0005330589893131117,0.00010196325243109568,6.8410488482870124e-06
2021-06-04 19:16:19,5.874897432046834e+165,7.895427842407011e+167,4.0278339441188723e+167,-1.4448716459640473e+165,2.428235376672621e+165,-2.286310774652401e+165,1.4,1022.0314539999999,0,0,0,0,1,0,-0.2080072720826945,0.21972047065558453,-0.029197396283149907,-0.005068330491679651,0.0005597808610364564,9.59217413725892e-05,5.483226065174096e-06
2021-06-04 19:16:20,5.624539951519073e+165,7.552454880567642e+167,3.8563571840938615e+167,-1.3834824218354874e+165,2.3267570132765123e+165,-2.188707026250115e+165,2.3,1022.023769,0,0,0,0,1,0,-0.19897452410890884,0.21018908462377617,-0.02681555025716227,-0.0049584904592694795,0.0005846001509862163,8.96277718114309e-05,4.077171042338179e-06
2021-06-04 19:16:21,5.384770009478362e+165,7.224425689628675e+167,3.6922469405146485e+167,-1.3246948126914751e+165,2.2295058789286467e+165,-2.095260409925432e+165,2.6,1022.035455,0,0,0,0,1,0,-0.21206131770650138,0.20043246685622193,-0.02515849614218272,-0.004840851948151426,0.0006075132591717003,8.309880199073754e-05,2.6077747154670816e-06
2021-06-04 19:16:22,5.155143806035244e+165,6.910690610437959e+167,3.5351845839156553e+167,-1.2683987586780943e+165,2.1363059903867796e+165,-2.0057940773113564e+165,2.6,1022.036074,0,0,0,0,1,0,-0.21253390491685162,0.1913396464497778,-0.024114078239820973,-0.004720911047650413,0.0006290772594160914,7.62898232016041e-05,1.1200067193753438e-06
2021-06-04 19:16:23,4.935236028904296e+165,6.610627984708764e+167,3.384865283413479e+167,-1.2144888533165562e+165,2.0469887184982697e+165,-1.9201387318023684e+165,2.0,1022.027989,0,0,0,0,1,0,-0.20309109815589738,0.18277611217050163,-0.024099192380242287,-0.004596036482111168,0.0006493219610008536,6.923445053679036e-05,-3.795328877564952e-07
2021-06-04 19:16:24,4.724639082891616e+165,6.323642963161561e+167,3.240997413862894e+167,-1.1628641464312632e+165,1.9613924777531083e+165,-1.8381323027884036e+165,2.3,1022.0625300000003,0,0,0,0,1,0,-0.24228567872367696,0.17353633738529844,-0.022323284619874206,-0.004475963469437169,0.0006669935899335892,6.221273201444607e-05,-1.9291797666576294e-06
2021-06-04 19:16:25,4.522962351719916e+165,6.049166363874224e+167,3.1033019880453846e+167,-1.1134279554655248e+165,1.8793624291666503e+165,-1.7596196340742224e+165,2.8,1022.03785,0,0,0,0,1,0,-0.21391523024624498,0.16635018013452857,-0.020942538266424532,-0.004362816682839381,0.0006842405635080234,5.489045260711627e-05,-3.4119852412445306e-06
2021-06-04 19:16:26,4.329831490831816e+165,5.786653578734128e+167,2.971512112847913e+167,-1.066087684823976e+165,1.8007501959089898e+165,-1.684452185873801e+165,2.7,1022.0486369999999,0,0,0,0,1,0,-0.22602800338158718,0.15840383070496947,-0.020100183026316228,-0.0042418902499466934,0.0006993891456052247,4.7578321601453175e-05,-4.9243243472676945e-06
2021-06-04 19:16:27,4.144887749868148e+165,5.535583525973825e+167,2.84537246843363e+167,-1.020754652896649e+165,1.7254135911234513e+165,-1.6124877497937503e+165,3.7,1022.051507,0,0,0,0,1,0,-0.22910459130386962,0.1511914471743787,-0.01775091054363277,-0.004132340794272556,0.0007130104939978872,4.024662820227828e-05,-6.402216115170001e-06
2021-06-04 19:16:28,3.967787323571733e+165,5.295457646856475e+167,2.7246388094485094e+167,-9.77343926434858e+164,1.653216357401097e+165,-1.5435901762433128e+165,3.6,1021.979529,0,0,0,0,1,0,-0.14679751491090726,0.14620831960478287,-0.017891348667700518,-0.00401978645286985,0.0007268532632009338,3.259995569975095e-05,-7.774500324533862e-06
2021-06-04 19:16:29,3.798200729918478e+165,5.065798944658088e+167,2.6090774873485004e+167,-9.357741619636032e+164,1.584027917401549e+165,-1.4776291137312946e+165,2.7,1021.980999,0,0,0,0,1,0,-0.14831155487018607,0.1393214388323381,-0.018444326214184566,-0.003895122869144667,0.0007380010172095889,2.51735178968186e-05,-9.191782734049858e-06
2021-06-04 19:16:30,3.6358122143268787e+165,4.84615106417117e+167,2.4984649929706467e+167,-8.959674539290953e+164,1.5177231351328802e+165,-1.4144797595323655e+165,3.0,1022.008138,0,0,0,0,1,0,-0.17910955050121938,0.13220123003613693,-0.01696822790520086,-0.0037805374762659646,0.0007470622073384633,1.7931665063585666e-05,-1.0585363247654633e-05
2021-06-04 19:16:31,3.4803191788440983e+165,4.6360774100284533e+167,2.3925875185087364e+167,-8.57849189293268e+164,1.4541820874248531e+165,-1.354022621226529e+165,1.7,1022.0017429999999,0,0,0,0,1,0,-0.17166790513354124,0.1260255229878886,-0.01826456822733174,-0.0036555258271659466,0.0007557497248403265,1.057032516328351e-05,-1.1896683744648529e-05
2021-06-04 19:16:32,3.3314316352519914e+165,4.4351603022164275e+167,2.2912405380895005e+167,-8.213479082997958e+164,1.3932898451504015e+165,-1.2961432886362176e+165,5.8,1021.9953409999997,0,0,0,0,1,0,-0.16417041457628756,0.12102749481380522,-0.01158372617306467,-0.003581085990022187,0.0007621686150319514,3.557760617113586e-06,-1.3123154497654554e-05
2021-06-04 19:16:33,3.188871681079998e+165,4.243000167216502e+167,2.1942284061791085e+167,-7.863951711482045e+164,1.3349362637700252e+165,-1.2407322157054043e+165,1.8,1022.021299,0,0,0,0,1,0,-0.19368453098940183,0.11399517597534242,-0.016586284467261955,-0.0034320822289272968,0.0007682038132849748,-3.6200268852637907e-06,-1.4355316861433542e-05
2021-06-04 19:16:34,3.0523729975537825e+165,4.059214763276884e+167,2.101363973081813e+167,-7.529254303241512e+164,1.2790157827927307e+165,-1.1876845118843895e+165,5.4,1021.98114,0,0,0,0,1,0,-0.14768741580690592,0.1103513424438479,-0.011074033693303533,-0.0033591958417355516,0.0007729496819003219,-1.052159436195813e-05,-1.54091526698881e-05
2021-06-04 19:16:35,2.9216803685489454e+165,3.8834384383808987e+167,2.0124682168231485e+167,-7.208759083448802e+164,1.2254272337652654e+165,-1.1368997426025138e+165,1.7,1022.022519,0,0,0,0,1,0,-0.19480618423447005,0.10340503834190404,-0.015515750819952375,-0.0032152216415235434,0.0007762944381440714,-1.7349103386895605e-05,-1.65074269571526e-05
2021-06-04 19:16:36,2.7965492196581775e+165,3.7153214195377495e+167,1.9273698907392287e+167,-6.901864806892533e+164,1.1740736564187237e+165,-1.0882817384289796e+165,3.1,1022.0147119999999,0,0,0,0,1,0,-0.18575702556278836,0.09892692644846984,-0.012961188528166724,-0.0031234517415708075,0.0007785687445336696,-2.3928747764851834e-05,-1.7447510618842643e-05
2021-06-04 19:16:37,2.6767451765178964e+165,3.5545291320796335e+167,1.8459051861214882e+167,-6.607995636916804e+164,1.1248621226181459e+165,-1.0417384125392329e+165,2.6,1021.941314,0,0,0,0,1,0,-0.1018920857364553,0.09618134077864957,-0.013969283768975535,-0.0030216954765307953,0.0007814224114514201,-3.063363132631066e-05,-1.8239760702806057e-05
2021-06-04 19:16:38,2.5620436415767038e+165,3.4007415477047903e+167,1.7679174092927917e+167,-6.326600071887341e+164,1.0777035677765423e+165,-9.971815861209769e+164,2.8,1022.0239449999999,0,0,0,0,1,0,-0.19605688548209918,0.08936762039269505,-0.012246564731322448,-0.0029156959252466495,0.0007800913486096238,-3.659219002846579e-05,-1.910855874277112e-05
2021-06-04 19:16:39,2.4522293885228943e+165,3.2536525600594746e+167,1.6932566725162468e+167,-6.057149917162503e+164,1.0325126294098837e+165,-9.545268213698938e+164,2.5,1022.0086230000001,0,0,0,0,1,0,-0.17846573184561831,0.08541660780207327,-0.012364471207118291,-0.0028151525087636783,0.0007798088138242964,-4.269198185004417e-05,-1.9781946077095103e-05
2021-06-04 19:16:40,2.3470961736217612e+165,3.1129693867030294e+167,1.6217795981623216e+167,-5.799139300633125e+164,9.892074925240635e+164,-9.136932617404736e+164,2.2,1022.014801,0,0,0,0,1,0,-0.18541117981609342,0.0810454301877574,-0.012267033294939902,-0.0027149822599129673,0.0007781932021295121,-4.850325204234502e-05,-2.0384552232629444e-05
