Timestamp,Milliseconds,Illuminance
2021-06-03 19:43:22,4,6030.7314
2021-06-03 19:43:22,101,6030.7314
2021-06-03 19:43:22,200,6030.7314
2021-06-03 19:43:22,300,6030.7314
2021-06-03 19:43:22,400,6030.7314
2021-06-03 19:43:22,502,6030.7314
2021-06-03 19:43:22,601,6030.7314
2021-06-03 19:43:22,701,6030.7314
2021-06-03 19:43:22,801,6030.7314
2021-06-03 19:43:23,900,6030.7314
2021-06-03 19:43:23,1002,6030.7314
2021-06-03 19:43:23,1100,6030.7314
2021-06-03 19:43:23,1200,6030.7314
2021-06-03 19:43:23,1301,6030.7314
2021-06-03 19:43:23,1401,6030.7314
2021-06-03 19:43:23,1500,6030.7314
2021-06-03 19:43:23,1601,6030.7314
2021-06-03 19:43:23,1700,6030.7314
2021-06-03 19:43:23,1801,6030.7314
2021-06-03 19:43:24,1901,6030.7314
2021-06-03 19:43:24,2001,6030.7314
2021-06-03 19:43:24,2101,6030.7314
2021-06-03 19:43:24,2200,6030.7314
2021-06-03 19:43:24,2301,6030.7314
2021-06-03 19:43:24,2401,6030.7314
2021-06-03 19:43:24,2500,6030.7314
2021-06-03 19:43:24,2600,5478.1294
2021-06-03 19:43:24,2701,5478.1294
2021-06-03 19:43:24,2801,5478.1294
2021-06-03 19:43:25,2900,5478.1294
2021-06-03 19:43:25,3001,5478.1294
2021-06-03 19:43:25,3100,4900.5405
2021-06-03 19:43:25,3201,4900.5405
2021-06-03 19:43:25,3301,4443.1865
2021-06-03 19:43:25,3400,4443.1865
2021-06-03 19:43:25,3500,4443.1865
2021-06-03 19:43:25,3601,4443.1865
2021-06-03 19:43:25,3700,3876.1492
2021-06-03 19:43:25,3800,3876.1492
2021-06-03 19:43:26,3901,3876.1492
2021-06-03 19:43:26,4002,3411.7786
2021-06-03 19:43:26,4100,3411.7786
2021-06-03 19:43:26,4203,3411.7786
2021-06-03 19:43:26,4301,3012.4778
2021-06-03 19:43:26,4400,3012.4778
2021-06-03 19:43:26,4500,3012.4778
2021-06-03 19:43:26,4600,3012.4778
2021-06-03 19:43:26,4701,2660.613
2021-06-03 19:43:26,4800,2660.613
2021-06-03 19:43:27,4901,2660.613
2021-06-03 19:43:27,5000,2345.1982
2021-06-03 19:43:27,5101,2345.1982
2021-06-03 19:43:27,5200,2345.1982
2021-06-03 19:43:27,5301,2345.1982
2021-06-03 19:43:27,5400,2063.1016
2021-06-03 19:43:27,5500,2063.1016
2021-06-03 19:43:27,5601,2063.1016
