,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,magnet_x,magnet_y,magnet_z,acc_x_temp_mean_ws_4,acc_x_temp_std_ws_4,acc_x_temp_min_ws_4,acc_x_temp_max_ws_4,acc_x_temp_median_ws_4,acc_y_temp_mean_ws_4,acc_y_temp_std_ws_4,acc_y_temp_min_ws_4,acc_y_temp_max_ws_4,acc_y_temp_median_ws_4,acc_z_temp_mean_ws_4,acc_z_temp_std_ws_4,acc_z_temp_min_ws_4,acc_z_temp_max_ws_4,acc_z_temp_median_ws_4,gyro_x_temp_mean_ws_4,gyro_x_temp_std_ws_4,gyro_x_temp_min_ws_4,gyro_x_temp_max_ws_4,gyro_x_temp_median_ws_4,gyro_y_temp_mean_ws_4,gyro_y_temp_std_ws_4,gyro_y_temp_min_ws_4,gyro_y_temp_max_ws_4,gyro_y_temp_median_ws_4,gyro_z_temp_mean_ws_4,gyro_z_temp_std_ws_4,gyro_z_temp_min_ws_4,gyro_z_temp_max_ws_4,gyro_z_temp_median_ws_4,magnet_x_temp_mean_ws_4,magnet_x_temp_std_ws_4,magnet_x_temp_min_ws_4,magnet_x_temp_max_ws_4,magnet_x_temp_median_ws_4,magnet_y_temp_mean_ws_4,magnet_y_temp_std_ws_4,magnet_y_temp_min_ws_4,magnet_y_temp_max_ws_4,magnet_y_temp_median_ws_4,magnet_z_temp_mean_ws_4,magnet_z_temp_std_ws_4,magnet_z_temp_min_ws_4,magnet_z_temp_max_ws_4,magnet_z_temp_median_ws_4,labelCycling,labelJumping-jacks,labelSit-ups,labelSquats
1970-01-01 00:00:06.009104625,0.07914041428206985,9.014312562231547,2.494992182256839,0.021018137470380904,-0.10793797470895576,0.11588520398891974,-3.0635168982183822,-38.86683701610032,5.076230677805978,0.27467972152851905,0.6362215059821626,-0.2241791299617368,1.3281214702415232,0.07914041428206985,8.921812232520354,0.16325469012567762,8.742702774648805,9.155842749349215,8.86104469797699,2.629648978139586,0.3982774133187375,2.0171167113101927,3.0331293787969043,2.7032508146578387,0.04869783417120909,0.10804667193889622,-0.034581239772230966,0.22943087202004656,0.021018137470380904,0.04422800155038479,0.2798493738182038,-0.1757489605215148,0.501337594500319,-0.10793797470895576,-0.17797805792553242,0.5992867636470481,-1.1660839202735218,0.2845986363889917,0.11588520398891974,-3.775572482785501,1.3741688514129753,-5.996735286341461,-2.6343057091046043,-3.0635168982183822,-39.1129423493993,0.19285286403531365,-39.328513753023714,-38.86683701610032,-39.17123638579624,4.576791732240638,0.8435282109840155,3.6644854083090617,5.77038354426776,4.318699216163742,1,0,0,0
1970-01-01 00:00:06.509104625,0.5561218123135433,9.06957939804797,2.018341304599492,0.03256083061677925,0.012087473024558707,-0.07974778434296531,-4.783601058251748,-38.62908089274504,6.4991811872288245,0.3339558426732277,0.5309653224178648,-0.2241791299617368,1.3281214702415232,0.3760669657552007,8.970532671086172,0.1576828662729433,8.742702774648805,9.155842749349215,9.014312562231547,2.471605139434357,0.42394494224345936,2.0171167113101927,3.0331293787969043,2.494992182256839,0.0468469130765412,0.08845231363611629,-0.034581239772230966,0.22943087202004656,0.03256083061677925,0.030211639768956626,0.22995400340538866,-0.1757489605215148,0.501337594500319,-0.021746002393786282,-0.14590124047824973,0.4924393030303842,-1.1660839202735218,0.2845986363889917,-0.05167060937712066,-3.9390962098050974,1.1832843757091704,-5.996735286341461,-2.6343057091046043,-3.9122099964564354,-38.974163131222966,0.2845523152240793,-39.328513753023714,-38.625349278819286,-38.961318807833365,5.060752887838863,1.083930279087398,3.6644854083090617,6.4991811872288245,5.076230677805978,1,0,0,0
1970-01-01 00:00:07.009104625,0.4530182558422061,8.85282102424098,2.2728714362074696,-0.04969160077543234,-0.0364451911608665,0.03607273844166017,-5.68433523619184,-39.332358682199114,6.180866163904952,0.3687985514025932,0.4653806997701348,-0.2241791299617368,1.3281214702415232,0.4081704787564557,8.954446872502563,0.14205757912805805,8.742702774648805,9.155842749349215,8.943472130678874,2.410475499744192,0.3885461145276438,2.0171167113101927,3.0331293787969043,2.2728714362074696,0.029217788701575167,0.08464988445748864,-0.04969160077543234,0.22943087202004656,0.021018137470380904,0.01867768213416408,0.2005925403734766,-0.1757489605215148,0.501337594500319,-0.021746002393786282,-0.11071375920914923,0.43230452082675536,-1.1660839202735218,0.2845986363889917,-0.011187887976255294,-4.296200693858825,1.2478081696646421,-5.996735286341461,-2.6343057091046043,-4.201008325191464,-39.006840798560965,0.2758219695120457,-39.332358682199114,-38.625349278819286,-38.961318807833365,5.339832747239928,1.0919980821693671,3.6644854083090617,6.4991811872288245,5.77038354426776,1,0,0,0
1970-01-01 00:00:07.509104625,0.4237277837654613,8.90989839298785,2.3050420728440906,-0.01479118905130971,-0.023547409326382537,-0.04629797083509515,-5.466263156431562,-39.86653863831694,5.627513522159748,0.3785903705149551,0.4168191358242045,-0.2241791299617368,1.3281214702415232,0.4215793292757067,8.941253051594712,0.13100748755041206,8.742702774648805,9.155842749349215,8.90989839298785,2.3943288664347078,0.34945713712952425,2.0171167113101927,3.0331293787969043,2.3050420728440906,0.018281823754697016,0.07985343821213256,-0.04969160077543234,0.22943087202004656,-0.01479118905130971,0.009321397231964852,0.18066619009333945,-0.1757489605215148,0.501337594500319,-0.023547409326382537,-0.09404302942915788,0.38863118151035597,-1.1660839202735218,0.2845986363889917,-0.011187887976255294,-4.525934308067396,1.2282574615820243,-5.996735286341461,-2.6343057091046043,-4.783601058251748,-39.147476940582365,0.4003148243890168,-39.86653863831694,-38.625349278819286,-39.17123638579624,5.417202950070212,0.9936800803950548,3.6644854083090617,6.4991811872288245,5.77038354426776,1,0,0,0
1970-01-01 00:00:08.009104625,0.38723277300676334,8.952790497509184,2.2325513538349457,0.04371819113743159,0.002586237731521219,0.008813529725460241,-5.556386644216111,-39.759681089655686,4.908531349037488,0.3817142824567945,0.3806082553239502,-0.2241791299617368,1.3281214702415232,0.4105588232670583,8.942906235131769,0.11966142594779385,8.742702774648805,9.155842749349215,8.943472130678874,2.3707509780304723,0.32417795815536443,2.0171167113101927,3.0331293787969043,2.2728714362074696,0.02059028480461688,0.07323726617667305,-0.04969160077543234,0.22943087202004656,0.021018137470380904,0.007844742851396056,0.1649684372276611,-0.1757489605215148,0.501337594500319,-0.021746002393786282,-0.08283875476629671,0.35603384840785424,-1.1660839202735218,0.2845986363889917,-0.011187887976255294,-4.669166520749157,1.1751878429287983,-5.996735286341461,-2.6343057091046043,-5.357500736781575,-39.24916563069594,0.4422131114481683,-39.86653863831694,-38.625349278819286,-39.23680578424287,5.367517145199964,0.9183087202160116,3.6644854083090617,6.4991811872288245,5.627513522159748,1,0,0,0
1970-01-01 00:00:08.509104625,0.5510699514924541,8.98219980230305,2.2492858439821384,-0.001015931865535776,-0.009269714000263213,0.08811686989948626,-6.94671421074038,-39.55669719689092,4.809979262625026,0.3955172723154252,0.35512530053788954,-0.2241791299617368,1.3281214702415232,0.4194034613005964,8.945957346858128,0.11125020983428327,8.742702774648805,9.155842749349215,8.949379343855806,2.3542983638231383,0.3032556392731556,2.0171167113101927,3.0331293787969043,2.249593829779408,0.020181151164010532,0.06817413635575534,-0.04969160077543234,0.22943087202004656,0.021018137470380904,0.005925216311039856,0.1528185303992468,-0.1757489605215148,0.501337594500319,-0.009269714000263213,-0.0608013427897364,0.3347212337402245,-1.1660839202735218,0.2845986363889917,0.008248479996701669,-4.919197241443372,1.2815103732689872,-6.94671421074038,-2.6343057091046043,-5.407797539901897,-39.29664358649677,0.4285460699282347,-39.86653863831694,-38.625349278819286,-39.328513753023714,5.286192416037865,0.8770819622866186,3.6644854083090617,6.4991811872288245,5.279959087789716,1,0,0,0
1970-01-01 00:00:09.009104625,0.865636667565741,9.076018621366671,2.281550992011566,-0.10449793826891253,0.0006576467186375795,-0.02611347482332336,-7.932582652688303,-39.36610061706385,5.261379602873364,0.38788093465003737,0.2865578183166025,-0.2241791299617368,0.865636667565741,0.4204913952881516,8.947026074402189,0.1018209289756378,8.742702774648805,9.115088136953458,8.950293167758893,2.3639302233825688,0.2816361257312845,2.018341304599492,3.0331293787969043,2.2612326329934387,-0.005458721337936389,0.046283220254685696,-0.10449793826891253,0.057947467271541216,-0.007903560458422743,-0.026129947596031874,0.06595540757941683,-0.1757489605215148,0.12249129689985627,-0.008103431007308188,0.01652718622810774,0.1321310661393336,-0.32007721247268045,0.2845986363889917,0.008531004861080955,-5.209819475031953,1.5689948128459759,-7.932582652688303,-2.6343057091046043,-5.437030348166728,-39.33188736495127,0.40570519752029227,-39.86653863831694,-38.625349278819286,-39.34922964963149,5.243313951523884,0.8381695776671085,3.6644854083090617,6.4991811872288245,5.185260264040966,1,0,0,0
1970-01-01 00:00:09.509104625,0.7762675378860115,8.935149216990743,2.587572898173478,-0.07879934821978367,-0.0029266128701374104,-0.0221753645377813,-7.643591367642842,-39.394439686688244,4.245407612109695,0.4788389979881308,0.2772299256791994,-0.2241791299617368,0.8693773286042225,0.4383730198038337,8.969963409170589,0.08403943409581507,8.83515837839521,9.115088136953458,8.951998744585582,2.3175266814702007,0.20723264763468266,2.018341304599492,2.89975580367616,2.2612326329934387,-0.01913744991820654,0.05292889090743942,-0.1166940815652285,0.0518783900629636,-0.015033940748744624,-0.02636725806346129,0.048923238718253034,-0.1757489605215148,0.012087473024558707,-0.006607303217389786,0.01999678156557198,0.0900863151965995,-0.07974778434296531,0.2845986363889917,-0.0014697039897768127,-5.729180753130272,1.6232058376377114,-7.932582652688303,-2.6343057091046043,-5.6047973158982405,-39.34223306562941,0.4051435500001949,-39.86653863831694,-38.625349278819286,-39.38027015187605,5.320082745651266,0.7379563430337256,4.054159814656648,6.4991811872288245,5.185260264040966,1,0,0,0
1970-01-01 00:00:10.009104625,0.6475695831037053,8.818695630603546,2.711895349247888,0.04798432082635145,-0.010013313902456172,-0.003672693279216432,-7.725509928477354,-39.54562764736391,3.161339615414792,0.5708902094127087,0.16976433632639576,0.38723277300676334,0.8693773286042225,0.5397738797804961,8.958123592089276,0.09054782495870124,8.818695630603546,9.115088136953458,8.950293167758893,2.319946982613067,0.19872690590194295,2.018341304599492,2.7215774549709675,2.2612326329934387,-0.016123827006071977,0.05461724070202341,-0.1166940815652285,0.0518783900629636,-0.011932735973409771,-0.009866972601497149,0.0144307663053277,-0.04201636032948082,0.012087473024558707,-0.006607303217389786,-0.004971370188470372,0.047148819488719865,-0.07974778434296531,0.08811686989948626,-0.007430290627735862,-6.330142110495635,1.2779899017729055,-7.932582652688303,-3.9122099964564354,-5.913207438681492,-39.404985316188274,0.3837564045626031,-39.86653863831694,-38.625349278819286,-39.476121998006356,5.16466363664596,0.971515606650206,3.161339615414792,6.4991811872288245,5.185260264040966,1,0,0,0
1970-01-01 00:00:10.509104625,0.6759169701999419,8.97021110943198,2.365781611154443,-0.000853381804779037,-0.0018106447271283078,-0.062098319205783,-7.73636646065418,-39.30534611675653,4.307649711093862,0.5944580759103284,0.16667139578636309,0.38723277300676334,0.8693773286042225,0.5993197672980797,8.937085054842955,0.0754687722809512,8.818695630603546,9.076018621366671,8.94642573726734,2.3680664471540767,0.18044191429836226,2.1201720854497568,2.7215774549709675,2.2932965324278283,-0.018204697947446412,0.05326395133434317,-0.1166940815652285,0.05199866742253082,-0.011932735973409771,-0.009642291813488362,0.013156011817566423,-0.04201636032948082,0.0026189938733420536,-0.005265225227192576,-0.0031269049768947845,0.04471802534124194,-0.062098319205783,0.08811686989948626,-0.007430290627735862,-6.761053428553629,1.082879585245125,-7.932582652688303,-5.357500736781575,-7.267204303715907,-39.50019805533596,0.2406396698753326,-39.86653863831694,-38.91006658628877,-39.4844848223227,4.86933114323541,0.9553040546683824,3.161339615414792,6.452358346382363,4.937304533719359,1,0,0,0
