,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,magnet_x,magnet_y,magnet_z
1970-01-01 00:00:05.009104625,1.326553417984,9.15596207876,2.0168758849760002,0.22943289081041665,0.5012615895214584,-1.1655316327541667,-5.995903233625,-38.9615054125,5.772097706791667
1970-01-01 00:00:05.259104625,-3.2820518610384615,8.576887347807691,2.7050479008461537,-0.2605088411521739,0.04642969774043477,-0.21557640997608699,2.8995449232391306,-39.543556379130436,5.027772488826087
1970-01-01 00:00:05.509104625,-0.35966169502461537,8.560790053153847,2.907415536846154,-0.1090464313901739,-0.3673865373913044,1.432010479643478,-3.453294505202609,-39.46487891086957,3.395620263130435
1970-01-01 00:00:05.759104625,4.75788592512,9.478972375560001,3.4156930297599994,0.2524474034233333,0.024529081924166665,-0.6152795761708333,-10.962452768624999,-38.259404342083336,2.9526381889583333
1970-01-01 00:00:06.009104625,-2.2380881794384613,8.546206917615384,1.854096309976923,0.040690093602608716,0.12912872365669562,-1.0104898369869566,0.521506195426087,-39.36276344565217,6.368045392434783
1970-01-01 00:00:06.259104625,-2.70538412476,9.147028655920002,2.3738655212400004,0.07165946982208334,-0.13948120864291666,0.64025487891375,2.5316126744375,-39.432029725,5.8852280378333335
1970-01-01 00:00:06.509104625,2.596074512196154,9.204117631269229,2.038927336411539,-0.31152447361652175,-0.3058918730669565,1.3953600674704347,-9.531057513217393,-38.02157990826087,6.4981730917391305
1970-01-01 00:00:06.759104625,3.821472438015385,9.169234401884616,2.228295082692308,0.29381559320041667,0.17026445269452503,-1.1677058873166668,-10.074524481916667,-38.082384903750004,5.829978764124999
1970-01-01 00:00:07.009104625,-2.725610064716,8.2081151366,1.9902432676319999,-0.18929957759565214,0.19146317433899993,-0.8562236053947826,-0.5370237517165218,-40.007191533478256,6.476647791695654
1970-01-01 00:00:07.259104625,-1.9760868600384613,9.254971495153846,2.66179361776923,0.11323484400704349,-0.18544271551643482,0.9349484236434782,-2.9116029532495644,-40.41392119130435,6.2547360296086945
1970-01-01 00:00:07.509104625,4.009190844724,8.91395733024,2.293033612032,-0.19395994441166667,-0.2702697827516667,0.82961945088375,-9.463807701833334,-39.19381332458333,5.239779472333333
1970-01-01 00:00:07.759104625,1.9029178619538458,9.169453177615384,1.7633388871115385,0.1855850082086956,0.30418759884682606,-1.3961887903173913,-7.994983818304347,-39.42894064826087,5.5408606736521735
1970-01-01 00:00:08.009104625,-3.10061024772,8.506169329879999,2.74507558592,-0.14114019484541665,0.04136615222958333,-0.24318739975041667,-1.1767780383408333,-40.28209781625,4.620542128958333
1970-01-01 00:00:08.259104625,-0.6406619673038462,8.936773575923077,2.050309436396154,0.17082389929347827,-0.2540939787986956,1.3764218221652174,-5.053542406652173,-39.875601063043476,5.364745326608696
1970-01-01 00:00:08.509104625,4.886202551076924,9.582726463576922,2.397523938707692,-0.04866885839173915,-0.028125856451391314,-0.06683925146956525,-10.969800120347827,-38.95819871304348,3.6912924311304347
1970-01-01 00:00:08.759104625,-0.5568180908388001,8.39140598152,2.04388571784,-0.032426670686125,0.31471388786625,-1.2408834522333334,-6.788474877583333,-39.64428520208333,5.837577819916667
1970-01-01 00:00:09.009104625,-2.2683483299884615,9.306700463384617,2.3132664607038462,-0.049754605995043465,-0.08963780637765216,0.7054017590534783,-4.736123271652175,-40.06134215652175,5.419739267043478
1970-01-01 00:00:09.259104625,3.4970039428708004,9.20652692836,2.53717591556,-0.3501022895091667,-0.3779745673129167,0.8564477134437499,-11.119642734374999,-38.47144190416667,4.609114647
1970-01-01 00:00:09.509104625,2.5162443659838454,8.78515041653846,2.4964278822692307,0.22246750304043478,0.3603526587834782,-1.199164245426087,-8.60267981273913,-39.13772516565218,4.26168839826087
1970-01-01 00:00:09.759104625,-2.689434215838461,8.800401394076923,2.6606248942769235,-0.11720930566508696,0.13642513102739132,-0.27190726190434783,-3.1451577517826084,-40.53050513913043,3.7190786443913053
1970-01-01 00:00:10.009104625,0.14944921878399997,8.7637177552,2.72549031372,-0.10472947157125,-0.40741820075133334,1.337464623125,-9.374539395666666,-39.412399450833334,3.0722101926666667
1970-01-01 00:00:10.259104625,4.9982445583846165,9.11977379426923,2.962558558576923,0.19476024077913046,0.003961008448695663,-0.5357057479282609,-11.83174303273913,-38.482565507826095,2.7609962379999997
1970-01-01 00:00:10.509104625,-1.636618633956,8.73114548952,1.7644887267880003,0.07334831394333333,0.43630688000458334,-0.9898360607991666,-4.204823205791667,-39.82544755958333,5.567738294666667
1970-01-01 00:00:10.759104625,-2.031350784230769,9.21433100780769,2.337153326192308,-0.12561491091000002,-0.25634563454652176,0.6614562745695651,-4.293079604217391,-39.968280625652184,4.890150360434783
1970-01-01 00:00:11.009104625,3.8234810302440008,8.898814819239998,2.86333566276,-0.37021930213300003,-0.33679708126217384,0.8767697897334783,-12.578766408391303,-38.13086252695653,4.103406284086956
1970-01-01 00:00:11.259104625,1.9134594021846154,8.954454117115386,2.2868751878461535,0.31301893813666665,0.275039229535,-1.3440759927500003,-6.322362780245833,-39.244566122083334,5.005399624541666
