,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,magnet_x,magnet_y,magnet_z
1970-01-01 00:00:05.040393417,4.760458268307692,8.361859500576923,7.929138195307693,0.28389125834999995,0.030545208695217384,-0.3644175931765218,5.539665263652174,-42.06661340434783,-16.5007895173913
1970-01-01 00:00:05.290393417,1.281335449188192,7.739816507192308,4.711383397,0.553985222526087,0.8102884772086957,-1.3352809107391304,15.83913264026087,-41.06057556826087,-10.45540846978261
1970-01-01 00:00:05.540393417,-1.793767840564,6.97005769032,2.97816487424,0.9202185547291667,0.9224521095041666,-1.0789097797166667,25.525880654999998,-36.90699799833333,-1.2883987425716665
1970-01-01 00:00:05.790393417,-4.533668341884615,8.701301703846154,1.6307089233580767,-0.028175198692391313,-0.02574714677391305,0.2725927849273912,29.599252950434778,-33.41356211217391,7.137538039130434
1970-01-01 00:00:06.040393417,-3.1777837646799996,9.066106933479999,1.8866167602439998,0.06206646468958333,-0.45744844474499996,0.0038900459229166636,28.934615055,-34.429471650833335,4.6281308333333335
1970-01-01 00:00:06.290393417,-2.4987653291807694,8.203529134923077,2.8463655678076925,-0.5795417712913045,-0.6444461461615651,0.5867395590721739,29.481643674782607,-34.3563940626087,3.6212899165956514
1970-01-01 00:00:06.540393417,-0.08168214110319998,7.47253278808,3.8565921753199994,-0.850060497978261,-0.6979552002043478,1.1472813616043478,19.956743986521744,-39.734298374782604,-8.441300847869568
1970-01-01 00:00:06.790393417,3.5953042954615384,7.57909687923077,7.105067244230769,-0.6120263102083333,-0.14119754762583334,0.8985805412375001,7.200969259625,-41.31836779791667,-17.335006913333334
1970-01-01 00:00:07.040393417,4.85234549548,7.992287951680001,8.3741798034,0.23502356300347826,-0.05896968377913042,-0.3037184849138696,2.5732469558695654,-40.56631005347826,-20.526757197826083
1970-01-01 00:00:07.290393417,1.5715300634399998,7.856078585076923,5.497393112192307,0.6722459880083332,0.6723395735125001,-1.3831138660416666,13.067768693208334,-40.69724496166666,-14.67531347375
1970-01-01 00:00:07.540393417,-1.8084412501846154,6.7299703393461545,3.264705241230769,0.9296984102347825,0.701476145047826,-1.2682011566956521,27.669273459999996,-35.62011353782609,-2.8613423058043472
1970-01-01 00:00:07.790393417,-4.225658697480001,9.173451708440002,1.882952380412,0.4387589419704166,-0.03180851368166666,-0.08657999780166666,34.8195657725,-28.62754575625,6.390170693375
1970-01-01 00:00:08.040393417,-4.180218728884615,8.382850465038462,1.5549779452,-0.22191352146260873,0.03957956407513042,0.05627998088108695,34.582032079130435,-28.813675009565213,6.948366745565217
1970-01-01 00:00:08.290393417,-3.2091645080399998,6.975560247760002,2.599685925324,-0.9646997270173914,-0.3859518060978261,0.8784774049565216,30.73658279695652,-33.30048917695652,1.228809812886957
1970-01-01 00:00:08.540393417,-0.3060385894769231,7.985599629307691,4.834145419773076,-1.0850861396,-0.6378089052916667,0.941479334,22.91570115,-37.81104898416667,-8.653032581166668
1970-01-01 00:00:08.790393417,2.67791923828,7.57570424196,8.86097351072,-0.45068098493004366,-0.4495541401478261,0.3809722247413045,15.27480316173913,-38.49733203391305,-17.062204153913044
1970-01-01 00:00:09.040393417,2.5283403661153847,8.10120537976923,8.403639925423077,0.6114986451916666,0.23024519385374997,-0.6416333249214999,14.901611089583332,-38.889397145,-16.44301323166667
1970-01-01 00:00:09.290393417,-1.057466986084,7.741744958440002,4.102925921600001,0.7302267033043479,1.0748308145304348,-1.547146672869565,27.040369696956517,-34.77767131695652,-5.735560625147827
1970-01-01 00:00:09.540393417,-4.227215229884615,6.202622733423076,2.595118807192308,0.8698760945043478,1.0332953540704348,-0.6348717799078262,34.66283781565217,-27.627433859565222,5.844395347086958
1970-01-01 00:00:09.790393417,-5.989425694384616,8.018870826230769,0.9913308246184614,-0.17623990513995835,0.11414328470375,0.04725603418458333,34.53480100708333,-26.32784819458333,10.90930688375
1970-01-01 00:00:10.040393417,-5.8946520080400004,8.046409405559999,1.264881665028,-0.14549409656813042,-0.14176880066565217,0.17708445158043476,34.92066109652174,-25.108607498695655,13.306266412173912
1970-01-01 00:00:10.290393417,-4.4065020165,6.345500617346153,2.301631041346154,-1.0441938141166667,-1.0522367358625002,1.0715598277512501,31.803486824166665,-30.563978037083334,6.016111533002959
1970-01-01 00:00:10.540393417,0.7332052917391999,8.310598022319999,5.06178396616,-1.001856796095652,-1.2381279533391305,0.991467130647826,21.261715433043477,-36.69901093130434,-13.454055536652175
1970-01-01 00:00:10.790393417,2.6940803233884614,6.380878970807692,9.452940585692307,-0.6904117300238695,-0.24429633375695647,0.3330580452786956,11.461942590434784,-35.46713522217391,-25.102726065652178
1970-01-01 00:00:11.040393417,2.8638086792400004,6.45404474492,9.1989945926,0.7914360327041666,0.20484061717541668,-0.4752105301558333,10.92776453525,-35.86552540416667,-24.763112943333336
1970-01-01 00:00:11.290393417,-0.30650492740384616,7.56538884676923,4.578615259,1.0270283715391302,1.1331806091739132,-1.326175015982609,22.156384675652173,-36.651576000869575,-12.262800963434781
