Timestamp,Milliseconds,X,Y,Z
2021-06-04 20:39:27,1,-0.1402893,0.13708496,-0.01713562
2021-06-04 20:39:27,11,-0.21539307,0.14666748,0.010559082
2021-06-04 20:39:27,22,-0.26812744,0.11685181,0.018554688
2021-06-04 20:39:27,31,-0.30807495,0.10725403,0.023880005
2021-06-04 20:39:27,41,-0.33363342,0.091278076,0.026535034
2021-06-04 20:39:27,51,-0.32565308,0.05505371,0.016418457
2021-06-04 20:39:27,61,-0.3075409,0.028427124,0.011627197
2021-06-04 20:39:27,71,-0.20793152,-0.021102905,-0.0032958984
2021-06-04 20:39:27,81,-0.15040588,-0.0019378662,-0.001159668
2021-06-04 20:39:27,91,-0.12698364,0.06411743,0.0052337646
2021-06-04 20:39:27,101,-0.1280365,0.13868713,0.019073486
2021-06-04 20:39:27,111,-0.11579895,0.18608093,0.036117554
2021-06-04 20:39:27,121,-0.09661865,0.18981934,0.047302246
2021-06-04 20:39:27,132,-0.06892395,0.1599884,0.03878784
2021-06-04 20:39:27,141,-0.03590393,0.12271118,0.03453064
2021-06-04 20:39:27,151,-0.014587402,0.06944275,0.02973938
2021-06-04 20:39:27,161,0.021621704,-0.0061950684,0.019607544
2021-06-04 20:39:27,171,0.0642395,-0.06744385,0.0052337646
2021-06-04 20:39:27,181,0.09512329,-0.107925415,-0.00541687
2021-06-04 20:39:27,191,0.13560486,-0.11592102,-0.02406311
2021-06-04 20:39:27,202,0.18673706,-0.16545105,-0.0016937256
2021-06-04 20:39:27,211,0.19898987,-0.19100952,0.008956909
2021-06-04 20:39:27,221,0.2011261,-0.24214172,0.019607544
2021-06-04 20:39:27,231,0.15585327,-0.2629242,0.015350342
2021-06-04 20:39:27,241,0.021087646,-0.22297668,0.0052337646
2021-06-04 20:39:27,251,-0.047088623,-0.20753479,9.765625E-4
2021-06-04 20:39:27,261,-0.07637024,-0.17982483,-0.007019043
2021-06-04 20:39:27,271,-0.06359863,-0.17237854,-0.0032958984
2021-06-04 20:39:27,282,0.002456665,-0.18463135,0.02067566
2021-06-04 20:39:27,291,0.2203064,-0.061050415,0.14530945
2021-06-04 20:39:27,301,0.44241333,-0.107925415,0.23638916
2021-06-04 20:39:27,311,0.6266937,-0.16278076,0.26675415
2021-06-04 20:39:27,321,0.7172394,-0.13668823,0.26461792
2021-06-04 20:39:27,331,0.6874237,-0.079696655,0.28486633
2021-06-04 20:39:27,341,0.5691681,-0.05253601,0.29444885
2021-06-04 20:39:27,352,0.390213,-0.025894165,0.3130951
2021-06-04 20:39:27,361,0.2980652,-0.005126953,0.32214355
2021-06-04 20:39:27,371,0.08821106,0.035888672,0.3327942
2021-06-04 20:39:27,381,-7.4768066E-4,-0.006729126,0.26089478
2021-06-04 20:39:27,392,0.0019226074,-0.0061950684,0.044647217
2021-06-04 20:39:27,401,0.019500732,0.010314941,-0.0783844
2021-06-04 20:39:27,411,0.056777954,-0.028564453,-0.1375122
2021-06-04 20:39:27,421,0.10951233,-0.009918213,-0.13644409
2021-06-04 20:39:27,431,0.18247986,0.012451172,-0.10395813
2021-06-04 20:39:27,442,0.26716614,0.0023345947,-0.072006226
2021-06-04 20:39:27,451,0.30178833,-0.008850098,-0.020874023
2021-06-04 20:39:27,462,0.2868805,-0.0104522705,0.024932861
2021-06-04 20:39:27,471,0.24267578,-0.055725098,0.024398804
2021-06-04 20:39:27,481,0.18301392,-0.07116699,0.024398804
2021-06-04 20:39:27,491,0.17289734,-0.032287598,-0.017669678
2021-06-04 20:39:27,501,0.15745544,-0.10046387,-0.06454468
2021-06-04 20:39:27,511,0.075424194,-0.23095703,0.01109314
2021-06-04 20:39:27,522,0.07170105,-0.24162292,-0.021392822
2021-06-04 20:39:27,531,0.06742859,-0.28315735,-0.036315918
2021-06-04 20:39:27,541,0.02961731,-0.33642578,-0.01020813
2021-06-04 20:39:27,551,-0.05027771,-0.37477112,0.004699707
2021-06-04 20:39:27,561,-0.16053772,-0.35560608,0.0057678223
2021-06-04 20:39:27,571,-0.27664185,-0.32417297,-0.007019043
2021-06-04 20:39:27,582,-0.3656006,-0.26664734,-0.048568726
2021-06-04 20:39:27,591,-0.42845154,-0.18835449,-0.09384155
2021-06-04 20:39:27,601,-0.47851563,-0.11857605,-0.13165283
2021-06-04 20:39:27,611,-0.4966278,-0.10420227,-0.16574097
2021-06-04 20:39:27,621,-0.4651947,-0.06425476,-0.20515442
2021-06-04 20:39:27,632,-0.36772156,-0.028564453,-0.23498535
2021-06-04 20:39:27,641,-0.22018433,-0.057861328,-0.22647095
2021-06-04 20:39:27,651,-0.018859863,-0.13401794,-0.19610596
2021-06-04 20:39:27,661,0.22349548,-0.17237854,-0.14071655
2021-06-04 20:39:27,672,0.54200745,-0.16384888,-0.08584595
2021-06-04 20:39:27,681,0.62350464,-0.15533447,-0.08691406
2021-06-04 20:39:27,691,0.7129822,-0.08981323,-0.1055603
2021-06-04 20:39:27,702,0.71565247,0.07423401,-0.09649658
2021-06-04 20:39:27,711,0.70500183,0.0023345947,-0.081588745
2021-06-04 20:39:27,721,0.7470703,-0.22776794,-0.057617188
2021-06-04 20:39:27,732,0.8440094,-0.53616333,-0.050689697
2021-06-04 20:39:27,741,0.87490845,-0.880249,-0.06668091
2021-06-04 20:39:27,751,0.99954224,-1.4464264,-0.12739563
2021-06-04 20:39:27,762,0.85466003,-1.1502838,-0.18171692
2021-06-04 20:39:27,771,0.6266937,-1.0533447,-0.22166443
2021-06-04 20:39:27,781,0.32894897,-1.0283203,-0.23817444
2021-06-04 20:39:27,792,-0.04548645,-1.1881104,-0.1289978
2021-06-04 20:39:27,801,-0.38104248,-1.1114044,-0.0309906
2021-06-04 20:39:27,812,-0.8156738,-0.7161865,0.026000977
2021-06-04 20:39:27,821,-1.0995636,-0.36465454,0.089920044
2021-06-04 20:39:27,831,-1.2460327,-0.22883606,0.11228943
2021-06-04 20:39:27,842,-1.2614899,-0.20167542,0.12294006
2021-06-04 20:39:27,851,-1.1815948,-0.3071289,0.17939758
2021-06-04 20:39:27,861,-0.98291016,-0.49887085,0.2523651
2021-06-04 20:39:27,872,-0.6457672,-0.6331024,0.2939148
2021-06-04 20:39:27,881,-0.28996277,-0.62298584,0.2550354
2021-06-04 20:39:27,891,-0.00340271,-0.3816986,0.17781067
2021-06-04 20:39:27,902,0.16171265,0.041748047,0.11975098
2021-06-04 20:39:27,911,0.18887329,0.5168457,0.1293335
2021-06-04 20:39:27,921,0.12069702,0.99942017,0.19750977
2021-06-04 20:39:27,932,0.06689453,1.413269,0.3184204
2021-06-04 20:39:27,941,0.07489014,1.5331116,0.37860107
2021-06-04 20:39:27,952,0.096725464,1.4191284,0.23638916
2021-06-04 20:39:27,961,0.098861694,1.34935,-0.081588745
2021-06-04 20:39:27,972,0.09939575,1.2380371,-0.35908508
2021-06-04 20:39:28,981,0.068496704,1.1964874,-0.43525696
2021-06-04 20:39:28,992,0.0061798096,1.1256561,-0.42993164
2021-06-04 20:39:28,1002,-0.06678772,1.0542755,-0.43685913
2021-06-04 20:39:28,1011,-0.13017273,0.9376373,-0.49118042
2021-06-04 20:39:28,1022,-0.1898346,0.6494751,-0.59451294
2021-06-04 20:39:28,1031,-0.2106018,0.4641266,-0.64990234
2021-06-04 20:39:28,1041,-0.08969116,-0.2203064,-0.6808014
2021-06-04 20:39:28,1052,0.110580444,-0.71565247,-0.5561676
2021-06-04 20:39:28,1061,0.32522583,-1.0741272,-0.3601532
2021-06-04 20:39:28,1072,0.6416168,-1.5705261,-0.069869995
2021-06-04 20:39:28,1081,0.7193756,-1.6733246,-0.05921936
2021-06-04 20:39:28,1091,0.8205719,-1.7191315,-0.21208191
2021-06-04 20:39:28,1101,0.9393463,-1.5375061,-0.69358826
2021-06-04 20:39:28,1112,1.0416107,-1.1332397,-1.0509796
2021-06-04 20:39:28,1121,0.9255066,-0.9015503,-1.0493774
2021-06-04 20:39:28,1131,0.614975,-0.5819702,-0.7883911
2021-06-04 20:39:28,1142,0.22242737,-0.40246582,-0.44909668
2021-06-04 20:39:28,1151,-0.40873718,-0.3183136,-0.21261597
2021-06-04 20:39:28,1162,-0.6979523,-0.9734497,-0.3335266
2021-06-04 20:39:28,1171,-0.5040741,-2.1740112,0.017486572
2021-06-04 20:39:28,1181,-0.47372437,-2.5484467,0.06755066
2021-06-04 20:39:28,1192,-0.31765747,-3.078415,0.013214111
2021-06-04 20:39:28,1201,-0.10354614,-2.8967896,-0.13005066
2021-06-04 20:39:28,1211,-0.036956787,-2.1526947,-0.3447113
2021-06-04 20:39:28,1221,-0.21485901,-0.79182434,-0.5327301
2021-06-04 20:39:28,1232,-0.08969116,0.09820557,-0.5380554
2021-06-04 20:39:28,1241,0.09300232,0.46678162,-0.40863037
2021-06-04 20:39:28,1252,0.78115845,2.6628265,0.5591736
2021-06-04 20:39:28,1261,1.1960754,3.6007996,1.0774231
2021-06-04 20:39:28,1272,1.4624023,3.879364,1.3165741
2021-06-04 20:39:28,1281,1.5252533,3.881485,1.3549194
2021-06-04 20:39:28,1292,1.6221924,3.4303436,1.2713013
2021-06-04 20:39:28,1301,1.7138062,2.7858582,1.1221619
2021-06-04 20:39:28,1312,1.7851715,2.0401764,1.0049896
2021-06-04 20:39:28,1321,1.7180634,1.124588,0.9517212
2021-06-04 20:39:28,1332,0.7928772,-1.0943604,0.47607422
2021-06-04 20:39:28,1341,-0.18130493,-2.5292664,-0.3047638
2021-06-04 20:39:28,1351,-0.39541626,-2.125534,-0.4927826
