Timestamp,Milliseconds,Illuminance
2021-06-04 20:48:22,4,3.0
2021-06-04 20:48:22,104,3.0
2021-06-04 20:48:22,203,3.0
2021-06-04 20:48:23,303,3.0
2021-06-04 20:48:23,403,4.0
2021-06-04 20:48:23,504,4.0
2021-06-04 20:48:23,603,4.0
2021-06-04 20:48:23,704,5.0
2021-06-04 20:48:23,834,5.0
2021-06-04 20:48:23,941,5.0
2021-06-04 20:48:23,1016,4.0
2021-06-04 20:48:23,1141,4.0
2021-06-04 20:48:24,1216,5.0
2021-06-04 20:48:24,1340,5.0
2021-06-04 20:48:24,1418,5.0
2021-06-04 20:48:24,1541,5.0
2021-06-04 20:48:24,1636,5.0
2021-06-04 20:48:24,1742,5.0
2021-06-04 20:48:24,1842,5.0
2021-06-04 20:48:24,1942,5.0
2021-06-04 20:48:24,2040,5.0
2021-06-04 20:48:24,2120,5.0
2021-06-04 20:48:25,2240,5.0
2021-06-04 20:48:25,2341,5.0
2021-06-04 20:48:25,2436,5.0
2021-06-04 20:48:25,2526,5.0
2021-06-04 20:48:25,2643,6.0
2021-06-04 20:48:25,2741,6.0
2021-06-04 20:48:25,2843,6.0
2021-06-04 20:48:25,2940,6.0
2021-06-04 20:48:25,3033,6.0
2021-06-04 20:48:25,3136,6.0
2021-06-04 20:48:26,3240,6.0
2021-06-04 20:48:26,3340,6.0
2021-06-04 20:48:26,3440,6.0
2021-06-04 20:48:26,3533,6.0
2021-06-04 20:48:26,3620,6.0
2021-06-04 20:48:26,3740,6.0
2021-06-04 20:48:26,3826,6.0
2021-06-04 20:48:26,3940,7.0
2021-06-04 20:48:26,4010,7.0
2021-06-04 20:48:26,4126,6.0
2021-06-04 20:48:27,4240,6.0
2021-06-04 20:48:27,4336,6.0
2021-06-04 20:48:27,4416,6.0
2021-06-04 20:48:27,4540,6.0
2021-06-04 20:48:27,4641,6.0
2021-06-04 20:48:27,4743,6.0
2021-06-04 20:48:27,4830,6.0
2021-06-04 20:48:27,4925,6.0
2021-06-04 20:48:27,5010,6.0
2021-06-04 20:48:27,5122,6.0
2021-06-04 20:48:28,5240,6.0
2021-06-04 20:48:28,5336,6.0
2021-06-04 20:48:28,5440,6.0
2021-06-04 20:48:28,5543,6.0
2021-06-04 20:48:28,5640,6.0
2021-06-04 20:48:28,6031,6.0
2021-06-04 20:48:28,6031,6.0
2021-06-04 20:48:28,6031,6.0
2021-06-04 20:48:28,6031,6.0
2021-06-04 20:48:28,6117,7.0
2021-06-04 20:48:29,6243,7.0
2021-06-04 20:48:29,6342,7.0
2021-06-04 20:48:29,6441,6.0
2021-06-04 20:48:29,6541,6.0
2021-06-04 20:48:29,6629,6.0
2021-06-04 20:48:29,6721,6.0
2021-06-04 20:48:29,6842,5.0
2021-06-04 20:48:29,6944,5.0
2021-06-04 20:48:29,7041,5.0
2021-06-04 20:48:29,7141,4.0
2021-06-04 20:48:30,7240,4.0
2021-06-04 20:48:30,7331,4.0
2021-06-04 20:48:30,7432,4.0
2021-06-04 20:48:30,7543,4.0
2021-06-04 20:48:30,7605,5.0
2021-06-04 20:48:30,7715,5.0
2021-06-04 20:48:30,7840,5.0
2021-06-04 20:48:30,7943,6.0
